QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
4,6:46.0,,F. Jackson makes 3-pt jump shot from 26 ft,108,126
4,6:25.0,Turnover by B. Forbes (bad pass; steal by A. Davis),,108,126
4,6:20.0,,E. Moore misses 2-pt jump shot from 8 ft,108,126
4,6:20.0,,Offensive rebound by A. Davis,108,126
4,6:20.0,,A. Davis makes 2-pt layup from 1 ft,108,128
4,6:20.0,San Antonio full timeout,,108,128
4,6:20.0,D. Eubanks enters the game for M. Belinelli,,108,128
4,6:20.0,J. Poeltl enters the game for D. Cunningham,,108,128
4,6:20.0,Q. Pondexter enters the game for D. DeRozan,,108,128
4,6:20.0,D. White enters the game for B. Forbes,,108,128
4,6:12.0,Personal foul by D. Miller (drawn by D. Eubanks),,108,128
4,5:58.0,C. Metu makes 2-pt jump shot from 8 ft (assist by D. White),,110,128
4,5:52.0,,New Orleans full timeout,110,128
4,5:52.0,,C. Diallo enters the game for A. Davis,110,128
4,5:52.0,,J. Randle enters the game for N. Mirotić,110,128
4,5:44.0,,F. Jackson misses 3-pt jump shot from 26 ft,110,128
4,5:39.0,Defensive rebound by J. Poeltl,,110,128
4,5:29.0,D. White misses 2-pt jump shot from 19 ft,,110,128
4,5:25.0,,Defensive rebound by J. Randle,110,128
4,5:20.0,,Personal foul by Q. Pondexter (drawn by J. Randle),110,128
4,5:13.0,,E. Moore makes 2-pt layup from 2 ft (assist by J. Randle),110,130
4,4:51.0,Turnover by D. White (bad pass; steal by C. Diallo),,110,130
4,4:45.0,,Turnover by F. Jackson (bad pass; steal by Q. Pondexter),110,130
4,4:37.0,C. Metu makes 2-pt hook shot from 8 ft,,112,130
4,4:22.0,,Turnover by E. Moore (lost ball; steal by J. Poeltl),112,130
4,4:15.0,C. Metu makes 2-pt dunk from 1 ft (assist by D. White),,114,130
4,4:09.0,,New Orleans full timeout,114,130
4,4:09.0,,I. Clark enters the game for E. Moore,114,130
4,4:03.0,,D. Miller makes 2-pt jump shot from 20 ft (assist by J. Randle),114,132
4,3:53.0,C. Metu misses 3-pt jump shot from 25 ft,,114,132
4,3:49.0,,Defensive rebound by I. Clark,114,132
4,3:44.0,,I. Clark misses 3-pt jump shot from 26 ft,114,132
4,3:40.0,,Offensive rebound by C. Diallo,114,132
4,3:35.0,,D. Miller misses 3-pt jump shot from 26 ft,114,132
4,3:31.0,Defensive rebound by Q. Pondexter,,114,132
4,3:25.0,Personal foul by F. Jackson (drawn by J. Poeltl),,114,132
4,3:25.0,J. Poeltl makes free throw 1 of 2,,115,132
4,3:25.0,J. Poeltl makes free throw 2 of 2,,116,132
4,3:13.0,,F. Jackson misses 2-pt jump shot from 23 ft,116,132
4,3:10.0,Defensive rebound by Q. Pondexter,,116,132
4,2:57.0,D. Eubanks misses 2-pt hook shot from 4 ft,,116,132
4,2:53.0,Offensive rebound by J. Poeltl,,116,132
4,2:53.0,J. Poeltl misses 2-pt layup at rim,,116,132
4,2:53.0,Offensive rebound by J. Poeltl,,116,132
4,2:49.0,D. White misses 3-pt jump shot from 26 ft,,116,132
4,2:47.0,Offensive rebound by D. Eubanks,,116,132
4,2:45.0,Turnover by D. Eubanks (lost ball; steal by J. Randle),,116,132
4,2:40.0,,C. Diallo makes 2-pt layup from 2 ft (assist by J. Randle),116,134
4,2:26.0,D. Eubanks makes 2-pt hook shot from 6 ft (assist by C. Metu),,118,134
4,2:08.0,,D. Miller makes 2-pt jump shot from 20 ft (assist by J. Randle),118,136
4,1:46.0,J. Poeltl makes 2-pt layup from 2 ft (assist by C. Metu),,120,136
4,1:34.0,,I. Clark makes 2-pt jump shot from 10 ft (assist by D. Miller),120,138
4,1:17.0,D. Eubanks makes 2-pt hook shot from 6 ft (assist by C. Metu),,122,138
4,1:08.0,,F. Jackson makes 2-pt layup from 1 ft,122,140
4,1:00.0,Q. Pondexter makes 2-pt dunk from 1 ft,,124,140
4,0:50.0,,I. Clark misses 2-pt layup from 2 ft,124,140
4,0:48.0,Defensive rebound by C. Metu,,124,140
4,0:47.0,Turnover by C. Metu (out of bounds lost ball),,124,140
4,0:47.0,,J. Okafor enters the game for J. Randle,124,140
4,0:37.0,,F. Jackson misses 3-pt jump shot from 27 ft,124,140
4,0:32.0,Defensive rebound by Q. Pondexter,,124,140
4,0:29.0,Shooting foul by F. Jackson (drawn by Q. Pondexter),,124,140
4,0:29.0,Q. Pondexter makes free throw 1 of 2,,125,140
4,0:29.0,Q. Pondexter makes free throw 2 of 2,,126,140
4,0:04.0,,Turnover by Team (shot clock),126,140
4,0:01.0,Turnover by D. Eubanks (bad pass; steal by I. Clark),,126,140
