QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
4,3:19.0,,Y. Watanabe enters the game for J. Washburn,108,125
4,3:08.0,Turnover by J. Bell (bad pass),,108,125
4,3:08.0,Loose ball foul by Q. Cook (drawn by D. Wright),,108,125
4,2:53.0,,Y. Watanabe makes 2-pt layup from 1 ft (assist by I. Rabb),108,127
4,2:43.0,J. Bell misses 2-pt jump shot from 18 ft,,108,127
4,2:41.0,,Defensive rebound by I. Rabb,108,127
4,2:30.0,,B. Caboclo misses 3-pt jump shot from 26 ft,108,127
4,2:27.0,Defensive rebound by D. Lee,,108,127
4,2:17.0,M. Derrickson makes 3-pt jump shot from 29 ft (assist by D. Lee),,111,127
4,1:58.0,,J. Carter misses 2-pt layup from 5 ft,111,127
4,1:56.0,,Offensive rebound by I. Rabb,111,127
4,1:54.0,,J. Carter misses 3-pt jump shot from 23 ft,111,127
4,1:50.0,Defensive rebound by J. Bell,,111,127
4,1:46.0,J. Bell misses 2-pt layup from 2 ft,,111,127
4,1:44.0,,Defensive rebound by D. Wright,111,127
4,1:34.0,,Turnover by B. Caboclo (bad pass),111,127
4,1:34.0,,Memphis full timeout,111,127
4,1:34.0,,J. Washburn enters the game for D. Wright,111,127
4,1:20.0,M. Derrickson makes 3-pt jump shot from 27 ft (assist by J. Evans),,114,127
4,1:04.0,,I. Rabb misses 2-pt jump shot from 12 ft,114,127
4,1:01.0,,Y. Watanabe makes 2-pt jump shot from 8 ft,114,129
4,1:01.0,,Offensive rebound by Y. Watanabe,114,129
4,0:49.0,D. Lee misses 3-pt jump shot from 23 ft,,114,129
4,0:47.0,,Defensive rebound by I. Rabb,114,129
4,0:35.0,,J. Carter makes 3-pt jump shot from 29 ft,114,132
4,0:19.0,Q. Cook misses 2-pt jump shot from 22 ft,,114,132
4,0:16.0,Offensive rebound by M. Derrickson,,114,132
4,0:14.0,M. Derrickson misses 2-pt jump shot from 2 ft,,114,132
4,0:10.0,Offensive rebound by D. Lee,,114,132
4,0:07.0,J. Evans makes 3-pt jump shot from 26 ft (assist by D. Lee),,117,132
