QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
4,6:39.0,,K. Durant enters the game for J. Jerebko,96,111
4,6:39.0,H. Barnes makes free throw 2 of 2,,97,111
4,6:23.0,,A. Iguodala misses 3-pt jump shot from 23 ft,97,111
4,6:21.0,Defensive rebound by H. Barnes,,97,111
4,6:13.0,Turnover by W. Matthews (out of bounds lost ball),,97,111
4,6:13.0,,Golden State full timeout,97,111
4,6:13.0,D. Finney-Smith enters the game for L. Dončić,,97,111
4,6:13.0,,K. Looney enters the game for D. Green,97,111
4,6:13.0,,A. McKinnie enters the game for A. Iguodala,97,111
4,5:59.0,,K. Thompson misses 2-pt jump shot from 18 ft,97,111
4,5:58.0,Defensive rebound by D. Jordan,,97,111
4,5:39.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),,100,111
4,5:13.0,,K. Thompson makes 2-pt jump shot from 21 ft,100,113
4,5:02.0,W. Matthews misses 3-pt jump shot from 26 ft (block by K. Durant),,100,113
4,5:00.0,Offensive rebound by W. Matthews,,100,113
4,4:57.0,D. Jordan makes 2-pt dunk from 2 ft (assist by W. Matthews),,102,113
4,4:38.0,,S. Curry misses 3-pt jump shot from 24 ft,102,113
4,4:37.0,Defensive rebound by Team,,102,113
4,4:36.0,,Loose ball foul by K. Looney (drawn by D. Jordan),102,113
4,4:36.0,D. Jordan misses free throw 1 of 2,,102,113
4,4:36.0,Offensive rebound by Team,,102,113
4,4:36.0,D. Jordan misses free throw 2 of 2,,102,113
4,4:34.0,,Defensive rebound by K. Looney,102,113
4,4:17.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by K. Durant),102,115
4,3:51.0,H. Barnes makes 2-pt layup from 3 ft,,104,115
4,3:30.0,,Turnover by S. Curry (bad pass; steal by D. Jordan),104,115
4,3:17.0,D. Finney-Smith makes 2-pt jump shot from 5 ft (assist by J. Brunson),,106,115
4,3:17.0,Shooting foul by A. McKinnie (drawn by D. Finney-Smith),,106,115
4,3:17.0,,D. Green enters the game for K. Looney,106,115
4,3:17.0,,A. Iguodala enters the game for A. McKinnie,106,115
4,3:17.0,D. Finney-Smith makes free throw 1 of 1,,107,115
4,3:03.0,,D. Green misses 3-pt jump shot from 26 ft,107,115
4,3:01.0,Defensive rebound by H. Barnes,,107,115
4,2:52.0,Turnover by J. Brunson (traveling),,107,115
4,2:41.0,,K. Durant misses 2-pt jump shot from 20 ft,107,115
4,2:39.0,Defensive rebound by D. Jordan,,107,115
4,2:25.0,J. Brunson makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),,110,115
4,2:10.0,,Shooting foul by J. Brunson (drawn by S. Curry),110,115
4,2:10.0,,S. Curry makes free throw 1 of 2,110,116
4,2:10.0,,S. Curry makes free throw 2 of 2,110,117
4,2:05.0,Turnover by D. Jordan (bad pass; steal by S. Curry),,110,117
4,1:54.0,,Turnover by S. Curry (bad pass; steal by J. Brunson),110,117
4,1:51.0,D. Finney-Smith misses 2-pt layup from 3 ft (block by A. Iguodala),,110,117
4,1:50.0,Offensive rebound by J. Brunson,,110,117
4,1:46.0,W. Matthews makes 3-pt jump shot from 29 ft (assist by J. Brunson),,113,117
4,1:46.0,,Golden State full timeout,113,117
4,1:32.0,,S. Curry misses 3-pt jump shot from 26 ft,113,117
4,1:30.0,Defensive rebound by J. Brunson,,113,117
4,1:20.0,H. Barnes makes 2-pt jump shot from 15 ft,,115,117
4,1:06.0,,K. Durant misses 2-pt layup from 3 ft,115,117
4,1:05.0,Defensive rebound by D. Jordan,,115,117
4,0:59.0,Shooting foul by S. Curry (drawn by D. Jordan),,115,117
4,0:59.0,D. Jordan misses free throw 1 of 2,,115,117
4,0:59.0,Offensive rebound by Team,,115,117
4,0:59.0,D. Jordan makes free throw 2 of 2,,116,117
4,0:43.0,,Turnover by D. Green (bad pass; steal by D. Jordan),116,117
4,0:33.0,H. Barnes misses 3-pt jump shot from 27 ft,,116,117
4,0:31.0,,Defensive rebound by K. Thompson,116,117
4,0:15.0,,K. Durant makes 3-pt jump shot from 27 ft,116,120
4,0:14.0,Dallas full timeout,,116,120
4,0:14.0,,K. Looney enters the game for S. Curry,116,120
4,0:06.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,116,120
4,0:02.0,,Defensive rebound by K. Looney,116,120
4,0:00.0,,Personal take foul by D. Finney-Smith (drawn by K. Looney),116,120
