QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
4,3:00.0,Defensive rebound by K. Knox,,88,95
4,2:57.0,New York full timeout,,88,95
4,2:47.0,Shooting foul by V. Oladipo (drawn by T. Hardaway),,88,95
4,2:47.0,T. Hardaway misses free throw 1 of 3,,88,95
4,2:47.0,Offensive rebound by Team,,88,95
4,2:47.0,T. Hardaway makes free throw 2 of 3,,89,95
4,2:47.0,T. Hardaway makes free throw 3 of 3,,90,95
4,2:34.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,90,95
4,2:31.0,,Offensive rebound by T. Young,90,95
4,2:30.0,,T. Young makes 2-pt hook shot from 8 ft,90,97
4,2:14.0,E. Mudiay misses 3-pt jump shot from 28 ft,,90,97
4,2:11.0,Offensive rebound by N. Vonleh,,90,97
4,2:06.0,T. Hardaway misses 2-pt layup from 5 ft,,90,97
4,2:06.0,Offensive rebound by Team,,90,97
4,2:05.0,Turnover by K. Knox (bad pass),,90,97
4,1:51.0,,Shooting foul by E. Freedom (drawn by M. Turner),90,97
4,1:51.0,,M. Turner makes free throw 1 of 2,90,98
4,1:51.0,,M. Turner makes free throw 2 of 2,90,99
4,1:32.0,Turnover by E. Freedom (bad pass; steal by B. Bogdanović),,90,99
4,1:29.0,,Shooting foul by T. Hardaway (drawn by V. Oladipo),90,99
4,1:29.0,,V. Oladipo misses free throw 1 of 2,90,99
4,1:29.0,,Offensive rebound by Team,90,99
4,1:29.0,L. Kornet enters the game for E. Freedom,,90,99
4,1:29.0,,V. Oladipo makes free throw 2 of 2,90,100
4,1:15.0,T. Hardaway makes 2-pt jump shot from 21 ft,,92,100
4,0:57.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by V. Oladipo),92,103
4,0:50.0,Turnover by E. Mudiay (lost ball; steal by C. Joseph),,92,103
4,0:50.0,,Personal foul by E. Mudiay (drawn by C. Joseph),92,103
4,0:50.0,,C. Joseph misses free throw 1 of 2,92,103
4,0:50.0,,Offensive rebound by Team,92,103
4,0:50.0,,C. Joseph makes free throw 2 of 2,92,104
4,0:40.0,K. Knox makes 3-pt jump shot from 27 ft (assist by N. Vonleh),,95,104
4,0:36.0,,Personal take foul by T. Hardaway (drawn by V. Oladipo),95,104
4,0:36.0,,V. Oladipo makes free throw 1 of 2,95,105
4,0:36.0,,V. Oladipo makes free throw 2 of 2,95,106
4,0:36.0,New York full timeout,,95,106
4,0:34.0,K. Knox misses 3-pt jump shot from 26 ft,,95,106
4,0:31.0,Offensive rebound by T. Hardaway,,95,106
4,0:30.0,T. Hardaway makes 2-pt jump shot from 14 ft,,97,106
4,0:30.0,,Indiana full timeout,97,106
4,0:30.0,F. Ntilikina enters the game for L. Kornet,,97,106
4,0:30.0,,D. McDermott enters the game for T. Young,97,106
4,0:28.0,,Personal take foul by E. Mudiay (drawn by V. Oladipo),97,106
4,0:28.0,,V. Oladipo makes free throw 1 of 2,97,107
4,0:28.0,,V. Oladipo makes free throw 2 of 2,97,108
4,0:23.0,E. Mudiay makes 2-pt layup from 1 ft,,99,108
4,0:23.0,,Violation by Team (def goaltending),99,108
4,0:22.0,,Personal take foul by F. Ntilikina (drawn by V. Oladipo),99,108
4,0:22.0,,V. Oladipo makes free throw 1 of 2,99,109
4,0:22.0,,V. Oladipo makes free throw 2 of 2,99,110
4,0:17.0,N. Vonleh misses 3-pt jump shot from 28 ft,,99,110
4,0:14.0,,Defensive rebound by C. Joseph,99,110
