QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,HOUSTON_ACTION,SAN ANTONIO_SCORE,HOUSTON_SCORE
4,2:39.0,,J. Harden makes 3-pt jump shot from 25 ft,97,99
4,2:22.0,D. DeRozan makes 2-pt layup from 1 ft,,99,99
4,1:58.0,,J. Harden misses 3-pt jump shot from 25 ft,99,99
4,1:55.0,,Offensive rebound by C. Capela,99,99
4,1:51.0,,G. Green misses 3-pt jump shot from 23 ft,99,99
4,1:49.0,,Offensive rebound by P. Tucker,99,99
4,1:48.0,,E. Gordon makes 3-pt jump shot from 26 ft (assist by P. Tucker),99,102
4,1:28.0,D. White misses 2-pt layup from 4 ft (block by G. Green),,99,102
4,1:25.0,Offensive rebound by L. Aldridge,,99,102
4,1:25.0,L. Aldridge misses 2-pt layup at rim,,99,102
4,1:23.0,,Defensive rebound by E. Gordon,99,102
4,1:05.0,,J. Harden makes 3-pt jump shot from 26 ft,99,105
4,0:59.0,D. DeRozan misses 2-pt jump shot from 8 ft,,99,105
4,0:58.0,,Defensive rebound by P. Tucker,99,105
4,0:39.0,,Shooting foul by D. White (drawn by J. Harden),99,105
4,0:39.0,,J. Harden makes free throw 1 of 3,99,106
4,0:39.0,,J. Harden makes free throw 2 of 3,99,107
4,0:39.0,,J. Harden makes free throw 3 of 3,99,108
4,0:31.0,B. Forbes misses 2-pt layup from 4 ft,,99,108
4,0:31.0,,Defensive rebound by C. Capela,99,108
4,0:11.0,,J. Harden misses 3-pt jump shot from 26 ft,99,108
4,0:10.0,Defensive rebound by B. Forbes,,99,108
4,0:06.0,B. Forbes makes 2-pt layup from 1 ft,,101,108
