QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,HOUSTON_ACTION,SACRAMENTO_SCORE,HOUSTON_SCORE
4,4:08.0,Defensive rebound by Y. Ferrell,,101,123
4,4:05.0,S. Labissière makes 2-pt dunk from 2 ft (assist by F. Mason),,103,123
4,3:55.0,,Personal foul by F. Mason (drawn by J. Harden),103,123
4,3:55.0,,C. Paul enters the game for J. Ennis,103,123
4,3:46.0,,J. Harden makes 3-pt jump shot from 25 ft,103,126
4,3:33.0,F. Mason misses 3-pt jump shot from 27 ft,,103,126
4,3:30.0,,Defensive rebound by C. Capela,103,126
4,3:30.0,,M. Chriss enters the game for C. Capela,103,126
4,3:06.0,,Turnover by J. Harden (lost ball; steal by T. Williams),103,126
4,3:02.0,F. Mason misses 3-pt jump shot from 23 ft,,103,126
4,2:56.0,Offensive rebound by H. Giles,,103,126
4,2:56.0,H. Giles makes 2-pt layup from 1 ft,,105,126
4,2:36.0,,M. Chriss misses 3-pt jump shot from 26 ft,105,126
4,2:34.0,Defensive rebound by Y. Ferrell,,105,126
4,2:23.0,S. Labissière misses 2-pt jump shot from 17 ft,,105,126
4,2:21.0,,Defensive rebound by E. Gordon,105,126
4,2:02.0,,Turnover by C. Paul (bad pass; steal by H. Giles),105,126
4,1:59.0,Personal foul by C. Paul (drawn by F. Mason),,105,126
4,1:59.0,,M. Carter-Williams enters the game for E. Gordon,105,126
4,1:59.0,,G. Green enters the game for J. Harden,105,126
4,1:59.0,,I. Hartenstein enters the game for C. Paul,105,126
4,1:52.0,H. Giles makes 2-pt jump shot from 17 ft (assist by F. Mason),,107,126
4,1:45.0,,Offensive foul by M. Chriss (drawn by T. Williams),107,126
4,1:45.0,,Turnover by M. Chriss (offensive foul),107,126
4,1:31.0,S. Labissière misses 2-pt hook shot from 5 ft,,107,126
4,1:29.0,,Defensive rebound by I. Hartenstein,107,126
4,1:20.0,,G. Green makes 3-pt jump shot from 25 ft (assist by I. Hartenstein),107,129
4,1:15.0,Shooting foul by M. Carter-Williams (drawn by Y. Ferrell),,107,129
4,1:15.0,Y. Ferrell makes free throw 1 of 2,,108,129
4,1:15.0,Y. Ferrell makes free throw 2 of 2,,109,129
4,1:07.0,,G. Green misses 3-pt jump shot from 25 ft,109,129
4,1:04.0,Defensive rebound by S. Labissière,,109,129
4,1:02.0,Turnover by S. Labissière (bad pass; steal by I. Hartenstein),,109,129
4,1:01.0,,Turnover by I. Hartenstein (bad pass),109,129
4,0:50.0,Y. Ferrell makes 3-pt jump shot from 26 ft (assist by H. Giles),,112,129
4,0:45.0,,Shooting foul by S. Labissière (drawn by I. Hartenstein),112,129
4,0:45.0,,I. Hartenstein makes free throw 1 of 2,112,130
4,0:45.0,,I. Hartenstein misses free throw 2 of 2,112,130
4,0:44.0,,Offensive rebound by Team,112,130
4,0:39.0,,Turnover by G. Green (bad pass; steal by S. Labissière),112,130
4,0:34.0,Turnover by F. Mason (lost ball; steal by M. Carter-Williams),,112,130
4,0:29.0,,M. Chriss makes 2-pt dunk from 2 ft (assist by M. Carter-Williams),112,132
4,0:19.0,F. Mason misses 2-pt layup from 7 ft (block by M. Chriss),,112,132
4,0:19.0,,Defensive rebound by Team,112,132
