QUARTER,TIME_REMAINING,INDIANA_ACTION,ATLANTA_ACTION,INDIANA_SCORE,ATLANTA_SCORE
4,3:37.0,T. Evans makes 3-pt jump shot from 25 ft,,119,108
4,3:21.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),119,110
4,3:03.0,V. Oladipo misses 3-pt jump shot from 25 ft,,119,110
4,3:02.0,,Defensive rebound by Team,119,110
4,3:02.0,,Atlanta full timeout,119,110
4,2:41.0,,K. Bazemore misses 3-pt jump shot from 24 ft,119,110
4,2:39.0,Defensive rebound by Team,,119,110
4,2:39.0,,Loose ball foul by D. Bembry (drawn by D. Sabonis),119,110
4,2:39.0,D. Sabonis makes free throw 1 of 2,,120,110
4,2:39.0,T. Young enters the game for T. Evans,,120,110
4,2:39.0,D. Sabonis misses free throw 2 of 2,,120,110
4,2:36.0,,Defensive rebound by D. Dedmon,120,110
4,2:26.0,,D. Dedmon makes 3-pt jump shot from 24 ft (assist by K. Bazemore),120,113
4,2:07.0,Turnover by D. Sabonis (bad pass),,120,113
4,2:01.0,,K. Bazemore makes 2-pt layup from 1 ft (assist by D. Dedmon),120,115
4,1:48.0,V. Oladipo misses 2-pt jump shot from 12 ft,,120,115
4,1:46.0,Offensive rebound by T. Young,,120,115
4,1:46.0,T. Young makes 2-pt layup from 1 ft,,122,115
4,1:30.0,,Shooting foul by C. Joseph (drawn by T. Young),122,115
4,1:30.0,,T. Young makes free throw 1 of 2,122,116
4,1:30.0,D. Collison enters the game for C. Joseph,,122,116
4,1:30.0,,T. Young makes free throw 2 of 2,122,117
4,1:12.0,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),,124,117
4,1:01.0,,K. Bazemore misses 2-pt layup from 2 ft,124,117
4,1:00.0,,Offensive rebound by J. Collins,124,117
4,1:00.0,,J. Collins misses 2-pt layup at rim,124,117
4,1:00.0,Defensive rebound by V. Oladipo,,124,117
4,1:00.0,Personal foul by K. Bazemore (drawn by B. Bogdanović),,124,117
4,1:00.0,,Technical foul by K. Bazemore,124,117
4,1:00.0,B. Bogdanović misses technical free throw,,124,117
4,1:00.0,Offensive rebound by Team,,124,117
4,1:00.0,B. Bogdanović makes free throw 1 of 2,,125,117
4,1:00.0,M. Turner enters the game for D. Sabonis,,125,117
4,1:00.0,B. Bogdanović makes free throw 2 of 2,,126,117
4,0:54.0,,Shooting foul by D. Collison (drawn by T. Young),126,117
4,0:54.0,,T. Young makes free throw 1 of 2,126,118
4,0:54.0,D. Sabonis enters the game for M. Turner,,126,118
4,0:54.0,,J. Anderson enters the game for J. Collins,126,118
4,0:54.0,,T. Young misses free throw 2 of 2,126,118
4,0:52.0,Defensive rebound by D. Sabonis,,126,118
4,0:38.0,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),,128,118
4,0:38.0,,Atlanta full timeout,128,118
4,0:38.0,C. Joseph enters the game for D. Collison,,128,118
4,0:38.0,M. Turner enters the game for D. Sabonis,,128,118
4,0:38.0,,V. Carter enters the game for J. Anderson,128,118
4,0:38.0,,Turnover by K. Bazemore (bad pass),128,118
4,0:38.0,D. Collison enters the game for C. Joseph,,128,118
4,0:28.0,Turnover by V. Oladipo (bad pass; steal by K. Bazemore),,128,118
4,0:23.0,,Turnover by T. Young (bad pass; steal by B. Bogdanović),128,118
4,0:17.0,Turnover by M. Turner (bad pass; steal by V. Carter),,128,118
4,0:13.0,,K. Bazemore misses 3-pt jump shot from 26 ft,128,118
4,0:11.0,,Offensive rebound by V. Carter,128,118
4,0:10.0,,K. Bazemore makes 3-pt jump shot from 25 ft (assist by V. Carter),128,121
4,0:08.0,Personal take foul by T. Young (drawn by D. Collison),,128,121
4,0:08.0,D. Collison misses free throw 1 of 2,,128,121
4,0:08.0,Offensive rebound by Team,,128,121
4,0:08.0,D. Collison makes free throw 2 of 2,,129,121
4,0:08.0,,Atlanta full timeout,129,121
4,0:08.0,C. Joseph enters the game for D. Collison,,129,121
4,0:07.0,,K. Bazemore misses 3-pt jump shot from 29 ft,129,121
4,0:04.0,Defensive rebound by B. Bogdanović,,129,121
