QUARTER,TIME_REMAINING,ORLANDO_ACTION,BOSTON_ACTION,ORLANDO_SCORE,BOSTON_SCORE
4,0:53.0,J. Isaac makes 2-pt jump shot from 18 ft (assist by D. Augustin),,91,86
4,0:52.0,,Boston full timeout,91,86
4,0:46.0,,A. Horford makes 2-pt layup from 1 ft,91,88
4,0:25.0,N. Vučević misses 2-pt jump shot from 15 ft,,91,88
4,0:22.0,,Defensive rebound by J. Tatum,91,88
4,0:14.0,,K. Irving makes 2-pt jump shot from 10 ft (assist by A. Horford),91,90
4,0:14.0,Orlando full timeout,,91,90
4,0:14.0,,M. Smart enters the game for K. Irving,91,90
4,0:07.0,Personal take foul by M. Smart (drawn by E. Fournier),,91,90
4,0:07.0,J. Simmons enters the game for D. Augustin,,91,90
4,0:07.0,,D. Theis enters the game for J. Tatum,91,90
4,0:07.0,E. Fournier makes free throw 1 of 2,,92,90
4,0:07.0,E. Fournier makes free throw 2 of 2,,93,90
4,0:07.0,,Boston full timeout,93,90
4,0:07.0,J. Grant enters the game for N. Vučević,,93,90
4,0:07.0,,K. Irving enters the game for J. Brown,93,90
4,0:07.0,,J. Tatum enters the game for D. Theis,93,90
4,0:05.0,,K. Irving misses 3-pt jump shot from 24 ft,93,90
4,0:03.0,,Offensive rebound by A. Horford,93,90
4,0:01.0,,G. Hayward misses 3-pt jump shot from 26 ft,93,90
4,0:00.0,Defensive rebound by J. Isaac,,93,90
