QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
4,3:44.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),,100,103
4,3:26.0,,Offensive foul by L. Nance (drawn by R. Hollis-Jefferson),100,103
4,3:26.0,,Turnover by L. Nance (offensive foul),100,103
4,3:26.0,C. LeVert enters the game for D. Russell,,100,103
4,3:19.0,J. Harris makes 2-pt layup from 2 ft (assist by C. LeVert),,102,103
4,3:19.0,Shooting foul by M. Chriss (drawn by J. Harris),,102,103
4,3:19.0,J. Harris makes free throw 1 of 1,,103,103
4,2:56.0,,M. Chriss makes 2-pt dunk from 1 ft (assist by J. Clarkson),103,105
4,2:39.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),,105,105
4,2:19.0,,J. Clarkson misses 2-pt jump shot from 11 ft,105,105
4,2:17.0,Defensive rebound by C. LeVert,,105,105
4,2:02.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,105,105
4,2:00.0,Offensive rebound by R. Hollis-Jefferson,,105,105
4,1:54.0,C. LeVert misses 2-pt jump shot from 7 ft,,105,105
4,1:51.0,Offensive rebound by J. Allen,,105,105
4,1:49.0,J. Allen misses 2-pt hook shot from 8 ft,,105,105
4,1:46.0,,Defensive rebound by C. Sexton,105,105
4,1:39.0,,C. Sexton misses 2-pt jump shot from 5 ft (block by C. LeVert),105,105
4,1:37.0,,Offensive rebound by C. Sexton,105,105
4,1:37.0,,C. Sexton makes 2-pt layup from 1 ft,105,107
4,1:33.0,Brooklyn full timeout,,105,107
4,1:33.0,D. Russell enters the game for R. Hollis-Jefferson,,105,107
4,1:25.0,Shooting foul by M. Chriss (drawn by J. Harris),,105,107
4,1:25.0,J. Harris makes free throw 1 of 2,,106,107
4,1:25.0,J. Harris makes free throw 2 of 2,,107,107
4,1:12.0,,M. Chriss makes 2-pt jump shot from 8 ft (assist by C. Sexton),107,109
4,1:01.0,D. Russell makes 2-pt layup from 2 ft,,109,109
4,0:41.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,109,109
4,0:39.0,,Offensive rebound by L. Nance,109,109
4,0:35.0,,L. Nance misses 2-pt hook shot from 1 ft,109,109
4,0:34.0,,Offensive rebound by J. Clarkson,109,109
4,0:34.0,,Cleveland full timeout,109,109
4,0:34.0,R. Hollis-Jefferson enters the game for D. Russell,,109,109
4,0:25.0,,J. Clarkson misses 2-pt jump shot from 16 ft,109,109
4,0:22.0,Defensive rebound by C. LeVert,,109,109
4,0:01.0,C. LeVert misses 3-pt jump shot from 25 ft,,109,109
4,0:01.0,Offensive rebound by D. Carroll,,109,109
4,0:00.0,D. Carroll misses 2-pt jump shot from 10 ft,,109,109
4,0:00.0,Offensive rebound by Team,,109,109
1OT,4:46.0,,L. Nance misses 2-pt hook shot from 4 ft,109,109
1OT,4:43.0,Defensive rebound by D. Russell,,109,109
1OT,4:31.0,D. Russell misses 2-pt jump shot from 12 ft,,109,109
1OT,4:28.0,,Defensive rebound by L. Nance,109,109
1OT,4:22.0,,C. Sexton misses 2-pt jump shot from 16 ft,109,109
1OT,4:19.0,Defensive rebound by D. Carroll,,109,109
1OT,4:12.0,Personal foul by L. Nance (drawn by J. Allen),,109,109
1OT,4:08.0,Offensive foul by C. LeVert (drawn by M. Chriss),,109,109
1OT,4:08.0,Turnover by C. LeVert (offensive foul),,109,109
1OT,3:51.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,109,109
1OT,3:49.0,Defensive rebound by D. Russell,,109,109
1OT,3:48.0,C. LeVert misses 2-pt layup from 2 ft (block by J. Clarkson),,109,109
1OT,3:48.0,Offensive rebound by Team,,109,109
1OT,3:34.0,C. LeVert misses 2-pt jump shot from 10 ft,,109,109
1OT,3:34.0,Offensive rebound by Team,,109,109
1OT,3:34.0,,Loose ball foul by M. Chriss (drawn by J. Allen),109,109
1OT,3:26.0,Turnover by D. Russell (bad pass; steal by M. Chriss),,109,109
1OT,3:11.0,,Turnover by M. Chriss (traveling),109,109
1OT,2:57.0,C. LeVert misses 2-pt jump shot from 14 ft,,109,109
1OT,2:55.0,Offensive rebound by J. Allen,,109,109
1OT,2:55.0,Turnover by J. Allen (bad pass),,109,109
1OT,2:42.0,,J. Clarkson makes 3-pt jump shot from 25 ft,109,112
1OT,2:26.0,D. Russell makes 3-pt jump shot from 29 ft,,112,112
1OT,2:09.0,,J. Clarkson misses 3-pt jump shot from 25 ft,112,112
1OT,2:08.0,Defensive rebound by Team,,112,112
1OT,2:08.0,,Loose ball foul by L. Nance (drawn by D. Carroll),112,112
1OT,2:08.0,A. Crabbe enters the game for C. LeVert,,112,112
1OT,2:08.0,,D. Nwaba enters the game for L. Nance,112,112
1OT,1:58.0,D. Russell makes 2-pt jump shot from 19 ft (assist by J. Allen),,114,112
1OT,1:45.0,,Shooting foul by J. Allen (drawn by M. Chriss),114,112
1OT,1:45.0,,M. Chriss makes free throw 1 of 2,114,113
1OT,1:45.0,,M. Chriss makes free throw 2 of 2,114,114
1OT,1:30.0,D. Russell misses 3-pt jump shot from 26 ft,,114,114
1OT,1:27.0,,Defensive rebound by M. Dellavedova,114,114
1OT,1:11.0,,M. Chriss makes 2-pt hook shot from 9 ft (assist by M. Dellavedova),114,116
1OT,1:11.0,Brooklyn full timeout,,114,116
1OT,1:04.0,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),,116,116
1OT,1:04.0,,Violation by Team (def goaltending),116,116
1OT,0:46.0,,J. Clarkson misses 3-pt jump shot from 27 ft,116,116
1OT,0:43.0,Defensive rebound by D. Carroll,,116,116
1OT,0:30.0,D. Carroll misses 2-pt layup from 3 ft,,116,116
1OT,0:26.0,Offensive rebound by J. Allen,,116,116
1OT,0:26.0,J. Allen misses 2-pt layup from 2 ft,,116,116
1OT,0:26.0,Offensive rebound by Team,,116,116
1OT,0:22.0,J. Harris misses 2-pt jump shot from 6 ft,,116,116
1OT,0:22.0,Offensive rebound by Team,,116,116
1OT,0:16.0,Personal foul by D. Nwaba (drawn by D. Russell),,116,116
1OT,0:16.0,D. Russell makes free throw 1 of 2,,117,116
1OT,0:16.0,R. Hollis-Jefferson enters the game for A. Crabbe,,117,116
1OT,0:16.0,,A. Žižić enters the game for C. Sexton,117,116
1OT,0:16.0,D. Russell makes free throw 2 of 2,,118,116
1OT,0:16.0,,Cleveland full timeout,118,116
1OT,0:16.0,A. Crabbe enters the game for D. Russell,,118,116
1OT,0:16.0,,C. Sexton enters the game for A. Žižić,118,116
1OT,0:10.0,,M. Chriss misses 2-pt layup from 2 ft (block by J. Allen),118,116
1OT,0:06.0,,Offensive rebound by M. Chriss,118,116
1OT,0:06.0,,M. Chriss misses 2-pt layup from 1 ft (block by J. Allen),118,116
1OT,0:02.0,,Offensive rebound by C. Sexton,118,116
1OT,0:02.0,,C. Sexton makes 2-pt layup from 2 ft,118,118
1OT,0:02.0,Brooklyn full timeout,,118,118
1OT,0:02.0,D. Russell enters the game for R. Hollis-Jefferson,,118,118
1OT,0:01.0,J. Allen misses 2-pt jump shot from 18 ft,,118,118
1OT,0:00.0,,Defensive rebound by D. Nwaba,118,118
2OT,4:40.0,,M. Chriss misses 2-pt jump shot from 1 ft,118,118
2OT,4:38.0,Defensive rebound by D. Carroll,,118,118
2OT,4:34.0,A. Crabbe makes 2-pt layup from 2 ft (assist by D. Carroll),,120,118
2OT,4:21.0,,C. Sexton misses 2-pt jump shot from 13 ft,120,118
2OT,4:19.0,Defensive rebound by A. Crabbe,,120,118
2OT,4:07.0,A. Crabbe misses 3-pt jump shot from 27 ft,,120,118
2OT,4:03.0,,Defensive rebound by J. Clarkson,120,118
2OT,3:48.0,,Personal foul by J. Harris (drawn by C. Sexton),120,118
2OT,3:34.0,,J. Clarkson misses 3-pt jump shot from 27 ft,120,118
2OT,3:30.0,,Offensive rebound by M. Chriss,120,118
2OT,3:18.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,120,118
2OT,3:16.0,Defensive rebound by D. Russell,,120,118
2OT,3:14.0,D. Carroll misses 2-pt layup from 2 ft (block by D. Nwaba),,120,118
2OT,3:12.0,Offensive rebound by D. Russell,,120,118
2OT,3:10.0,Shooting foul by D. Nwaba (drawn by D. Russell),,120,118
2OT,3:10.0,D. Russell misses free throw 1 of 2,,120,118
2OT,3:10.0,Offensive rebound by Team,,120,118
2OT,3:10.0,D. Russell makes free throw 2 of 2,,121,118
2OT,2:46.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),121,121
2OT,2:35.0,D. Russell misses 3-pt jump shot from 27 ft,,121,121
2OT,2:31.0,,Defensive rebound by J. Clarkson,121,121
2OT,2:19.0,,M. Chriss makes 3-pt jump shot from 24 ft (assist by J. Clarkson),121,124
2OT,2:07.0,Personal foul by M. Chriss (drawn by J. Harris),,121,124
2OT,2:07.0,,A. Žižić enters the game for M. Chriss,121,124
2OT,1:59.0,D. Russell misses 3-pt jump shot from 28 ft,,121,124
2OT,1:57.0,Offensive rebound by Team,,121,124
2OT,1:44.0,J. Allen misses 2-pt jump shot from 13 ft,,121,124
2OT,1:40.0,,Defensive rebound by M. Dellavedova,121,124
2OT,1:35.0,,Turnover by C. Sexton (bad pass; steal by J. Allen),121,124
2OT,1:18.0,Shooting foul by A. Žižić (drawn by D. Russell),,121,124
2OT,1:18.0,D. Russell makes free throw 1 of 2,,122,124
2OT,1:18.0,D. Russell makes free throw 2 of 2,,123,124
2OT,1:03.0,,C. Sexton misses 2-pt jump shot from 8 ft (block by A. Crabbe),123,124
2OT,1:03.0,Defensive rebound by J. Allen,,123,124
2OT,0:49.0,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),,125,124
2OT,0:49.0,,Cleveland full timeout,125,124
2OT,0:49.0,R. Hollis-Jefferson enters the game for D. Russell,,125,124
2OT,0:39.0,,J. Clarkson makes 2-pt jump shot from 16 ft,125,126
2OT,0:39.0,Brooklyn full timeout,,125,126
2OT,0:39.0,D. Russell enters the game for R. Hollis-Jefferson,,125,126
2OT,0:33.0,J. Allen misses 2-pt jump shot from 8 ft (block by M. Dellavedova),,125,126
2OT,0:30.0,,Defensive rebound by D. Nwaba,125,126
2OT,0:09.0,,J. Clarkson misses 2-pt jump shot from 19 ft,125,126
2OT,0:07.0,,Offensive rebound by D. Nwaba,125,126
2OT,0:04.0,,Personal foul by D. Russell (drawn by M. Dellavedova),125,126
2OT,0:04.0,R. Hollis-Jefferson enters the game for D. Russell,,125,126
2OT,0:03.0,,Personal foul by R. Hollis-Jefferson (drawn by J. Clarkson),125,126
2OT,0:03.0,,J. Clarkson makes free throw 1 of 2,125,127
2OT,0:03.0,E. Davis enters the game for A. Crabbe,,125,127
2OT,0:03.0,,J. Clarkson makes free throw 2 of 2,125,128
2OT,0:03.0,Brooklyn full timeout,,125,128
2OT,0:03.0,A. Crabbe enters the game for E. Davis,,125,128
2OT,0:03.0,D. Russell enters the game for R. Hollis-Jefferson,,125,128
2OT,0:03.0,,N. Stauskas enters the game for A. Žižić,125,128
2OT,0:00.0,D. Carroll makes 3-pt jump shot from 26 ft,,128,128
3OT,4:52.0,D. Russell makes 2-pt jump shot from 16 ft,,130,128
3OT,4:25.0,,J. Clarkson makes 3-pt jump shot from 26 ft,130,131
3OT,4:14.0,D. Russell makes 2-pt jump shot from 16 ft,,132,131
3OT,3:58.0,,C. Sexton misses 2-pt jump shot from 6 ft (block by J. Allen),132,131
3OT,3:54.0,Defensive rebound by D. Russell,,132,131
3OT,3:53.0,Personal foul by D. Nwaba (drawn by J. Allen),,132,131
3OT,3:53.0,,N. Stauskas enters the game for D. Nwaba,132,131
3OT,3:48.0,J. Allen misses 2-pt hook shot from 12 ft,,132,131
3OT,3:45.0,,Defensive rebound by A. Žižić,132,131
3OT,3:35.0,,Personal foul by J. Harris (drawn by M. Dellavedova),132,131
3OT,3:19.0,,N. Stauskas misses 3-pt jump shot from 26 ft,132,131
3OT,3:16.0,Defensive rebound by A. Crabbe,,132,131
3OT,3:10.0,D. Russell makes 3-pt jump shot from 27 ft,,135,131
3OT,2:51.0,,J. Clarkson misses 3-pt jump shot from 25 ft,135,131
3OT,2:48.0,Defensive rebound by J. Allen,,135,131
3OT,2:42.0,D. Russell makes 2-pt jump shot from 16 ft,,137,131
3OT,2:41.0,,Cleveland full timeout,137,131
3OT,2:21.0,,Turnover by J. Clarkson (out of bounds lost ball),137,131
3OT,2:11.0,D. Russell makes 2-pt jump shot from 13 ft,,139,131
3OT,1:52.0,,A. Žižić misses 2-pt layup from 4 ft (block by D. Carroll),139,131
3OT,1:52.0,,Offensive rebound by Team,139,131
3OT,1:42.0,,J. Clarkson makes 3-pt jump shot from 29 ft (assist by M. Dellavedova),139,134
3OT,1:23.0,Personal foul by A. Žižić (drawn by D. Russell),,139,134
3OT,1:16.0,Personal foul by N. Stauskas (drawn by A. Crabbe),,139,134
3OT,1:16.0,A. Crabbe makes free throw 1 of 2,,140,134
3OT,1:16.0,R. Hollis-Jefferson enters the game for D. Russell,,140,134
3OT,1:16.0,A. Crabbe makes free throw 2 of 2,,141,134
3OT,1:05.0,,J. Clarkson makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),141,137
3OT,1:05.0,Brooklyn full timeout,,141,137
3OT,1:05.0,D. Russell enters the game for R. Hollis-Jefferson,,141,137
3OT,0:43.0,D. Russell makes 3-pt jump shot from 26 ft,,144,137
3OT,0:38.0,,J. Clarkson makes 2-pt dunk from 1 ft (assist by M. Dellavedova),144,139
3OT,0:32.0,Brooklyn full timeout,,144,139
3OT,0:32.0,S. Napier enters the game for J. Allen,,144,139
3OT,0:23.0,Personal foul by M. Dellavedova (drawn by D. Carroll),,144,139
3OT,0:23.0,D. Carroll makes free throw 1 of 2,,145,139
3OT,0:23.0,J. Allen enters the game for S. Napier,,145,139
3OT,0:23.0,R. Hollis-Jefferson enters the game for D. Russell,,145,139
3OT,0:23.0,D. Carroll makes free throw 2 of 2,,146,139
3OT,0:15.0,,J. Clarkson misses 3-pt jump shot from 23 ft,146,139
3OT,0:13.0,Defensive rebound by A. Crabbe,,146,139
3OT,0:10.0,Personal foul by A. Žižić (drawn by D. Carroll),,146,139
3OT,0:10.0,,D. Adel enters the game for A. Žižić,146,139
3OT,0:10.0,D. Carroll makes free throw 1 of 2,,147,139
3OT,0:10.0,D. Carroll makes free throw 2 of 2,,148,139
3OT,0:00.0,,C. Sexton misses 3-pt jump shot from 26 ft,148,139
3OT,0:00.0,,Offensive rebound by Team,148,139
