QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,SAN ANTONIO_ACTION,NEW ORLEANS_SCORE,SAN ANTONIO_SCORE
4,1:30.0,F. Jackson makes free throw 1 of 2,,99,109
4,1:30.0,F. Jackson makes free throw 2 of 2,,100,109
4,1:13.0,,C. Metu misses 2-pt hook shot from 7 ft,100,109
4,1:10.0,,Offensive rebound by J. Poeltl,100,109
4,1:10.0,,J. Poeltl makes 2-pt layup at rim,100,111
4,1:08.0,I. Clark makes 3-pt jump shot from 26 ft (assist by T. Frazier),,103,111
4,0:52.0,,C. Metu misses 2-pt jump shot from 3 ft,103,111
4,0:52.0,Defensive rebound by Team,,103,111
4,0:45.0,I. Clark makes 3-pt jump shot from 26 ft (assist by T. Frazier),,106,111
4,0:38.0,,Turnover by P. Mills (bad pass; steal by T. Frazier),106,111
4,0:38.0,F. Jackson makes 2-pt layup from 1 ft (assist by K. Williams),,108,111
4,0:38.0,,San Antonio full timeout,108,111
4,0:38.0,,L. Aldridge enters the game for B. Forbes,108,111
4,0:38.0,,M. Belinelli enters the game for C. Metu,108,111
4,0:38.0,,D. DeRozan enters the game for J. Poeltl,108,111
4,0:38.0,,R. Gay enters the game for Q. Pondexter,108,111
4,0:19.0,,D. DeRozan misses 2-pt jump shot from 10 ft,108,111
4,0:17.0,Defensive rebound by K. Williams,,108,111
4,0:10.0,New Orleans full timeout,,108,111
4,0:10.0,,D. Bertāns enters the game for M. Belinelli,108,111
4,0:04.0,T. Frazier misses 3-pt jump shot from 26 ft,,108,111
4,0:04.0,,Defensive rebound by L. Aldridge,108,111
4,0:04.0,,Personal take foul by K. Williams (drawn by L. Aldridge),108,111
4,0:04.0,,San Antonio full timeout,108,111
4,0:04.0,,M. Belinelli enters the game for D. Bertāns,108,111
4,0:02.0,,Personal take foul by I. Clark (drawn by D. DeRozan),108,111
4,0:02.0,,D. DeRozan makes free throw 1 of 2,108,112
4,0:02.0,,D. Bertāns enters the game for L. Aldridge,108,112
4,0:02.0,,D. DeRozan makes free throw 2 of 2,108,113
4,0:00.0,F. Jackson misses 3-pt jump shot from 26 ft,,108,113
4,0:00.0,Offensive rebound by Team,,108,113
