QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
4,0:20.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by R. Jackson),,117,122
4,0:15.0,,Personal take foul by L. Galloway (drawn by C. Osman),117,122
4,0:15.0,,C. Osman makes free throw 1 of 2,117,123
4,0:15.0,,C. Osman makes free throw 2 of 2,117,124
4,0:07.0,R. Jackson misses 3-pt jump shot from 29 ft,,117,124
4,0:05.0,T. Maker makes 2-pt dunk from 1 ft,,119,124
4,0:05.0,Offensive rebound by T. Maker,,119,124
4,0:04.0,,Personal take foul by L. Galloway (drawn by N. Stauskas),119,124
4,0:04.0,,N. Stauskas makes free throw 1 of 2,119,125
4,0:04.0,,N. Stauskas makes free throw 2 of 2,119,126
