QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
4,2:47.0,Defensive rebound by S. Curry,,97,103
4,2:32.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Curry),,100,103
4,2:09.0,,K. Lowry misses 3-pt jump shot from 26 ft,100,103
4,2:06.0,Defensive rebound by S. Curry,,100,103
4,1:59.0,Turnover by D. Cousins (off goaltending),,100,103
4,1:59.0,A. Iguodala enters the game for Q. Cook,,100,103
4,1:59.0,,D. Green enters the game for N. Powell,100,103
4,1:34.0,,Turnover by K. Lowry (back court),100,103
4,1:22.0,S. Curry makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,103,103
4,1:10.0,,K. Leonard misses 3-pt jump shot from 25 ft,103,103
4,1:10.0,Defensive rebound by S. Curry,,103,103
4,0:57.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,106,103
4,0:56.0,,Toronto full timeout,106,103
4,0:47.0,,M. Gasol misses 2-pt layup from 3 ft,106,103
4,0:45.0,Defensive rebound by D. Cousins,,106,103
4,0:37.0,Turnover by D. Green (back court),,106,103
4,0:29.0,,K. Lowry makes 2-pt layup from 1 ft,106,105
4,0:29.0,Violation by Team (def goaltending),,106,105
4,0:15.0,Offensive foul by D. Cousins (drawn by F. VanVleet),,106,105
4,0:15.0,Turnover by D. Cousins (offensive foul),,106,105
4,0:15.0,S. Livingston enters the game for D. Cousins,,106,105
4,0:01.0,,K. Lowry misses 3-pt jump shot from 22 ft (block by D. Green),106,105
4,0:00.0,Defensive rebound by Team,,106,105
