QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
4,5:14.0,Offensive rebound by M. Bagley,,87,83
4,5:14.0,M. Bagley makes 2-pt layup at rim,,89,83
4,5:08.0,,Personal foul by H. Giles (drawn by M. Gasol),89,83
4,5:03.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Conley),89,85
4,4:42.0,J. Jackson misses 2-pt jump shot from 18 ft,,89,85
4,4:40.0,,Defensive rebound by O. Casspi,89,85
4,4:31.0,,Offensive foul by M. Gasol (drawn by D. Fox),89,85
4,4:31.0,,Turnover by M. Gasol (offensive foul),89,85
4,4:31.0,N. Bjelica enters the game for M. Bagley,,89,85
4,4:31.0,B. Hield enters the game for J. Jackson,,89,85
4,4:19.0,B. Hield misses 3-pt jump shot from 25 ft,,89,85
4,4:15.0,,Defensive rebound by J. Jackson,89,85
4,4:04.0,,J. Jackson misses 2-pt layup at rim,89,85
4,4:02.0,,Offensive rebound by J. Jackson,89,85
4,4:02.0,,Shooting foul by N. Bjelica (drawn by J. Jackson),89,85
4,4:02.0,,J. Jackson misses free throw 1 of 2,89,85
4,4:02.0,,Offensive rebound by Team,89,85
4,4:02.0,,S. Mack enters the game for O. Casspi,89,85
4,4:02.0,,J. Jackson makes free throw 2 of 2,89,86
4,3:46.0,D. Fox misses 2-pt jump shot from 13 ft,,89,86
4,3:45.0,,Defensive rebound by Team,89,86
4,3:45.0,Loose ball foul by H. Giles (drawn by M. Gasol),,89,86
4,3:45.0,,M. Gasol makes free throw 1 of 2,89,87
4,3:45.0,W. Cauley-Stein enters the game for H. Giles,,89,87
4,3:45.0,,M. Gasol makes free throw 2 of 2,89,88
4,3:37.0,D. Fox misses 2-pt layup from 2 ft,,89,88
4,3:37.0,,Defensive rebound by M. Gasol,89,88
4,3:26.0,,Turnover by S. Mack (bad pass; steal by N. Bjelica),89,88
4,3:10.0,I. Shumpert misses 3-pt jump shot from 25 ft,,89,88
4,3:06.0,Offensive rebound by W. Cauley-Stein,,89,88
4,3:02.0,Personal foul by J. Jackson (drawn by N. Bjelica),,89,88
4,2:51.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,91,88
4,2:32.0,,M. Conley makes 2-pt layup from 1 ft,91,90
4,2:17.0,Personal foul by M. Conley (drawn by D. Fox),,91,90
4,2:10.0,B. Hield makes 2-pt jump shot from 15 ft,,93,90
4,1:57.0,,Turnover by M. Gasol (lost ball; steal by D. Fox),93,90
4,1:40.0,D. Fox misses 2-pt jump shot from 19 ft,,93,90
4,1:37.0,Offensive rebound by B. Hield,,93,90
4,1:36.0,B. Hield misses 2-pt layup from 2 ft (block by J. Green),,93,90
4,1:36.0,Offensive rebound by N. Bjelica,,93,90
4,1:21.0,Turnover by D. Fox (bad pass; steal by S. Mack),,93,90
4,1:16.0,,Shooting foul by N. Bjelica (drawn by J. Jackson),93,90
4,1:16.0,M. Bagley enters the game for N. Bjelica,,93,90
4,1:16.0,,J. Jackson makes free throw 1 of 2,93,91
4,1:16.0,,J. Jackson makes free throw 2 of 2,93,92
4,1:02.0,Shooting foul by J. Green (drawn by I. Shumpert),,93,92
4,1:02.0,I. Shumpert makes free throw 1 of 2,,94,92
4,1:02.0,,O. Casspi enters the game for S. Mack,94,92
4,1:02.0,I. Shumpert misses free throw 2 of 2,,94,92
4,1:00.0,,Defensive rebound by M. Gasol,94,92
4,0:40.0,,Turnover by M. Conley (bad pass; steal by M. Bagley),94,92
4,0:39.0,Personal foul by J. Jackson (drawn by D. Fox),,94,92
4,0:39.0,D. Fox makes free throw 1 of 2,,95,92
4,0:39.0,,S. Mack enters the game for O. Casspi,95,92
4,0:39.0,D. Fox makes free throw 2 of 2,,96,92
4,0:32.0,,S. Mack makes 2-pt layup from 1 ft,96,94
4,0:11.0,D. Fox makes 2-pt jump shot from 19 ft,,98,94
4,0:11.0,,Memphis full timeout,98,94
4,0:06.0,,M. Conley makes 2-pt layup from 1 ft,98,96
4,0:04.0,Personal foul by S. Mack (drawn by B. Hield),,98,96
4,0:04.0,B. Hield misses free throw 1 of 2,,98,96
4,0:04.0,Offensive rebound by Team,,98,96
4,0:04.0,B. Hield makes free throw 2 of 2,,99,96
