QUARTER,TIME_REMAINING,DALLAS_ACTION,LA CLIPPERS_ACTION,DALLAS_SCORE,LA CLIPPERS_SCORE
4,5:28.0,,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,107,104
4,5:27.0,Defensive rebound by S. Mejri,,107,104
4,5:14.0,M. Kleber makes 2-pt jump shot from 4 ft (assist by S. Mejri),,109,104
4,4:56.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by T. Harris),109,107
4,4:30.0,D. Harris misses 2-pt layup from 1 ft (block by D. Gallinari),,109,107
4,4:28.0,Offensive rebound by D. Finney-Smith,,109,107
4,4:27.0,M. Kleber misses 3-pt jump shot from 25 ft,,109,107
4,4:26.0,Offensive rebound by Team,,109,107
4,4:26.0,Turnover by Team (shot clock),,109,107
4,4:26.0,L. Dončić enters the game for D. Harris,,109,107
4,4:26.0,D. Jordan enters the game for S. Mejri,,109,107
4,4:26.0,,L. Williams enters the game for S. Gilgeous-Alexander,109,107
4,4:17.0,,D. Gallinari makes 2-pt jump shot from 18 ft,109,109
4,4:17.0,Dallas full timeout,,109,109
4,4:17.0,H. Barnes enters the game for M. Kleber,,109,109
4,3:58.0,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),,111,109
4,3:40.0,,Shooting foul by D. Finney-Smith (drawn by D. Gallinari),111,109
4,3:40.0,,D. Gallinari makes free throw 1 of 2,111,110
4,3:40.0,,D. Gallinari makes free throw 2 of 2,111,111
4,3:26.0,L. Dončić misses 3-pt jump shot from 25 ft,,111,111
4,3:22.0,Offensive rebound by D. Jordan,,111,111
4,3:16.0,J. Barea misses 2-pt jump shot from 7 ft,,111,111
4,3:14.0,,Defensive rebound by M. Harrell,111,111
4,3:08.0,,Shooting foul by D. Finney-Smith (drawn by L. Williams),111,111
4,3:08.0,,L. Williams makes free throw 1 of 2,111,112
4,3:08.0,,L. Williams makes free throw 2 of 2,111,113
4,2:54.0,D. Jordan misses 2-pt hook shot from 3 ft,,111,113
4,2:52.0,,Defensive rebound by T. Harris,111,113
4,2:37.0,,M. Harrell misses 2-pt layup from 2 ft,111,113
4,2:37.0,,Offensive rebound by M. Harrell,111,113
4,2:37.0,,M. Harrell makes 2-pt dunk at rim,111,115
4,2:37.0,,Shooting foul by D. Jordan (drawn by M. Harrell),111,115
4,2:37.0,Dallas full timeout,,111,115
4,2:37.0,W. Matthews enters the game for D. Finney-Smith,,111,115
4,2:37.0,,M. Harrell misses free throw 1 of 1,111,115
4,2:33.0,Defensive rebound by D. Jordan,,111,115
4,2:24.0,H. Barnes misses 2-pt layup from 2 ft,,111,115
4,2:22.0,,Defensive rebound by T. Harris,111,115
4,2:12.0,,Turnover by M. Harrell (lost ball; steal by W. Matthews),111,115
4,2:02.0,Offensive rebound by Team,,111,115
4,2:02.0,J. Barea misses 2-pt hook shot from 3 ft,,111,115
4,1:53.0,L. Dončić misses 3-pt jump shot from 25 ft,,111,115
4,1:50.0,,Defensive rebound by Team,111,115
4,1:34.0,,L. Williams makes 2-pt jump shot from 12 ft,111,117
4,1:21.0,Offensive foul by H. Barnes (drawn by D. Gallinari),,111,117
4,1:21.0,Turnover by H. Barnes (offensive foul),,111,117
4,1:02.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by L. Williams),111,119
4,1:02.0,Dallas full timeout,,111,119
4,0:56.0,W. Matthews misses 3-pt jump shot from 24 ft,,111,119
4,0:54.0,Offensive rebound by J. Barea,,111,119
4,0:52.0,J. Barea misses 2-pt jump shot from 10 ft,,111,119
4,0:51.0,Offensive rebound by D. Jordan,,111,119
4,0:51.0,Personal foul by M. Harrell (drawn by D. Jordan),,111,119
4,0:51.0,D. Jordan makes free throw 1 of 2,,112,119
4,0:51.0,D. Jordan makes free throw 2 of 2,,113,119
4,0:28.0,,Turnover by D. Gallinari (bad pass; steal by L. Dončić),113,119
4,0:23.0,L. Dončić makes 2-pt layup from 2 ft,,115,119
4,0:19.0,,Personal take foul by W. Matthews (drawn by L. Williams),115,119
4,0:19.0,,L. Williams makes free throw 1 of 2,115,120
4,0:19.0,,L. Williams makes free throw 2 of 2,115,121
4,0:11.0,J. Barea makes 3-pt jump shot from 26 ft (assist by L. Dončić),,118,121
4,0:10.0,,Away from play foul by W. Matthews (drawn by L. Williams),118,121
4,0:10.0,,L. Williams misses free throw 1 of 1,118,121
4,0:10.0,,Offensive rebound by Team,118,121
4,0:09.0,,Personal take foul by H. Barnes (drawn by T. Harris),118,121
4,0:09.0,,T. Harris makes free throw 1 of 2,118,122
4,0:09.0,,P. Beverley enters the game for L. Williams,118,122
4,0:09.0,,T. Harris makes free throw 2 of 2,118,123
4,0:03.0,L. Dončić makes 3-pt jump shot from 26 ft,,121,123
4,0:02.0,,Personal take foul by H. Barnes (drawn by T. Harris),121,123
4,0:02.0,,T. Harris makes free throw 1 of 2,121,124
4,0:02.0,,T. Harris makes free throw 2 of 2,121,125
4,0:00.0,W. Matthews misses 3-pt jump shot from 25 ft,,121,125
4,0:00.0,Offensive rebound by Team,,121,125
