QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
4,6:17.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Wall),86,92
4,5:56.0,A. Trier makes 2-pt jump shot from 18 ft,,88,92
4,5:36.0,,Shooting foul by A. Trier (drawn by B. Beal),88,92
4,5:36.0,,B. Beal makes free throw 1 of 3,88,93
4,5:36.0,,B. Beal makes free throw 2 of 3,88,94
4,5:36.0,M. Robinson enters the game for E. Freedom,,88,94
4,5:36.0,,B. Beal misses free throw 3 of 3,88,94
4,5:34.0,Defensive rebound by T. Hardaway,,88,94
4,5:19.0,M. Robinson misses 2-pt layup from 3 ft (block by B. Beal),,88,94
4,5:16.0,,Defensive rebound by B. Beal,88,94
4,5:09.0,,Shooting foul by M. Robinson (drawn by J. Green),88,94
4,5:09.0,Technical foul by M. Robinson,,88,94
4,5:09.0,,B. Beal makes technical free throw,88,95
4,5:09.0,,J. Green makes free throw 1 of 2,88,96
4,5:09.0,,J. Green makes free throw 2 of 2,88,97
4,4:55.0,A. Trier misses 2-pt jump shot from 14 ft,,88,97
4,4:53.0,,Defensive rebound by B. Beal,88,97
4,4:45.0,,Shooting foul by D. Dotson (drawn by D. Howard),88,97
4,4:45.0,,D. Howard makes free throw 1 of 2,88,98
4,4:45.0,,D. Howard misses free throw 2 of 2,88,98
4,4:42.0,Defensive rebound by D. Dotson,,88,98
4,4:34.0,F. Ntilikina misses 3-pt jump shot from 26 ft,,88,98
4,4:30.0,,Defensive rebound by B. Beal,88,98
4,4:18.0,,Shooting foul by T. Hardaway (drawn by D. Howard),88,98
4,4:18.0,,D. Howard makes free throw 1 of 2,88,99
4,4:18.0,T. Burke enters the game for F. Ntilikina,,88,99
4,4:18.0,,D. Howard misses free throw 2 of 2,88,99
4,4:15.0,Defensive rebound by T. Hardaway,,88,99
4,4:06.0,T. Burke misses 2-pt jump shot from 8 ft,,88,99
4,4:04.0,,Defensive rebound by Team,88,99
4,3:57.0,,Shooting foul by T. Hardaway (drawn by B. Beal),88,99
4,3:57.0,,B. Beal makes free throw 1 of 2,88,100
4,3:57.0,M. Hezonja enters the game for T. Hardaway,,88,100
4,3:57.0,,B. Beal makes free throw 2 of 2,88,101
4,3:50.0,A. Trier misses 2-pt layup from 4 ft,,88,101
4,3:46.0,,Defensive rebound by J. Green,88,101
4,3:40.0,,Shooting foul by M. Robinson (drawn by J. Wall),88,101
4,3:40.0,,J. Wall makes free throw 1 of 2,88,102
4,3:40.0,,J. Wall misses free throw 2 of 2,88,102
4,3:38.0,Defensive rebound by M. Hezonja,,88,102
4,3:25.0,Personal foul by A. Rivers (drawn by A. Trier),,88,102
4,3:16.0,Shooting foul by J. Green (drawn by M. Robinson),,88,102
4,3:16.0,M. Robinson makes free throw 1 of 2,,89,102
4,3:16.0,M. Robinson makes free throw 2 of 2,,90,102
4,3:06.0,,J. Green makes 2-pt dunk from 2 ft (assist by J. Wall),90,104
4,2:52.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by T. Burke),,93,104
4,2:27.0,,J. Wall makes 2-pt jump shot from 20 ft,93,106
4,2:11.0,D. Dotson misses 3-pt jump shot from 23 ft,,93,106
4,2:10.0,Offensive rebound by Team,,93,106
4,2:10.0,,Washington full timeout,93,106
4,2:10.0,R. Baker enters the game for D. Dotson,,93,106
4,2:10.0,L. Kornet enters the game for M. Robinson,,93,106
4,2:10.0,E. Mudiay enters the game for A. Trier,,93,106
4,2:06.0,T. Burke misses 2-pt layup from 6 ft (block by J. Green),,93,106
4,2:03.0,,Defensive rebound by J. Wall,93,106
4,1:46.0,,B. Beal makes 2-pt jump shot from 11 ft,93,108
4,1:46.0,,T. Brown enters the game for B. Beal,93,108
4,1:46.0,,T. Bryant enters the game for J. Green,93,108
4,1:46.0,,J. McRae enters the game for D. Howard,93,108
4,1:46.0,,T. Satoranský enters the game for A. Rivers,93,108
4,1:46.0,,J. Smith enters the game for J. Wall,93,108
4,1:25.0,R. Baker misses 3-pt jump shot from 27 ft,,93,108
4,1:22.0,Offensive rebound by T. Burke,,93,108
4,1:15.0,Turnover by T. Burke (bad pass; steal by T. Satoranský),,93,108
4,1:05.0,,J. Smith misses 3-pt jump shot from 26 ft,93,108
4,1:00.0,Defensive rebound by M. Hezonja,,93,108
4,0:55.0,Turnover by M. Hezonja (bad pass),,93,108
4,0:44.0,,T. Brown misses 2-pt jump shot from 13 ft,93,108
4,0:41.0,Defensive rebound by M. Hezonja,,93,108
4,0:33.0,T. Burke makes 2-pt jump shot from 17 ft,,95,108
4,0:24.0,,Turnover by T. Bryant (traveling),95,108
4,0:17.0,L. Kornet misses 3-pt jump shot from 28 ft,,95,108
4,0:13.0,,Defensive rebound by T. Brown,95,108
