QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
4,4:45.0,,Utah full timeout,89,80
4,4:37.0,,D. Mitchell misses 3-pt jump shot from 25 ft,89,80
4,4:34.0,Defensive rebound by P. George,,89,80
4,4:24.0,Turnover by R. Westbrook (bad pass; steal by R. Gobert),,89,80
4,4:15.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by J. Ingles),89,83
4,3:53.0,D. Schröder misses 3-pt jump shot from 26 ft,,89,83
4,3:50.0,,Defensive rebound by R. Gobert,89,83
4,3:35.0,,D. Mitchell misses 2-pt layup from 3 ft,89,83
4,3:33.0,Defensive rebound by D. Schröder,,89,83
4,3:30.0,Personal foul by D. Mitchell (drawn by J. Grant),,89,83
4,3:30.0,J. Grant makes free throw 1 of 2,,90,83
4,3:30.0,,Utah full timeout,90,83
4,3:30.0,J. Grant makes free throw 2 of 2,,91,83
4,3:07.0,,D. Mitchell misses 2-pt jump shot from 8 ft,91,83
4,3:06.0,Defensive rebound by R. Westbrook,,91,83
4,2:51.0,R. Westbrook makes 3-pt jump shot from 33 ft (assist by P. George),,94,83
4,2:38.0,,Personal foul by D. Schröder (drawn by D. Mitchell),94,83
4,2:38.0,,D. Mitchell makes free throw 1 of 2,94,84
4,2:38.0,,D. Mitchell misses free throw 2 of 2,94,84
4,2:37.0,Defensive rebound by R. Westbrook,,94,84
4,2:26.0,R. Westbrook makes 2-pt layup from 2 ft,,96,84
4,2:00.0,,J. Crowder misses 3-pt jump shot from 22 ft,96,84
4,1:58.0,,Offensive rebound by J. Crowder,96,84
4,1:56.0,,J. Crowder misses 2-pt jump shot from 9 ft,96,84
4,1:52.0,,Offensive rebound by J. Ingles,96,84
4,1:46.0,,R. O'Neale misses 3-pt jump shot from 23 ft,96,84
4,1:42.0,Defensive rebound by J. Grant,,96,84
4,1:32.0,Personal foul by J. Crowder (drawn by P. George),,96,84
4,1:32.0,P. George makes free throw 1 of 2,,97,84
4,1:32.0,,G. Allen enters the game for J. Crowder,97,84
4,1:32.0,,D. Exum enters the game for R. Gobert,97,84
4,1:32.0,,G. Niang enters the game for J. Ingles,97,84
4,1:32.0,,E. Udoh enters the game for D. Mitchell,97,84
4,1:32.0,P. George makes free throw 2 of 2,,98,84
4,1:23.0,,D. Exum misses 2-pt layup from 2 ft,98,84
4,1:22.0,,Offensive rebound by E. Udoh,98,84
4,1:22.0,,E. Udoh makes 2-pt layup at rim,98,86
4,1:06.0,P. George misses 3-pt jump shot from 31 ft,,98,86
4,1:01.0,,Defensive rebound by G. Niang,98,86
4,0:56.0,,G. Niang misses 2-pt layup from 3 ft,98,86
4,0:54.0,Defensive rebound by R. Westbrook,,98,86
4,0:42.0,Turnover by S. Adams (offensive foul),,98,86
4,0:42.0,Offensive foul by S. Adams (drawn by G. Allen),,98,86
4,0:42.0,D. Burton enters the game for S. Adams,,98,86
4,0:42.0,D. Grantham enters the game for P. George,,98,86
4,0:42.0,A. Nader enters the game for J. Grant,,98,86
4,0:42.0,N. Noel enters the game for R. Westbrook,,98,86
4,0:21.0,,D. Exum misses 3-pt jump shot from 24 ft,98,86
4,0:19.0,,Offensive rebound by D. Exum,98,86
4,0:16.0,,G. Allen makes 3-pt jump shot from 24 ft (assist by D. Exum),98,89
