QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
4,6:09.0,K. Oubre makes 3-pt jump shot from 26 ft (assist by T. Johnson),,90,118
4,5:50.0,,L. Williams misses 2-pt jump shot from 23 ft,90,118
4,5:48.0,Defensive rebound by T. Johnson,,90,118
4,5:45.0,T. Johnson makes 3-pt jump shot from 25 ft,,93,118
4,5:25.0,,J. Green makes 3-pt jump shot from 27 ft (assist by L. Williams),93,121
4,5:08.0,D. Ayton makes 2-pt jump shot from 21 ft,,95,121
4,4:57.0,,L. Williams makes 2-pt layup from 1 ft,95,123
4,4:30.0,D. Ayton makes 2-pt jump shot from 10 ft (assist by T. Johnson),,97,123
4,4:19.0,,Personal foul by T. Daniels (drawn by J. Green),97,123
4,4:19.0,,J. Motley enters the game for M. Harrell,97,123
4,4:19.0,,J. Robinson enters the game for L. Williams,97,123
4,4:11.0,,J. Green misses 3-pt jump shot from 28 ft,97,123
4,4:07.0,Defensive rebound by T. Daniels,,97,123
4,4:00.0,T. Daniels makes 2-pt jump shot from 15 ft,,99,123
4,4:00.0,Shooting foul by G. Temple (drawn by T. Daniels),,99,123
4,4:00.0,T. Daniels misses free throw 1 of 1,,99,123
4,3:59.0,,Defensive rebound by J. Green,99,123
4,3:47.0,Violation by Team (kicked ball),,99,123
4,3:47.0,,S. Thornwell enters the game for J. Green,99,123
4,3:41.0,,T. Wallace misses 2-pt jump shot from 6 ft,99,123
4,3:39.0,,Offensive rebound by J. Motley,99,123
4,3:37.0,,Turnover by J. Motley (bad pass),99,123
4,3:20.0,T. Daniels makes 2-pt jump shot from 8 ft (assist by T. Johnson),,101,123
4,3:05.0,,S. Thornwell misses 2-pt jump shot from 14 ft,101,123
4,3:03.0,Defensive rebound by D. Ayton,,101,123
4,3:01.0,K. Oubre makes 2-pt layup from 2 ft,,103,123
4,3:01.0,Shooting foul by S. Thornwell (drawn by K. Oubre),,103,123
4,3:01.0,K. Oubre makes free throw 1 of 1,,104,123
4,2:47.0,,J. Robinson makes 2-pt jump shot from 21 ft (assist by J. Motley),104,125
4,2:36.0,T. Daniels misses 3-pt jump shot from 24 ft,,104,125
4,2:34.0,Offensive rebound by T. Johnson,,104,125
4,2:30.0,K. Oubre misses 3-pt jump shot from 29 ft,,104,125
4,2:29.0,,Defensive rebound by J. Robinson,104,125
4,2:17.0,,Turnover by S. Thornwell (bad pass),104,125
4,2:17.0,,LA Clippers full timeout,104,125
4,2:17.0,D. Bender enters the game for D. Ayton,,104,125
4,2:17.0,J. Evans enters the game for D. Booker,,104,125
4,2:17.0,R. Holmes enters the game for T. Johnson,,104,125
4,2:17.0,E. Okobo enters the game for K. Oubre,,104,125
4,2:02.0,T. Daniels makes 2-pt jump shot from 18 ft (assist by R. Holmes),,106,125
4,1:50.0,,G. Temple makes 2-pt layup from 2 ft (assist by T. Wallace),106,127
4,1:35.0,Shooting foul by T. Wallace (drawn by E. Okobo),,106,127
4,1:35.0,E. Okobo misses free throw 1 of 2,,106,127
4,1:35.0,Offensive rebound by Team,,106,127
4,1:35.0,E. Okobo makes free throw 2 of 2,,107,127
4,1:23.0,,J. Motley makes 2-pt dunk from 3 ft (assist by J. Robinson),107,129
4,1:13.0,E. Okobo misses 3-pt jump shot from 27 ft,,107,129
4,1:07.0,,Defensive rebound by J. Robinson,107,129
4,0:59.0,,G. Temple makes 3-pt jump shot from 29 ft (assist by J. Motley),107,132
4,0:49.0,T. Daniels misses 3-pt jump shot from 24 ft,,107,132
4,0:47.0,,Defensive rebound by T. Wallace,107,132
4,0:41.0,,T. Wallace misses 2-pt layup from 3 ft (block by R. Holmes),107,132
4,0:41.0,,Offensive rebound by Team,107,132
4,0:37.0,,J. Motley makes 2-pt layup from 4 ft (assist by T. Wallace),107,134
4,0:16.0,Turnover by J. Evans (bad pass; steal by J. Motley),,107,134
