QUARTER,TIME_REMAINING,UTAH_ACTION,LA CLIPPERS_ACTION,UTAH_SCORE,LA CLIPPERS_SCORE
4,8:51.0,,J. Green misses 3-pt jump shot from 26 ft,106,108
4,8:49.0,Defensive rebound by E. Udoh,,106,108
4,8:36.0,N. Mitrou-Long misses 2-pt jump shot from 3 ft,,106,108
4,8:33.0,Offensive rebound by E. Udoh,,106,108
4,8:23.0,T. Sefolosha misses 2-pt jump shot from 6 ft,,106,108
4,8:20.0,,Defensive rebound by M. Harrell,106,108
4,8:16.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by L. Williams),106,111
4,8:16.0,Utah full timeout,,106,111
4,8:16.0,G. Allen enters the game for G. Niang,,106,111
4,8:16.0,,L. Shamet enters the game for J. Green,106,111
4,8:16.0,,I. Zubac enters the game for M. Harrell,106,111
4,8:01.0,G. Allen makes 2-pt jump shot from 17 ft (assist by E. Udoh),,108,111
4,8:01.0,Shooting foul by G. Temple (drawn by G. Allen),,108,111
4,8:01.0,G. Niang enters the game for R. O'Neale,,108,111
4,8:01.0,G. Allen makes free throw 1 of 1,,109,111
4,7:48.0,,L. Shamet misses 3-pt jump shot from 27 ft,109,111
4,7:43.0,Defensive rebound by E. Udoh,,109,111
4,7:23.0,G. Niang misses 2-pt jump shot from 14 ft,,109,111
4,7:21.0,,Defensive rebound by I. Zubac,109,111
4,7:04.0,,L. Williams misses 2-pt layup from 3 ft (block by G. Niang),109,111
4,7:03.0,,Offensive rebound by L. Williams,109,111
4,7:01.0,,L. Williams misses 2-pt layup from 4 ft (block by N. Mitrou-Long),109,111
4,6:58.0,Defensive rebound by E. Udoh,,109,111
4,6:51.0,Turnover by N. Mitrou-Long (bad pass; steal by G. Temple),,109,111
4,6:44.0,,W. Chandler misses 2-pt layup from 2 ft (block by E. Udoh),109,111
4,6:41.0,,Offensive rebound by W. Chandler,109,111
4,6:34.0,,W. Chandler makes 2-pt jump shot from 6 ft,109,113
4,6:20.0,E. Udoh misses 2-pt hook shot from 15 ft,,109,113
4,6:16.0,,Defensive rebound by L. Williams,109,113
4,6:11.0,,L. Williams makes 2-pt jump shot from 7 ft,109,115
4,6:11.0,Utah full timeout,,109,115
4,6:11.0,T. Bradley enters the game for N. Mitrou-Long,,109,115
4,6:11.0,T. Cavanaugh enters the game for E. Udoh,,109,115
4,6:11.0,,S. Gilgeous-Alexander enters the game for L. Williams,109,115
4,6:05.0,Personal foul by S. Gilgeous-Alexander (drawn by G. Allen),,109,115
4,5:58.0,G. Allen makes 3-pt jump shot from 27 ft,,112,115
4,5:35.0,,I. Zubac makes 2-pt hook shot from 2 ft,112,117
4,5:20.0,G. Allen misses 2-pt layup from 2 ft,,112,117
4,5:18.0,Offensive rebound by G. Allen,,112,117
4,5:15.0,Turnover by G. Niang (bad pass),,112,117
4,5:02.0,,L. Shamet misses 3-pt jump shot from 26 ft,112,117
4,4:59.0,Defensive rebound by T. Bradley,,112,117
4,4:52.0,G. Niang misses 2-pt hook shot from 12 ft,,112,117
4,4:49.0,Offensive rebound by Team,,112,117
4,4:49.0,N. Mitrou-Long enters the game for T. Sefolosha,,112,117
4,4:49.0,,J. Robinson enters the game for L. Shamet,112,117
4,4:40.0,Offensive foul by T. Bradley (drawn by G. Temple),,112,117
4,4:40.0,Turnover by T. Bradley (offensive foul),,112,117
4,4:31.0,,Personal foul by T. Cavanaugh (drawn by W. Chandler),112,117
4,4:22.0,,I. Zubac makes 2-pt hook shot from 2 ft (assist by S. Gilgeous-Alexander),112,119
4,4:07.0,G. Allen makes 2-pt layup from 3 ft,,114,119
4,3:52.0,,G. Temple misses 3-pt jump shot from 23 ft,114,119
4,3:49.0,Defensive rebound by G. Allen,,114,119
4,3:46.0,Shooting foul by J. Robinson (drawn by G. Allen),,114,119
4,3:46.0,G. Allen makes free throw 1 of 2,,115,119
4,3:46.0,,T. Wallace enters the game for S. Gilgeous-Alexander,115,119
4,3:46.0,G. Allen makes free throw 2 of 2,,116,119
4,3:44.0,,LA Clippers full timeout,116,119
4,3:35.0,,G. Temple misses 2-pt jump shot from 16 ft,116,119
4,3:28.0,,Offensive rebound by I. Zubac,116,119
4,3:28.0,,I. Zubac makes 2-pt layup from 1 ft,116,121
4,3:25.0,Offensive foul by T. Bradley (drawn by G. Temple),,116,121
4,3:25.0,Turnover by T. Bradley (offensive foul),,116,121
4,3:18.0,,Offensive foul by I. Zubac (drawn by N. Mitrou-Long),116,121
4,3:18.0,,Turnover by I. Zubac (offensive foul),116,121
4,3:06.0,G. Allen misses 2-pt layup from 4 ft,,116,121
4,3:04.0,,Defensive rebound by I. Zubac,116,121
4,3:04.0,,J. Green enters the game for W. Chandler,116,121
4,2:56.0,,Shooting foul by T. Bradley (drawn by I. Zubac),116,121
4,2:56.0,,I. Zubac makes free throw 1 of 2,116,122
4,2:56.0,,S. Thornwell enters the game for G. Temple,116,122
4,2:56.0,,I. Zubac makes free throw 2 of 2,116,123
4,2:42.0,G. Allen misses 2-pt jump shot from 8 ft,,116,123
4,2:39.0,Offensive rebound by T. Cavanaugh,,116,123
4,2:37.0,G. Niang makes 2-pt jump shot from 14 ft (assist by T. Cavanaugh),,118,123
4,2:25.0,,J. Robinson misses 2-pt layup from 6 ft,118,123
4,2:22.0,Defensive rebound by G. Niang,,118,123
4,2:21.0,Shooting foul by J. Robinson (drawn by G. Allen),,118,123
4,2:21.0,G. Allen makes free throw 1 of 2,,119,123
4,2:21.0,G. Allen makes free throw 2 of 2,,120,123
4,2:10.0,,Turnover by J. Robinson (bad pass; steal by T. Bradley),120,123
4,2:02.0,T. Cavanaugh misses 2-pt hook shot from 6 ft,,120,123
4,1:58.0,,Defensive rebound by J. Robinson,120,123
4,1:54.0,,J. Robinson misses 2-pt jump shot from 23 ft,120,123
4,1:50.0,Defensive rebound by T. Bradley,,120,123
4,1:44.0,G. Allen misses 3-pt jump shot from 27 ft,,120,123
4,1:41.0,,Defensive rebound by I. Zubac,120,123
4,1:34.0,,T. Wallace misses 2-pt hook shot from 4 ft,120,123
4,1:30.0,Defensive rebound by G. Niang,,120,123
4,1:27.0,G. Niang makes 2-pt jump shot from 12 ft,,122,123
4,1:27.0,,LA Clippers full timeout,122,123
4,1:13.0,,J. Green misses 2-pt layup from 2 ft (block by T. Bradley),122,123
4,1:10.0,Defensive rebound by T. Cavanaugh,,122,123
4,1:07.0,T. Bradley makes 2-pt dunk from 2 ft (assist by N. Mitrou-Long),,124,123
4,0:56.0,,Shooting foul by N. Mitrou-Long (drawn by J. Robinson),124,123
4,0:56.0,,J. Robinson makes free throw 1 of 2,124,124
4,0:56.0,,J. Robinson misses free throw 2 of 2,124,124
4,0:55.0,,Offensive rebound by I. Zubac,124,124
4,0:55.0,,I. Zubac misses 2-pt layup from 1 ft,124,124
4,0:54.0,Defensive rebound by Team,,124,124
4,0:38.0,Shooting foul by J. Green (drawn by G. Allen),,124,124
4,0:38.0,G. Allen makes free throw 1 of 2,,125,124
4,0:38.0,G. Allen makes free throw 2 of 2,,126,124
4,0:27.0,,Shooting foul by N. Mitrou-Long (drawn by S. Thornwell),126,124
4,0:27.0,,S. Thornwell makes free throw 1 of 2,126,125
4,0:27.0,,S. Thornwell makes free throw 2 of 2,126,126
4,0:05.0,Utah full timeout,,126,126
4,0:03.0,G. Niang misses 3-pt jump shot from 31 ft,,126,126
4,0:00.0,,Defensive rebound by S. Thornwell,126,126
4,0:00.0,,LA Clippers full timeout,126,126
1OT,4:45.0,,T. Wallace makes 2-pt layup from 3 ft,126,128
1OT,4:28.0,G. Allen misses 2-pt layup from 3 ft,,126,128
1OT,4:25.0,Offensive rebound by T. Bradley,,126,128
1OT,4:24.0,T. Bradley makes 2-pt layup from 1 ft,,128,128
1OT,4:12.0,,I. Zubac makes 2-pt dunk from 3 ft (assist by J. Robinson),128,130
1OT,3:57.0,G. Niang misses 2-pt layup from 5 ft,,128,130
1OT,3:56.0,,Defensive rebound by Team,128,130
1OT,3:44.0,,J. Green misses 2-pt layup from 3 ft (block by T. Bradley),128,130
1OT,3:39.0,Defensive rebound by N. Mitrou-Long,,128,130
1OT,3:30.0,G. Niang misses 3-pt jump shot from 28 ft,,128,130
1OT,3:27.0,,Defensive rebound by J. Robinson,128,130
1OT,3:22.0,,I. Zubac makes 2-pt dunk from 1 ft (assist by J. Robinson),128,132
1OT,3:22.0,Utah full timeout,,128,132
1OT,2:58.0,N. Mitrou-Long misses 3-pt jump shot from 27 ft,,128,132
1OT,2:56.0,,Defensive rebound by I. Zubac,128,132
1OT,2:41.0,,J. Robinson makes 2-pt jump shot from 2 ft (assist by I. Zubac),128,134
1OT,2:24.0,G. Niang makes 2-pt layup from 2 ft,,130,134
1OT,2:24.0,Shooting foul by J. Robinson (drawn by G. Niang),,130,134
1OT,2:24.0,G. Niang makes free throw 1 of 1,,131,134
1OT,2:11.0,,J. Robinson makes 2-pt jump shot from 15 ft,131,136
1OT,1:59.0,G. Allen misses 3-pt jump shot from 28 ft,,131,136
1OT,1:55.0,Offensive rebound by T. Bradley,,131,136
1OT,1:45.0,N. Mitrou-Long misses 2-pt layup from 2 ft (block by I. Zubac),,131,136
1OT,1:42.0,,Defensive rebound by T. Wallace,131,136
1OT,1:39.0,,J. Robinson misses 3-pt jump shot from 25 ft,131,136
1OT,1:35.0,Defensive rebound by G. Allen,,131,136
1OT,1:32.0,G. Allen misses 3-pt jump shot from 25 ft,,131,136
1OT,1:28.0,,Defensive rebound by I. Zubac,131,136
1OT,1:16.0,,J. Robinson makes 2-pt jump shot from 15 ft,131,138
1OT,1:03.0,G. Allen misses 2-pt layup from 2 ft (block by I. Zubac),,131,138
1OT,1:00.0,,Defensive rebound by T. Wallace,131,138
1OT,0:55.0,,J. Green makes 3-pt jump shot from 25 ft (assist by T. Wallace),131,141
1OT,0:46.0,N. Mitrou-Long makes 2-pt hook shot from 2 ft,,133,141
1OT,0:27.0,,T. Wallace makes 2-pt jump shot from 12 ft,133,143
1OT,0:18.0,G. Allen makes 3-pt jump shot from 23 ft (assist by N. Mitrou-Long),,136,143
1OT,0:18.0,Shooting foul by S. Thornwell (drawn by G. Allen),,136,143
1OT,0:18.0,G. Allen makes free throw 1 of 1,,137,143
