QUARTER,TIME_REMAINING,HOUSTON_ACTION,MINNESOTA_ACTION,HOUSTON_SCORE,MINNESOTA_SCORE
4,1:09.0,,J. Teague makes free throw 1 of 2,89,101
4,1:09.0,,J. Teague makes free throw 2 of 2,89,102
4,1:00.0,J. Harden misses 3-pt jump shot from 26 ft,,89,102
4,0:57.0,,Defensive rebound by T. Gibson,89,102
4,0:50.0,,Personal foul by J. Harden (drawn by J. Teague),89,102
4,0:50.0,,J. Teague misses free throw 1 of 2,89,102
4,0:50.0,,Offensive rebound by Team,89,102
4,0:50.0,,J. Teague misses free throw 2 of 2,89,102
4,0:49.0,,Offensive rebound by K. Towns,89,102
4,0:37.0,,A. Wiggins misses 3-pt jump shot from 25 ft,89,102
4,0:35.0,,Offensive rebound by T. Gibson,89,102
4,0:35.0,,Personal foul by C. Paul (drawn by T. Gibson),89,102
4,0:35.0,,T. Gibson misses free throw 1 of 2,89,102
4,0:35.0,,Offensive rebound by Team,89,102
4,0:35.0,,T. Gibson makes free throw 2 of 2,89,103
4,0:18.0,C. Capela makes 2-pt dunk at rim (assist by P. Tucker),,91,103
