QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SACRAMENTO_ACTION,GOLDEN STATE_SCORE,SACRAMENTO_SCORE
4,4:13.0,,J. Jackson misses 2-pt layup from 3 ft (block by K. Thompson),117,115
4,4:11.0,Defensive rebound by A. Iguodala,,117,115
4,4:11.0,Personal take foul by B. Hield (drawn by A. Iguodala),,117,115
4,3:55.0,S. Curry misses 2-pt jump shot from 22 ft,,117,115
4,3:52.0,,Defensive rebound by Team,117,115
4,3:44.0,,Shooting foul by K. Looney (drawn by W. Cauley-Stein),117,115
4,3:44.0,,Offensive rebound by Team,117,115
4,3:44.0,,W. Cauley-Stein misses free throw 1 of 2,117,115
4,3:44.0,D. Green enters the game for K. Looney,,117,115
4,3:44.0,,W. Cauley-Stein makes free throw 2 of 2,117,116
4,3:23.0,Turnover by D. Green (bad pass; steal by W. Cauley-Stein),,117,116
4,3:18.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by B. Hield),117,119
4,3:01.0,S. Curry makes 3-pt jump shot from 28 ft (assist by K. Durant),,120,119
4,2:40.0,,D. Fox makes 2-pt layup from 1 ft,120,121
4,2:21.0,S. Curry misses 3-pt jump shot from 25 ft,,120,121
4,2:17.0,,Defensive rebound by J. Jackson,120,121
4,2:14.0,,J. Jackson misses 3-pt jump shot from 26 ft,120,121
4,2:09.0,Defensive rebound by S. Curry,,120,121
4,2:03.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,122,121
4,2:03.0,Shooting foul by N. Bjelica (drawn by S. Curry),,122,121
4,2:03.0,Golden State full timeout,,122,121
4,2:03.0,,B. Bogdanović enters the game for N. Bjelica,122,121
4,2:03.0,S. Curry makes free throw 1 of 1,,123,121
4,1:40.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,123,121
4,1:37.0,Defensive rebound by A. Iguodala,,123,121
4,1:37.0,,N. Bjelica enters the game for B. Bogdanović,123,121
4,1:15.0,S. Curry misses 3-pt jump shot from 26 ft,,123,121
4,1:12.0,,Defensive rebound by W. Cauley-Stein,123,121
4,1:00.0,,Turnover by D. Fox (bad pass; steal by D. Green),123,121
4,0:56.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,125,121
4,0:56.0,,Sacramento full timeout,125,121
4,0:56.0,,B. Bogdanović enters the game for N. Bjelica,125,121
4,0:42.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,125,121
4,0:39.0,Defensive rebound by K. Durant,,125,121
4,0:19.0,S. Curry misses 3-pt jump shot from 23 ft,,125,121
4,0:16.0,,Defensive rebound by B. Hield,125,121
4,0:13.0,,D. Fox misses 3-pt jump shot from 25 ft,125,121
4,0:09.0,,Offensive rebound by W. Cauley-Stein,125,121
4,0:09.0,,J. Jackson makes 2-pt jump shot from 2 ft,125,123
4,0:09.0,Personal take foul by B. Hield (drawn by S. Curry),,125,123
4,0:09.0,S. Curry makes free throw 1 of 2,,126,123
4,0:09.0,S. Curry makes free throw 2 of 2,,127,123
4,0:09.0,,Sacramento full timeout,127,123
4,0:09.0,,N. Bjelica enters the game for J. Jackson,127,123
4,0:07.0,,B. Hield misses 3-pt jump shot from 29 ft (block by D. Green),127,123
4,0:02.0,Defensive rebound by S. Curry,,127,123
