QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
4,10:58.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by B. Hield),,102,92
4,10:57.0,,Oklahoma City full timeout,102,92
4,10:57.0,Y. Ferrell enters the game for B. Hield,,102,92
4,10:41.0,,D. Burton makes 2-pt layup from 1 ft,102,94
4,10:26.0,M. Bagley misses 2-pt jump shot from 10 ft,,102,94
4,10:18.0,Offensive rebound by W. Cauley-Stein,,102,94
4,10:17.0,M. Bagley misses 2-pt layup from 1 ft (block by N. Noel),,102,94
4,10:14.0,,Defensive rebound by D. Schröder,102,94
4,10:11.0,,Turnover by J. Grant (step out of bounds),102,94
4,9:59.0,D. Fox misses 2-pt jump shot from 7 ft,,102,94
4,9:58.0,Offensive rebound by W. Cauley-Stein,,102,94
4,9:58.0,Turnover by W. Cauley-Stein (lost ball; steal by J. Grant),,102,94
4,9:52.0,,H. Diallo makes 2-pt layup from 1 ft (assist by D. Schröder),102,96
4,9:38.0,J. Jackson makes 2-pt jump shot from 10 ft (assist by W. Cauley-Stein),,104,96
4,9:26.0,,Shooting foul by M. Bagley (drawn by D. Schröder),104,96
4,9:26.0,,D. Schröder makes free throw 1 of 2,104,97
4,9:26.0,,R. Westbrook enters the game for H. Diallo,104,97
4,9:26.0,,D. Schröder makes free throw 2 of 2,104,98
4,9:11.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,104,98
4,9:07.0,Offensive rebound by M. Bagley,,104,98
4,9:06.0,M. Bagley misses 2-pt layup from 3 ft (block by N. Noel),,104,98
4,9:02.0,,Defensive rebound by J. Grant,104,98
4,8:58.0,,D. Schröder misses 3-pt jump shot from 25 ft,104,98
4,8:56.0,Defensive rebound by Team,,104,98
4,8:56.0,,H. Diallo enters the game for D. Schröder,104,98
4,8:35.0,M. Bagley misses 2-pt hook shot from 9 ft,,104,98
4,8:32.0,Offensive rebound by W. Cauley-Stein,,104,98
4,8:30.0,,Loose ball foul by N. Noel (drawn by W. Cauley-Stein),104,98
4,8:21.0,D. Fox misses 2-pt jump shot from 10 ft,,104,98
4,8:17.0,,Defensive rebound by R. Westbrook,104,98
4,8:12.0,,H. Diallo misses 2-pt layup from 1 ft,104,98
4,8:10.0,,Offensive rebound by J. Grant,104,98
4,8:08.0,,D. Burton misses 3-pt jump shot from 23 ft,104,98
4,8:05.0,Defensive rebound by J. Jackson,,104,98
4,8:01.0,Y. Ferrell misses 3-pt jump shot from 24 ft,,104,98
4,7:58.0,Offensive rebound by W. Cauley-Stein,,104,98
4,7:46.0,D. Fox misses 3-pt jump shot from 25 ft,,104,98
4,7:41.0,,Defensive rebound by R. Westbrook,104,98
4,7:34.0,,J. Grant misses 3-pt jump shot from 23 ft,104,98
4,7:31.0,Defensive rebound by Team,,104,98
4,7:31.0,,P. George enters the game for J. Grant,104,98
4,7:20.0,Personal foul by N. Noel (drawn by W. Cauley-Stein),,104,98
4,7:20.0,N. Bjelica enters the game for W. Cauley-Stein,,104,98
4,7:15.0,Shooting foul by N. Noel (drawn by D. Fox),,104,98
4,7:15.0,,S. Adams enters the game for N. Noel,104,98
4,7:15.0,D. Fox makes free throw 1 of 2,,105,98
4,7:15.0,D. Fox makes free throw 2 of 2,,106,98
4,6:53.0,,D. Burton misses 2-pt dunk at rim,106,98
4,6:51.0,,Offensive rebound by S. Adams,106,98
4,6:50.0,,Turnover by S. Adams (lost ball; steal by M. Bagley),106,98
4,6:45.0,D. Fox makes 2-pt layup from 1 ft,,108,98
4,6:29.0,,D. Burton makes 3-pt jump shot from 26 ft (assist by H. Diallo),108,101
4,6:16.0,M. Bagley makes 2-pt layup from 1 ft (assist by N. Bjelica),,110,101
4,6:11.0,,Shooting foul by D. Fox (drawn by R. Westbrook),110,101
4,6:11.0,,R. Westbrook misses free throw 1 of 2,110,101
4,6:11.0,,Offensive rebound by Team,110,101
4,6:11.0,I. Shumpert enters the game for D. Fox,,110,101
4,6:11.0,,J. Grant enters the game for D. Burton,110,101
4,6:11.0,,R. Westbrook makes free throw 2 of 2,110,102
4,5:56.0,M. Bagley makes 2-pt layup from 1 ft (assist by J. Jackson),,112,102
4,5:56.0,Shooting foul by J. Grant (drawn by M. Bagley),,112,102
4,5:56.0,,T. Ferguson enters the game for H. Diallo,112,102
4,5:56.0,M. Bagley makes free throw 1 of 1,,113,102
4,5:44.0,,Shooting foul by I. Shumpert (drawn by P. George),113,102
4,5:44.0,,P. George makes free throw 1 of 2,113,103
4,5:44.0,,P. George makes free throw 2 of 2,113,104
4,5:44.0,Sacramento full timeout,,113,104
4,5:22.0,M. Bagley misses 2-pt layup from 3 ft,,113,104
4,5:20.0,Offensive rebound by M. Bagley,,113,104
4,5:20.0,Turnover by Team (shot clock),,113,104
4,5:20.0,,D. Schröder enters the game for T. Ferguson,113,104
4,5:10.0,,R. Westbrook makes 2-pt layup from 1 ft,113,106
4,5:10.0,,Shooting foul by M. Bagley (drawn by R. Westbrook),113,106
4,5:10.0,,R. Westbrook misses free throw 1 of 1,113,106
4,5:10.0,,Offensive rebound by J. Grant,113,106
4,4:57.0,,P. George makes 2-pt jump shot from 7 ft,113,108
4,4:36.0,M. Bagley misses 2-pt jump shot from 12 ft,,113,108
4,4:34.0,,Defensive rebound by S. Adams,113,108
4,4:31.0,,Turnover by S. Adams (bad pass),113,108
4,4:31.0,D. Fox enters the game for Y. Ferrell,,113,108
4,4:20.0,I. Shumpert makes 2-pt jump shot from 14 ft (assist by D. Fox),,115,108
4,4:01.0,,D. Schröder misses 3-pt jump shot from 23 ft,115,108
4,3:58.0,Defensive rebound by J. Jackson,,115,108
4,3:57.0,Personal foul by D. Schröder (drawn by J. Jackson),,115,108
4,3:57.0,J. Jackson makes free throw 1 of 2,,116,108
4,3:57.0,W. Cauley-Stein enters the game for M. Bagley,,116,108
4,3:57.0,J. Jackson makes free throw 2 of 2,,117,108
4,3:42.0,,R. Westbrook misses 2-pt layup at rim,117,108
4,3:41.0,Defensive rebound by N. Bjelica,,117,108
4,3:35.0,Sacramento full timeout,,117,108
4,3:32.0,I. Shumpert makes 2-pt jump shot from 20 ft (assist by W. Cauley-Stein),,119,108
4,3:14.0,,P. George makes 2-pt layup from 1 ft,119,110
4,3:04.0,Turnover by J. Jackson (lost ball; steal by D. Schröder),,119,110
4,3:01.0,,D. Schröder makes 2-pt layup at rim,119,112
4,3:01.0,B. Hield enters the game for J. Jackson,,119,112
4,2:37.0,Turnover by I. Shumpert (lost ball; steal by S. Adams),,119,112
4,2:35.0,,Shooting foul by D. Fox (drawn by R. Westbrook),119,112
4,2:35.0,,R. Westbrook makes free throw 1 of 2,119,113
4,2:35.0,,R. Westbrook misses free throw 2 of 2,119,113
4,2:33.0,Defensive rebound by N. Bjelica,,119,113
4,2:21.0,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),,122,113
4,2:09.0,,P. George misses 3-pt jump shot from 26 ft,122,113
4,2:06.0,Defensive rebound by W. Cauley-Stein,,122,113
4,1:51.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Fox),,124,113
4,1:51.0,,Oklahoma City full timeout,124,113
4,1:51.0,J. Jackson enters the game for B. Hield,,124,113
4,1:45.0,,D. Schröder misses 2-pt jump shot from 14 ft,124,113
4,1:43.0,,Offensive rebound by R. Westbrook,124,113
4,1:42.0,,R. Westbrook makes 2-pt layup from 1 ft,124,115
4,1:25.0,J. Jackson makes 2-pt jump shot from 12 ft,,126,115
4,1:15.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by D. Schröder),126,117
4,1:04.0,W. Cauley-Stein makes 2-pt dunk at rim (assist by J. Jackson),,128,117
4,0:54.0,,P. George makes 3-pt jump shot from 23 ft (assist by D. Schröder),128,120
4,0:45.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by J. Jackson),,130,120
4,0:45.0,,Oklahoma City full timeout,130,120
4,0:44.0,,Turnover by D. Schröder (bad pass; steal by D. Fox),130,120
4,0:42.0,Personal take foul by S. Adams (drawn by D. Fox),,130,120
4,0:42.0,D. Fox makes free throw 1 of 2,,131,120
4,0:42.0,B. Hield enters the game for I. Shumpert,,131,120
4,0:42.0,,D. Burton enters the game for S. Adams,131,120
4,0:42.0,,H. Diallo enters the game for P. George,131,120
4,0:42.0,,T. Ferguson enters the game for R. Westbrook,131,120
4,0:42.0,D. Fox misses free throw 2 of 2,,131,120
4,0:40.0,Offensive rebound by D. Fox,,131,120
4,0:37.0,Turnover by D. Fox (bad pass; steal by H. Diallo),,131,120
4,0:31.0,,J. Grant misses 3-pt jump shot from 25 ft,131,120
4,0:27.0,Defensive rebound by D. Fox,,131,120
4,0:04.0,Turnover by Team (shot clock),,131,120
