QUARTER,TIME_REMAINING,UTAH_ACTION,HOUSTON_ACTION,UTAH_SCORE,HOUSTON_SCORE
4,3:01.0,,D. House enters the game for C. Paul,88,110
4,3:01.0,,A. Rivers enters the game for P. Tucker,88,110
4,2:43.0,R. Neto misses 2-pt jump shot from 10 ft,,88,110
4,2:41.0,,Defensive rebound by K. Faried,88,110
4,2:26.0,,A. Rivers misses 3-pt jump shot from 25 ft,88,110
4,2:21.0,Defensive rebound by G. Niang,,88,110
4,2:15.0,G. Niang makes 2-pt layup from 2 ft,,90,110
4,2:00.0,,G. Green makes 2-pt jump shot from 12 ft,90,112
4,1:44.0,G. Niang misses 2-pt jump shot from 9 ft,,90,112
4,1:44.0,,Defensive rebound by Team,90,112
4,1:44.0,Loose ball foul by G. Niang (drawn by G. Green),,90,112
4,1:44.0,,G. Green makes free throw 1 of 2,90,113
4,1:44.0,,G. Green makes free throw 2 of 2,90,114
4,1:34.0,G. Allen misses 2-pt layup from 1 ft,,90,114
4,1:32.0,,Defensive rebound by K. Faried,90,114
4,1:27.0,,G. Green makes 3-pt jump shot from 25 ft,90,117
4,1:16.0,Turnover by G. Niang (bad pass; steal by A. Rivers),,90,117
4,1:14.0,,A. Rivers makes 2-pt layup at rim,90,119
4,1:04.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,90,119
4,1:03.0,,Defensive rebound by Team,90,119
4,0:52.0,,K. Faried makes 3-pt jump shot from 26 ft (assist by G. Green),90,122
4,0:41.0,Turnover by G. Niang (bad pass; steal by D. House),,90,122
4,0:32.0,,I. Shumpert misses 3-pt jump shot from 27 ft,90,122
4,0:29.0,Defensive rebound by R. Neto,,90,122
4,0:26.0,G. Allen misses 2-pt layup from 2 ft,,90,122
4,0:24.0,,Defensive rebound by K. Faried,90,122
4,0:00.0,,Turnover by Team (shot clock),90,122
