QUARTER,TIME_REMAINING,DALLAS_ACTION,GOLDEN STATE_ACTION,DALLAS_SCORE,GOLDEN STATE_SCORE
4,4:24.0,,Offensive rebound by Q. Cook,120,80
4,4:18.0,,Turnover by Q. Cook (lost ball; steal by R. Broekhoff),120,80
4,3:54.0,C. Lee misses 2-pt jump shot from 17 ft,,120,80
4,3:52.0,,Defensive rebound by Q. Cook,120,80
4,3:45.0,,Q. Cook makes 2-pt layup from 2 ft,120,82
4,3:20.0,T. Burke makes 3-pt jump shot from 29 ft (assist by C. Lee),,123,82
4,3:05.0,,Personal foul by C. Lee (drawn by J. Bell),123,82
4,3:05.0,,D. Lee enters the game for Q. Cook,123,82
4,2:59.0,,J. Jerebko misses 3-pt jump shot from 29 ft,123,82
4,2:57.0,Defensive rebound by R. Broekhoff,,123,82
4,2:39.0,D. Macon misses 2-pt jump shot from 16 ft,,123,82
4,2:37.0,,Defensive rebound by J. Evans,123,82
4,2:33.0,,J. Bell misses 2-pt layup from 1 ft,123,82
4,2:32.0,Defensive rebound by C. Lee,,123,82
4,2:27.0,Shooting foul by J. Evans (drawn by R. Broekhoff),,123,82
4,2:27.0,Dallas full timeout,,123,82
4,2:27.0,R. Broekhoff makes free throw 1 of 2,,124,82
4,2:27.0,R. Broekhoff makes free throw 2 of 2,,125,82
4,2:25.0,,Personal take foul by T. Burke (drawn by D. Lee),125,82
4,2:25.0,D. Finney-Smith enters the game for R. Broekhoff,,125,82
4,2:09.0,,A. McKinnie makes 2-pt jump shot from 14 ft (assist by J. Jerebko),125,84
4,1:50.0,Shooting foul by J. Bell (drawn by K. Antetokounmpo),,125,84
4,1:50.0,K. Antetokounmpo misses free throw 1 of 2,,125,84
4,1:50.0,Offensive rebound by Team,,125,84
4,1:50.0,K. Antetokounmpo makes free throw 2 of 2,,126,84
4,1:38.0,,J. Jerebko makes 3-pt jump shot from 29 ft (assist by D. Lee),126,87
4,1:22.0,Turnover by C. Lee (palming),,126,87
4,1:10.0,,J. Jerebko misses 3-pt jump shot from 24 ft,126,87
4,1:09.0,Defensive rebound by D. Finney-Smith,,126,87
4,0:49.0,Turnover by D. Finney-Smith (lost ball; steal by J. Bell),,126,87
4,0:43.0,,D. Lee makes 2-pt layup from 1 ft,126,89
4,0:32.0,K. Antetokounmpo misses 2-pt jump shot from 5 ft (block by J. Jerebko),,126,89
4,0:30.0,,Defensive rebound by A. McKinnie,126,89
4,0:23.0,,Shooting foul by D. Macon (drawn by A. McKinnie),126,89
4,0:23.0,,A. McKinnie makes free throw 1 of 2,126,90
4,0:23.0,,A. McKinnie makes free throw 2 of 2,126,91
