QUARTER,TIME_REMAINING,HOUSTON_ACTION,SACRAMENTO_ACTION,HOUSTON_SCORE,SACRAMENTO_SCORE
4,3:48.0,,F. Mason makes 3-pt jump shot from 24 ft,123,99
4,3:19.0,K. Faried makes 3-pt jump shot from 26 ft (assist by C. Chiozza),,126,99
4,3:07.0,,Turnover by F. Mason (out of bounds lost ball),126,99
4,2:57.0,C. Chiozza makes 3-pt jump shot from 23 ft (assist by K. Faried),,129,99
4,2:34.0,,C. Swanigan misses 2-pt jump shot from 12 ft,129,99
4,2:31.0,,Offensive rebound by C. Brewer,129,99
4,2:29.0,,K. Koufos makes 2-pt layup from 2 ft (assist by C. Brewer),129,101
4,2:17.0,Personal foul by K. Koufos (drawn by A. Rivers),,129,101
4,2:17.0,Houston full timeout,,129,101
4,2:09.0,Shooting foul by F. Mason (drawn by K. Faried),,129,101
4,2:09.0,K. Faried misses free throw 1 of 2,,129,101
4,2:09.0,Offensive rebound by Team,,129,101
4,2:09.0,K. Faried makes free throw 2 of 2,,130,101
4,1:55.0,,K. Koufos misses 2-pt hook shot from 6 ft (block by G. Clark),130,101
4,1:53.0,Defensive rebound by C. Chiozza,,130,101
4,1:48.0,A. Rivers misses 3-pt jump shot from 25 ft,,130,101
4,1:45.0,,Defensive rebound by C. Brewer,130,101
4,1:35.0,,F. Mason misses 2-pt layup from 2 ft,130,101
4,1:31.0,Defensive rebound by D. House,,130,101
4,1:22.0,Personal foul by C. Swanigan (drawn by A. Rivers),,130,101
4,1:22.0,Houston full timeout,,130,101
4,1:16.0,K. Faried misses 3-pt jump shot from 25 ft,,130,101
4,1:14.0,,Defensive rebound by C. Brewer,130,101
4,0:56.0,,Turnover by C. Swanigan (bad pass; steal by A. Rivers),130,101
4,0:51.0,D. House misses 3-pt jump shot from 25 ft,,130,101
4,0:46.0,Offensive rebound by C. Chiozza,,130,101
4,0:44.0,G. Clark misses 3-pt jump shot from 24 ft,,130,101
4,0:44.0,,Defensive rebound by C. Swanigan,130,101
4,0:38.0,,C. Brewer makes 2-pt layup from 3 ft,130,103
4,0:38.0,Violation by Team (def goaltending),,130,103
4,0:32.0,G. Clark misses 3-pt jump shot from 27 ft,,130,103
4,0:30.0,,Defensive rebound by Team,130,103
4,0:22.0,,F. Mason misses 3-pt jump shot from 26 ft,130,103
4,0:20.0,,Offensive rebound by A. Burks,130,103
4,0:18.0,,F. Mason misses 3-pt jump shot from 29 ft,130,103
4,0:18.0,,Offensive rebound by C. Swanigan,130,103
4,0:09.0,,K. Koufos makes 2-pt jump shot from 9 ft,130,105
