QUARTER,TIME_REMAINING,TORONTO_ACTION,DETROIT_ACTION,TORONTO_SCORE,DETROIT_SCORE
4,3:47.0,,Offensive rebound by Team,88,92
4,3:47.0,,B. Griffin makes free throw 2 of 2,88,93
4,3:36.0,M. Gasol misses 2-pt layup from 1 ft (block by B. Griffin),,88,93
4,3:36.0,,Defensive rebound by Team,88,93
4,3:36.0,Violation by Team (kicked ball),,88,93
4,3:13.0,,Turnover by W. Ellington (bad pass; steal by D. Green),88,93
4,3:07.0,Turnover by P. Siakam (bad pass; steal by W. Ellington),,88,93
4,2:55.0,,Shooting foul by M. Gasol (drawn by A. Drummond),88,93
4,2:55.0,,A. Drummond misses free throw 1 of 2,88,93
4,2:55.0,,Offensive rebound by Team,88,93
4,2:55.0,,A. Drummond makes free throw 2 of 2,88,94
4,2:48.0,D. Green makes 3-pt jump shot from 23 ft (assist by K. Lowry),,91,94
4,2:32.0,,Turnover by A. Drummond (off goaltending),91,94
4,2:19.0,M. Gasol misses 2-pt hook shot from 8 ft,,91,94
4,2:15.0,Offensive rebound by M. Gasol,,91,94
4,2:14.0,M. Gasol misses 2-pt layup from 2 ft,,91,94
4,2:13.0,,Defensive rebound by A. Drummond,91,94
4,1:56.0,,R. Jackson makes 2-pt layup from 1 ft,91,96
4,1:46.0,K. Lowry makes 3-pt jump shot from 27 ft,,94,96
4,1:34.0,,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),94,98
4,1:28.0,K. Lowry makes 2-pt layup from 6 ft,,96,98
4,1:12.0,,Turnover by R. Jackson (bad pass),96,98
4,1:06.0,Personal foul by R. Jackson (drawn by M. Gasol),,96,98
4,0:58.0,K. Lowry misses 2-pt jump shot from 6 ft,,96,98
4,0:57.0,Offensive rebound by Team,,96,98
4,0:57.0,Personal foul by R. Jackson (drawn by M. Gasol),,96,98
4,0:57.0,M. Gasol makes free throw 1 of 2,,97,98
4,0:57.0,M. Gasol makes free throw 2 of 2,,98,98
4,0:57.0,,Detroit full timeout,98,98
4,0:41.0,,R. Jackson makes 2-pt jump shot from 7 ft (assist by A. Drummond),98,100
4,0:41.0,Toronto full timeout,,98,100
4,0:41.0,,B. Brown enters the game for L. Kennard,98,100
4,0:31.0,D. Green misses 3-pt jump shot from 26 ft,,98,100
4,0:27.0,Offensive rebound by M. Gasol,,98,100
4,0:26.0,K. Lowry misses 3-pt jump shot from 26 ft,,98,100
4,0:26.0,Offensive rebound by O. Anunoby,,98,100
4,0:25.0,O. Anunoby makes 2-pt layup from 1 ft,,100,100
4,0:01.0,,Turnover by Team (shot clock),100,100
4,0:01.0,Toronto full timeout,,100,100
4,0:01.0,,T. Maker enters the game for R. Jackson,100,100
4,0:01.0,M. Gasol misses 2-pt jump shot from 21 ft,,100,100
4,0:00.0,Offensive rebound by Team,,100,100
1OT,4:39.0,,Personal foul by O. Anunoby (drawn by B. Griffin),100,100
1OT,4:26.0,,W. Ellington misses 2-pt jump shot from 21 ft (block by O. Anunoby),100,100
1OT,4:26.0,,Offensive rebound by Team,100,100
1OT,4:24.0,,A. Drummond misses 3-pt jump shot from 26 ft (block by M. Gasol),100,100
1OT,4:24.0,,Offensive rebound by Team,100,100
1OT,4:24.0,,Turnover by Team (shot clock),100,100
1OT,4:11.0,K. Lowry makes 2-pt jump shot from 16 ft (assist by M. Gasol),,102,100
1OT,3:48.0,,Turnover by B. Griffin (lost ball; steal by D. Green),102,100
1OT,3:46.0,Shooting foul by L. Kennard (drawn by K. Lowry),,102,100
1OT,3:46.0,K. Lowry makes free throw 1 of 2,,103,100
1OT,3:46.0,K. Lowry makes free throw 2 of 2,,104,100
1OT,3:21.0,,A. Drummond makes 2-pt jump shot from 8 ft (assist by L. Kennard),104,102
1OT,3:03.0,Personal foul by R. Jackson (drawn by K. Lowry),,104,102
1OT,2:51.0,Turnover by K. Lowry (bad pass; steal by W. Ellington),,104,102
1OT,2:38.0,,B. Griffin misses 3-pt jump shot from 26 ft,104,102
1OT,2:37.0,Defensive rebound by Team,,104,102
1OT,2:37.0,,Loose ball foul by B. Griffin (drawn by M. Gasol),104,102
1OT,2:22.0,K. Lowry makes 3-pt jump shot from 28 ft (assist by M. Gasol),,107,102
1OT,2:18.0,,Detroit full timeout,107,102
1OT,1:57.0,,Personal foul by M. Gasol (drawn by B. Griffin),107,102
1OT,1:45.0,,Personal foul by D. Green (drawn by B. Griffin),107,102
1OT,1:45.0,,B. Griffin makes free throw 1 of 2,107,103
1OT,1:45.0,,B. Griffin makes free throw 2 of 2,107,104
1OT,1:30.0,P. Siakam misses 2-pt dunk from 3 ft,,107,104
1OT,1:28.0,,Defensive rebound by R. Jackson,107,104
1OT,1:23.0,,R. Jackson makes 3-pt jump shot from 23 ft (assist by L. Kennard),107,107
1OT,1:06.0,K. Lowry misses 3-pt jump shot from 27 ft,,107,107
1OT,1:06.0,,Defensive rebound by A. Drummond,107,107
1OT,0:46.0,,Shooting foul by K. Lowry (drawn by A. Drummond),107,107
1OT,0:46.0,,A. Drummond makes free throw 1 of 2,107,108
1OT,0:46.0,,A. Drummond makes free throw 2 of 2,107,109
1OT,0:46.0,Toronto full timeout,,107,109
1OT,0:46.0,,B. Brown enters the game for L. Kennard,107,109
1OT,0:41.0,D. Green misses 3-pt jump shot from 24 ft,,107,109
1OT,0:37.0,Offensive rebound by K. Lowry,,107,109
1OT,0:35.0,O. Anunoby misses 3-pt jump shot from 27 ft,,107,109
1OT,0:35.0,,Defensive rebound by Team,107,109
1OT,0:35.0,,L. Kennard enters the game for B. Brown,107,109
1OT,0:14.0,,R. Jackson misses 2-pt jump shot from 9 ft,107,109
1OT,0:12.0,Defensive rebound by P. Siakam,,107,109
1OT,0:07.0,K. Lowry misses 2-pt layup from 2 ft,,107,109
1OT,0:06.0,,Defensive rebound by L. Kennard,107,109
1OT,0:06.0,,Personal foul by O. Anunoby (drawn by L. Kennard),107,109
1OT,0:06.0,,L. Kennard makes free throw 1 of 2,107,110
1OT,0:06.0,,B. Brown enters the game for R. Jackson,107,110
1OT,0:06.0,,L. Kennard makes free throw 2 of 2,107,111
1OT,0:06.0,Toronto full timeout,,107,111
1OT,0:06.0,,T. Maker enters the game for L. Kennard,107,111
1OT,0:02.0,M. Gasol misses 2-pt hook shot from 7 ft (block by A. Drummond),,107,111
1OT,0:01.0,,Defensive rebound by B. Griffin,107,111
1OT,0:01.0,,Personal foul by M. Gasol (drawn by B. Griffin),107,111
1OT,0:01.0,N. Powell enters the game for M. Gasol,,107,111
1OT,0:01.0,,B. Griffin misses free throw 1 of 2,107,111
1OT,0:01.0,,Offensive rebound by Team,107,111
1OT,0:01.0,,B. Griffin makes free throw 2 of 2,107,112
