QUARTER,TIME_REMAINING,DETROIT_ACTION,BOSTON_ACTION,DETROIT_SCORE,BOSTON_SCORE
4,6:50.0,,Turnover by T. Rozier (step out of bounds),79,88
4,6:50.0,,K. Irving enters the game for T. Rozier,79,88
4,6:29.0,I. Smith makes 3-pt jump shot from 25 ft (assist by B. Griffin),,82,88
4,6:12.0,,K. Irving misses 2-pt jump shot from 19 ft,82,88
4,6:08.0,Defensive rebound by B. Griffin,,82,88
4,6:01.0,B. Griffin makes 2-pt layup from 2 ft,,84,88
4,5:54.0,,Shooting foul by S. Johnson (drawn by J. Tatum),84,88
4,5:54.0,,J. Tatum makes free throw 1 of 2,84,89
4,5:54.0,,A. Baynes enters the game for G. Hayward,84,89
4,5:54.0,,J. Tatum makes free throw 2 of 2,84,90
4,5:39.0,Turnover by S. Johnson (out of bounds lost ball),,84,90
4,5:30.0,,A. Baynes misses 2-pt layup from 3 ft (block by B. Griffin),84,90
4,5:26.0,Defensive rebound by B. Griffin,,84,90
4,5:23.0,I. Smith misses 3-pt jump shot from 25 ft,,84,90
4,5:20.0,,Defensive rebound by K. Irving,84,90
4,5:15.0,,Turnover by K. Irving (bad pass),84,90
4,4:53.0,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),,86,90
4,4:35.0,,J. Tatum misses 2-pt layup at rim (block by A. Drummond),86,90
4,4:35.0,Defensive rebound by R. Bullock,,86,90
4,4:30.0,S. Johnson misses 3-pt jump shot from 23 ft,,86,90
4,4:30.0,Offensive rebound by A. Drummond,,86,90
4,4:22.0,A. Drummond makes 2-pt layup from 1 ft,,88,90
4,4:21.0,,Boston full timeout,88,90
4,4:21.0,Technical foul by B. Stevens,,88,90
4,4:21.0,,M. Morris enters the game for A. Baynes,88,90
4,4:21.0,R. Bullock makes technical free throw,,89,90
4,4:07.0,,K. Irving makes 2-pt layup from 2 ft,89,92
4,3:43.0,B. Griffin misses 3-pt jump shot from 26 ft,,89,92
4,3:41.0,,Defensive rebound by J. Brown,89,92
4,3:29.0,,J. Brown makes 2-pt layup from 3 ft (assist by A. Horford),89,94
4,3:21.0,Turnover by B. Griffin (bad pass),,89,94
4,3:10.0,,M. Morris makes 2-pt jump shot from 18 ft (assist by J. Tatum),89,96
4,3:08.0,Detroit full timeout,,89,96
4,2:55.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by B. Griffin),,92,96
4,2:33.0,,J. Tatum misses 2-pt layup from 4 ft,92,96
4,2:30.0,Defensive rebound by B. Griffin,,92,96
4,2:26.0,B. Griffin makes 2-pt layup from 4 ft,,94,96
4,2:08.0,,K. Irving makes 2-pt jump shot from 17 ft (assist by A. Horford),94,98
4,1:43.0,I. Smith misses 3-pt jump shot from 24 ft,,94,98
4,1:41.0,,Defensive rebound by K. Irving,94,98
4,1:36.0,,J. Tatum misses 3-pt jump shot from 25 ft,94,98
4,1:34.0,Defensive rebound by S. Johnson,,94,98
4,1:19.0,Turnover by S. Johnson (traveling),,94,98
4,1:07.0,,J. Brown makes 3-pt jump shot from 27 ft (assist by K. Irving),94,101
4,1:06.0,Detroit full timeout,,94,101
4,0:57.0,B. Griffin makes 2-pt hook shot from 9 ft,,96,101
4,0:37.0,,K. Irving misses 2-pt jump shot from 18 ft,96,101
4,0:33.0,Defensive rebound by A. Drummond,,96,101
4,0:25.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Griffin),,99,101
4,0:15.0,,Personal take foul by A. Drummond (drawn by M. Morris),99,101
4,0:15.0,,M. Morris makes free throw 1 of 2,99,102
4,0:15.0,,M. Smart enters the game for K. Irving,99,102
4,0:15.0,,M. Morris makes free throw 2 of 2,99,103
4,0:15.0,Detroit full timeout,,99,103
4,0:14.0,Personal take foul by M. Morris (drawn by B. Griffin),,99,103
4,0:12.0,I. Smith makes 3-pt jump shot from 27 ft (assist by S. Johnson),,102,103
4,0:11.0,,Boston full timeout,102,103
4,0:11.0,J. Calderón enters the game for S. Johnson,,102,103
4,0:11.0,,G. Hayward enters the game for J. Brown,102,103
4,0:11.0,,K. Irving enters the game for M. Smart,102,103
4,0:10.0,,Personal take foul by J. Calderón (drawn by J. Tatum),102,103
4,0:10.0,,J. Tatum makes free throw 1 of 2,102,104
4,0:10.0,,M. Smart enters the game for A. Horford,102,104
4,0:10.0,,J. Tatum makes free throw 2 of 2,102,105
4,0:10.0,Turnover by B. Griffin (bad pass; steal by M. Smart),,102,105
4,0:07.0,,Personal foul by B. Griffin (drawn by K. Irving),102,105
4,0:07.0,,K. Irving makes free throw 1 of 2,102,106
4,0:07.0,,K. Irving makes free throw 2 of 2,102,107
4,0:01.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by I. Smith),,105,107
4,0:00.0,,Personal foul by I. Smith (drawn by J. Tatum),105,107
4,0:00.0,,J. Tatum makes free throw 1 of 2,105,108
4,0:00.0,,J. Tatum misses free throw 2 of 2,105,108
4,0:00.0,Defensive rebound by B. Griffin,,105,108
