QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
4,6:40.0,R. Westbrook makes 2-pt layup from 1 ft,,113,101
4,6:28.0,,A. Wiggins makes 2-pt jump shot from 21 ft (assist by T. Jones),113,103
4,6:12.0,D. Schröder makes 2-pt jump shot from 9 ft (assist by R. Westbrook),,115,103
4,5:59.0,,Shooting foul by S. Adams (drawn by K. Towns),115,103
4,5:59.0,,K. Towns makes free throw 1 of 2,115,104
4,5:59.0,P. George enters the game for T. Ferguson,,115,104
4,5:59.0,J. Grant enters the game for M. Morris,,115,104
4,5:59.0,,K. Towns makes free throw 2 of 2,115,105
4,5:51.0,Offensive foul by S. Adams (drawn by J. Okogie),,115,105
4,5:51.0,Turnover by S. Adams (offensive foul),,115,105
4,5:51.0,M. Morris enters the game for S. Adams,,115,105
4,5:43.0,,K. Towns misses 3-pt jump shot from 25 ft,115,105
4,5:40.0,Defensive rebound by R. Westbrook,,115,105
4,5:30.0,M. Morris makes 2-pt layup from 3 ft (assist by R. Westbrook),,117,105
4,5:14.0,,K. Towns makes 2-pt layup from 3 ft (assist by T. Jones),117,107
4,5:09.0,Personal foul by K. Towns (drawn by R. Westbrook),,117,107
4,5:09.0,R. Westbrook makes free throw 1 of 2,,118,107
4,5:09.0,R. Westbrook makes free throw 2 of 2,,119,107
4,4:57.0,,T. Jones makes 2-pt layup from 1 ft,119,109
4,4:41.0,Turnover by R. Westbrook (bad pass; steal by A. Wiggins),,119,109
4,4:39.0,,Personal foul by P. George (drawn by T. Jones),119,109
4,4:39.0,,T. Jones makes free throw 1 of 2,119,110
4,4:39.0,Oklahoma City full timeout,,119,110
4,4:39.0,,T. Jones makes free throw 2 of 2,119,111
4,4:23.0,M. Morris makes 2-pt layup from 1 ft (assist by R. Westbrook),,121,111
4,4:09.0,,T. Jones makes 2-pt jump shot from 7 ft,121,113
4,3:52.0,P. George misses 3-pt jump shot from 27 ft,,121,113
4,3:50.0,,Defensive rebound by J. Okogie,121,113
4,3:37.0,,D. Šarić makes 2-pt layup from 2 ft (assist by J. Okogie),121,115
4,3:20.0,R. Westbrook misses 2-pt jump shot from 18 ft,,121,115
4,3:18.0,,Defensive rebound by T. Jones,121,115
4,3:07.0,,Shooting foul by M. Morris (drawn by K. Towns),121,115
4,3:07.0,,K. Towns makes free throw 1 of 2,121,116
4,3:07.0,,K. Towns makes free throw 2 of 2,121,117
4,2:52.0,P. George makes 2-pt jump shot from 20 ft,,123,117
4,2:40.0,,K. Towns misses 2-pt jump shot from 17 ft,123,117
4,2:37.0,Defensive rebound by R. Westbrook,,123,117
4,2:29.0,R. Westbrook misses 2-pt jump shot from 11 ft,,123,117
4,2:26.0,,Defensive rebound by D. Šarić,123,117
4,2:19.0,,T. Jones misses 2-pt jump shot from 14 ft,123,117
4,2:16.0,,Offensive rebound by K. Towns,123,117
4,2:15.0,,K. Towns makes 2-pt layup from 1 ft,123,119
4,1:50.0,Shooting foul by A. Wiggins (drawn by P. George),,123,119
4,1:50.0,P. George makes free throw 1 of 2,,124,119
4,1:50.0,P. George makes free throw 2 of 2,,125,119
4,1:32.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by J. Okogie),125,121
4,1:15.0,R. Westbrook makes 2-pt layup from 2 ft,,127,121
4,1:03.0,,K. Towns makes 2-pt jump shot from 7 ft,127,123
4,0:44.0,R. Westbrook makes 2-pt jump shot from 12 ft,,129,123
4,0:44.0,Shooting foul by K. Towns (drawn by R. Westbrook),,129,123
4,0:44.0,R. Westbrook makes free throw 1 of 1,,130,123
4,0:39.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),130,125
4,0:39.0,,Shooting foul by P. George (drawn by K. Towns),130,125
4,0:39.0,,K. Towns makes free throw 1 of 1,130,126
4,0:22.0,Shooting foul by A. Wiggins (drawn by R. Westbrook),,130,126
4,0:22.0,R. Westbrook makes free throw 1 of 2,,131,126
4,0:22.0,R. Westbrook makes free throw 2 of 2,,132,126
4,0:22.0,,Minnesota full timeout,132,126
4,0:22.0,T. Ferguson enters the game for D. Schröder,,132,126
4,0:13.0,,D. Šarić misses 3-pt jump shot from 24 ft,132,126
4,0:11.0,Defensive rebound by J. Grant,,132,126
