QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,DENVER_ACTION,SACRAMENTO_SCORE,DENVER_SCORE
4,8:15.0,H. Barnes misses 2-pt jump shot from 6 ft,,99,101
4,8:13.0,,Defensive rebound by N. Jokić,99,101
4,7:57.0,,M. Plumlee makes 2-pt layup from 2 ft,99,103
4,7:47.0,Personal foul by M. Plumlee (drawn by B. Bogdanović),,99,103
4,7:47.0,D. Fox enters the game for M. Bagley,,99,103
4,7:47.0,K. Koufos enters the game for W. Cauley-Stein,,99,103
4,7:36.0,B. Bogdanović makes 3-pt jump shot from 25 ft,,102,103
4,7:16.0,,M. Beasley misses 3-pt jump shot from 24 ft,102,103
4,7:14.0,Defensive rebound by K. Koufos,,102,103
4,7:08.0,B. Hield makes 3-pt jump shot from 25 ft (assist by H. Barnes),,105,103
4,7:06.0,,Denver full timeout,105,103
4,7:06.0,Technical foul by B. Bogdanović,,105,103
4,7:06.0,,Technical foul by M. Beasley,105,103
4,7:06.0,,W. Barton enters the game for M. Morris,105,103
4,6:54.0,,N. Jokić misses 2-pt layup from 2 ft,105,103
4,6:51.0,Defensive rebound by K. Koufos,,105,103
4,6:40.0,D. Fox misses 2-pt jump shot from 18 ft,,105,103
4,6:34.0,,Defensive rebound by M. Beasley,105,103
4,6:25.0,,J. Murray misses 2-pt jump shot from 12 ft,105,103
4,6:23.0,Defensive rebound by K. Koufos,,105,103
4,6:18.0,B. Hield misses 2-pt layup from 2 ft,,105,103
4,6:16.0,,Defensive rebound by N. Jokić,105,103
4,6:13.0,,M. Beasley makes 2-pt jump shot from 4 ft (assist by N. Jokić),105,105
4,6:11.0,,Technical foul by M. Beasley,105,105
4,6:11.0,,M. Beasley ejected from game,105,105
4,6:11.0,B. Hield makes technical free throw,,106,105
4,6:11.0,,M. Morris enters the game for M. Beasley,106,105
4,5:50.0,B. Bogdanović misses 2-pt dunk from 3 ft,,106,105
4,5:49.0,,Defensive rebound by N. Jokić,106,105
4,5:46.0,,M. Morris makes 2-pt layup from 2 ft (assist by N. Jokić),106,107
4,5:26.0,D. Fox misses 3-pt jump shot from 25 ft,,106,107
4,5:23.0,,Defensive rebound by N. Jokić,106,107
4,5:11.0,,Turnover by W. Barton (bad pass; steal by K. Koufos),106,107
4,5:07.0,B. Hield makes 2-pt dunk from 1 ft (assist by D. Fox),,108,107
4,4:45.0,,N. Jokić misses 2-pt layup at rim,108,107
4,4:42.0,,Offensive rebound by N. Jokić,108,107
4,4:42.0,,N. Jokić makes 2-pt layup at rim,108,109
4,4:25.0,H. Barnes misses 3-pt jump shot from 25 ft,,108,109
4,4:23.0,,Defensive rebound by M. Morris,108,109
4,4:09.0,,M. Morris misses 2-pt jump shot from 5 ft,108,109
4,4:09.0,,Offensive rebound by N. Jokić,108,109
4,4:07.0,,Turnover by N. Jokić (lost ball; steal by B. Hield),108,109
4,4:02.0,B. Hield misses 2-pt layup from 4 ft,,108,109
4,4:00.0,,Defensive rebound by J. Murray,108,109
4,3:56.0,,J. Murray misses 3-pt jump shot from 25 ft,108,109
4,3:53.0,,Offensive rebound by M. Plumlee,108,109
4,3:51.0,,W. Barton makes 3-pt jump shot from 24 ft (assist by J. Murray),108,112
4,3:49.0,Sacramento full timeout,,108,112
4,3:49.0,,P. Millsap enters the game for M. Plumlee,108,112
4,3:34.0,D. Fox makes 2-pt layup from 2 ft (assist by B. Hield),,110,112
4,3:17.0,,Shooting foul by D. Fox (drawn by J. Murray),110,112
4,3:17.0,,J. Murray makes free throw 1 of 2,110,113
4,3:17.0,,J. Murray makes free throw 2 of 2,110,114
4,3:01.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,110,114
4,2:59.0,Offensive rebound by Team,,110,114
4,2:57.0,B. Hield misses 2-pt jump shot from 17 ft,,110,114
4,2:54.0,,Defensive rebound by P. Millsap,110,114
4,2:42.0,,N. Jokić misses 2-pt layup from 2 ft,110,114
4,2:39.0,,Offensive rebound by M. Morris,110,114
4,2:32.0,,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),110,116
4,2:15.0,D. Fox makes 2-pt jump shot from 5 ft (assist by B. Hield),,112,116
4,1:55.0,,W. Barton misses 3-pt jump shot from 23 ft,112,116
4,1:51.0,Defensive rebound by D. Fox,,112,116
4,1:43.0,B. Bogdanović misses 2-pt jump shot from 6 ft,,112,116
4,1:41.0,,Defensive rebound by W. Barton,112,116
4,1:17.0,,W. Barton misses 2-pt layup from 2 ft,112,116
4,1:15.0,,Offensive rebound by P. Millsap,112,116
4,1:12.0,,J. Murray misses 3-pt jump shot from 25 ft,112,116
4,1:10.0,,Offensive rebound by Team,112,116
4,1:10.0,Loose ball foul by H. Barnes (drawn by N. Jokić),,112,116
4,1:10.0,,N. Jokić makes free throw 1 of 2,112,117
4,1:10.0,W. Cauley-Stein enters the game for K. Koufos,,112,117
4,1:10.0,,N. Jokić makes free throw 2 of 2,112,118
4,1:02.0,Shooting foul by M. Morris (drawn by W. Cauley-Stein),,112,118
4,1:02.0,W. Cauley-Stein makes free throw 1 of 2,,113,118
4,1:02.0,W. Cauley-Stein makes free throw 2 of 2,,114,118
4,0:43.0,,Turnover by N. Jokić (lost ball; steal by W. Cauley-Stein),114,118
4,0:39.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by D. Fox),,116,118
4,0:39.0,,Denver full timeout,116,118
4,0:20.0,,N. Jokić misses 2-pt layup from 4 ft,116,118
4,0:18.0,Defensive rebound by B. Hield,,116,118
4,0:15.0,B. Hield makes 2-pt layup from 2 ft,,118,118
4,0:15.0,,Denver full timeout,118,118
4,0:00.0,,N. Jokić misses 2-pt jump shot from 4 ft,118,118
4,0:00.0,,Offensive rebound by N. Jokić,118,118
4,0:00.0,,N. Jokić makes 2-pt layup from 1 ft,118,120
4,0:00.0,Sacramento full timeout,,118,120
4,0:00.0,N. Bjelica enters the game for W. Cauley-Stein,,118,120
4,0:00.0,,T. Craig enters the game for M. Morris,118,120
4,0:00.0,,M. Plumlee enters the game for J. Murray,118,120
4,0:00.0,B. Hield misses 3-pt jump shot from 26 ft,,118,120
4,0:00.0,Offensive rebound by Team,,118,120
