QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
4,3:06.0,T. Gibson misses 2-pt hook shot from 10 ft,,93,106
4,3:05.0,,Defensive rebound by K. Durant,93,106
4,2:54.0,,K. Durant makes 2-pt jump shot from 11 ft,93,108
4,2:43.0,T. Jones makes 3-pt jump shot from 27 ft,,96,108
4,2:30.0,,K. Durant makes 2-pt layup from 2 ft (assist by S. Curry),96,110
4,2:30.0,,Shooting foul by A. Wiggins (drawn by K. Durant),96,110
4,2:30.0,,K. Durant makes free throw 1 of 1,96,111
4,2:22.0,Shooting foul by A. McKinnie (drawn by K. Towns),,96,111
4,2:22.0,K. Towns makes free throw 1 of 2,,97,111
4,2:22.0,K. Towns misses free throw 2 of 2,,97,111
4,2:20.0,,Defensive rebound by K. Durant,97,111
4,2:10.0,,Turnover by S. Curry (lost ball; steal by T. Jones),97,111
4,2:10.0,Personal foul by S. Curry (drawn by J. Okogie),,97,111
4,1:58.0,Turnover by K. Towns (lost ball; steal by D. Green),,97,111
4,1:45.0,,K. Durant misses 3-pt jump shot from 30 ft,97,111
4,1:43.0,Defensive rebound by T. Jones,,97,111
4,1:38.0,A. Wiggins makes 2-pt layup from 1 ft (assist by T. Jones),,99,111
4,1:27.0,,S. Curry makes 3-pt jump shot from 25 ft,99,114
4,1:14.0,J. Okogie misses 3-pt jump shot from 25 ft,,99,114
4,1:12.0,,Defensive rebound by D. Green,99,114
4,1:09.0,,Turnover by D. Green (bad pass),99,114
4,1:01.0,A. Wiggins misses 3-pt jump shot from 27 ft,,99,114
4,0:58.0,,Defensive rebound by S. Curry,99,114
4,0:44.0,,S. Curry makes 2-pt layup from 2 ft (assist by K. Durant),99,116
4,0:36.0,T. Jones misses 3-pt jump shot from 28 ft,,99,116
4,0:34.0,,Defensive rebound by K. Durant,99,116
4,0:16.0,,S. Curry misses 3-pt jump shot from 26 ft,99,116
4,0:14.0,Defensive rebound by K. Towns,,99,116
4,0:00.0,Turnover by J. Okogie (out of bounds lost ball),,99,116
