QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
4,7:35.0,E. Okobo makes 2-pt dunk at rim,,86,98
4,7:12.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),86,100
4,7:04.0,Personal foul by P. Beverley (drawn by D. Booker),,86,100
4,7:02.0,D. Booker makes 2-pt jump shot from 15 ft (assist by E. Okobo),,88,100
4,6:42.0,,L. Williams misses 2-pt jump shot from 7 ft,88,100
4,6:39.0,Defensive rebound by E. Okobo,,88,100
4,6:38.0,Personal foul by P. Beverley (drawn by D. Booker),,88,100
4,6:38.0,,A. Bradley enters the game for P. Beverley,88,100
4,6:38.0,,T. Harris enters the game for M. Scott,88,100
4,6:27.0,Turnover by D. Ayton (lost ball; steal by D. Gallinari),,88,100
4,6:21.0,,M. Harrell makes 2-pt layup from 1 ft (assist by D. Gallinari),88,102
4,6:06.0,D. Booker misses 2-pt jump shot from 11 ft,,88,102
4,6:04.0,,Defensive rebound by L. Williams,88,102
4,5:53.0,,Shooting foul by T. Warren (drawn by M. Harrell),88,102
4,5:53.0,,M. Harrell misses free throw 1 of 2,88,102
4,5:53.0,,Offensive rebound by Team,88,102
4,5:53.0,,M. Harrell misses free throw 2 of 2,88,102
4,5:50.0,,Offensive rebound by D. Gallinari,88,102
4,5:36.0,,A. Bradley misses 2-pt layup from 2 ft,88,102
4,5:31.0,Defensive rebound by T. Ariza,,88,102
4,5:23.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by T. Warren),,91,102
4,5:22.0,,LA Clippers full timeout,91,102
4,5:02.0,,T. Harris misses 2-pt jump shot from 16 ft,91,102
4,5:00.0,Defensive rebound by D. Booker,,91,102
4,4:56.0,T. Ariza misses 3-pt jump shot from 25 ft,,91,102
4,4:54.0,Offensive rebound by T. Ariza,,91,102
4,4:52.0,T. Ariza misses 2-pt layup from 1 ft,,91,102
4,4:50.0,Offensive rebound by T. Ariza,,91,102
4,4:47.0,E. Okobo misses 3-pt jump shot from 25 ft,,91,102
4,4:44.0,,Defensive rebound by T. Harris,91,102
4,4:35.0,,L. Williams misses 2-pt jump shot from 19 ft,91,102
4,4:30.0,,Offensive rebound by M. Harrell,91,102
4,4:30.0,,M. Harrell makes 2-pt layup at rim,91,104
4,4:07.0,D. Ayton makes 2-pt layup from 2 ft (assist by T. Ariza),,93,104
4,3:52.0,,M. Harrell makes 2-pt dunk from 1 ft (assist by T. Harris),93,106
4,3:30.0,T. Warren misses 2-pt jump shot from 19 ft,,93,106
4,3:26.0,,Defensive rebound by T. Harris,93,106
4,3:08.0,,L. Williams makes 2-pt jump shot from 1 ft,93,108
4,2:53.0,Shooting foul by D. Gallinari (drawn by D. Booker),,93,108
4,2:53.0,D. Booker makes free throw 1 of 2,,94,108
4,2:53.0,,S. Gilgeous-Alexander enters the game for L. Williams,94,108
4,2:53.0,D. Booker makes free throw 2 of 2,,95,108
4,2:34.0,,T. Harris makes 2-pt jump shot from 8 ft,95,110
4,2:27.0,T. Warren misses 2-pt layup from 2 ft,,95,110
4,2:24.0,,Defensive rebound by T. Harris,95,110
4,2:23.0,,Turnover by T. Harris (out of bounds lost ball),95,110
4,2:13.0,D. Booker makes 2-pt jump shot from 8 ft,,97,110
4,1:55.0,,M. Harrell makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),97,112
4,1:55.0,,Shooting foul by D. Ayton (drawn by M. Harrell),97,112
4,1:55.0,,P. Beverley enters the game for A. Bradley,97,112
4,1:55.0,,M. Harrell misses free throw 1 of 1,97,112
4,1:55.0,,Offensive rebound by S. Gilgeous-Alexander,97,112
4,1:38.0,,M. Harrell misses 2-pt jump shot from 12 ft,97,112
4,1:35.0,Defensive rebound by E. Okobo,,97,112
4,1:30.0,D. Booker misses 3-pt jump shot from 27 ft,,97,112
4,1:28.0,,Defensive rebound by P. Beverley,97,112
4,1:18.0,,D. Gallinari misses 2-pt layup from 2 ft,97,112
4,1:18.0,Defensive rebound by Team,,97,112
4,1:18.0,M. Bridges enters the game for D. Booker,,97,112
4,1:08.0,T. Ariza misses 3-pt jump shot from 25 ft,,97,112
4,1:05.0,,Defensive rebound by T. Harris,97,112
4,0:56.0,,T. Harris makes 2-pt layup from 1 ft,97,114
4,0:43.0,E. Okobo makes 2-pt jump shot from 15 ft,,99,114
4,0:30.0,,Personal foul by M. Bridges (drawn by D. Gallinari),99,114
4,0:30.0,,D. Gallinari makes free throw 1 of 2,99,115
4,0:30.0,,S. Thornwell enters the game for T. Harris,99,115
4,0:30.0,,D. Gallinari misses free throw 2 of 2,99,115
4,0:27.0,Defensive rebound by T. Warren,,99,115
4,0:06.0,T. Ariza misses 3-pt jump shot from 27 ft,,99,115
4,0:04.0,,Defensive rebound by S. Thornwell,99,115
4,0:00.0,,Turnover by S. Thornwell (bad pass),99,115
