QUARTER,TIME_REMAINING,UTAH_ACTION,SACRAMENTO_ACTION,UTAH_SCORE,SACRAMENTO_SCORE
4,8:33.0,R. Rubio misses 2-pt jump shot from 19 ft,,103,87
4,8:29.0,,Defensive rebound by H. Giles,103,87
4,8:23.0,,M. Bagley makes 2-pt jump shot from 6 ft,103,89
4,8:03.0,A. Burks makes 2-pt layup from 2 ft,,105,89
4,7:50.0,,M. Bagley misses 3-pt jump shot from 26 ft,105,89
4,7:47.0,Defensive rebound by D. Exum,,105,89
4,7:44.0,Shooting foul by H. Giles (drawn by T. Sefolosha),,105,89
4,7:44.0,T. Sefolosha makes free throw 1 of 2,,106,89
4,7:44.0,R. Gobert enters the game for D. Favors,,106,89
4,7:44.0,,B. Bogdanović enters the game for J. Jackson,106,89
4,7:44.0,T. Sefolosha makes free throw 2 of 2,,107,89
4,7:35.0,,F. Mason misses 2-pt layup from 2 ft,107,89
4,7:31.0,Defensive rebound by R. Rubio,,107,89
4,7:28.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,107,89
4,7:22.0,,Defensive rebound by B. Hield,107,89
4,7:20.0,,H. Giles makes 2-pt dunk from 1 ft (assist by B. Hield),107,91
4,7:19.0,Utah full timeout,,107,91
4,7:19.0,J. Crowder enters the game for T. Sefolosha,,107,91
4,7:00.0,R. Gobert misses 2-pt layup from 5 ft (block by H. Giles),,107,91
4,7:00.0,Offensive rebound by Team,,107,91
4,7:00.0,Away from play foul by B. Hield (drawn by R. Rubio),,107,91
4,7:00.0,R. Rubio misses free throw 1 of 1,,107,91
4,7:00.0,Offensive rebound by Team,,107,91
4,6:55.0,A. Burks makes 3-pt jump shot from 25 ft,,110,91
4,6:43.0,,Personal foul by D. Exum (drawn by B. Bogdanović),110,91
4,6:34.0,,H. Giles misses 2-pt jump shot from 9 ft,110,91
4,6:30.0,Defensive rebound by R. Rubio,,110,91
4,6:21.0,Turnover by A. Burks (bad pass; steal by H. Giles),,110,91
4,6:02.0,,M. Bagley makes 2-pt dunk from 2 ft (assist by H. Giles),110,93
4,5:47.0,R. Rubio makes 2-pt layup from 4 ft,,112,93
4,5:35.0,,H. Giles misses 2-pt jump shot from 8 ft,112,93
4,5:32.0,Defensive rebound by R. Rubio,,112,93
4,5:22.0,A. Burks misses 3-pt jump shot from 27 ft,,112,93
4,5:19.0,,Defensive rebound by B. Hield,112,93
4,5:14.0,,B. Hield misses 2-pt jump shot from 16 ft,112,93
4,5:11.0,Defensive rebound by R. Rubio,,112,93
4,5:11.0,Personal foul by B. Hield (drawn by R. Rubio),,112,93
4,5:11.0,R. Rubio makes free throw 1 of 2,,113,93
4,5:11.0,J. Ingles enters the game for D. Exum,,113,93
4,5:11.0,,S. Labissière enters the game for H. Giles,113,93
4,5:11.0,,B. McLemore enters the game for B. Hield,113,93
4,5:11.0,R. Rubio makes free throw 2 of 2,,114,93
4,4:54.0,,F. Mason misses 2-pt jump shot from 11 ft,114,93
4,4:51.0,Defensive rebound by J. Crowder,,114,93
4,4:40.0,Personal foul by S. Labissière (drawn by J. Ingles),,114,93
4,4:40.0,J. Ingles makes free throw 1 of 2,,115,93
4,4:40.0,R. Neto enters the game for R. Rubio,,115,93
4,4:40.0,,Y. Ferrell enters the game for B. Bogdanović,115,93
4,4:40.0,,T. Williams enters the game for F. Mason,115,93
4,4:40.0,J. Ingles makes free throw 2 of 2,,116,93
4,4:22.0,,T. Williams misses 2-pt layup from 1 ft,116,93
4,4:18.0,,Offensive rebound by M. Bagley,116,93
4,4:18.0,,M. Bagley makes 2-pt layup at rim,116,95
4,4:05.0,J. Ingles makes 2-pt layup from 1 ft (assist by R. Gobert),,118,95
4,3:55.0,,Def 3 sec tech foul by Team,118,95
4,3:55.0,,S. Labissière misses technical free throw,118,95
4,3:55.0,,Offensive rebound by Team,118,95
4,3:55.0,G. Allen enters the game for J. Ingles,,118,95
4,3:55.0,,H. Giles enters the game for M. Bagley,118,95
4,3:47.0,,S. Labissière makes 2-pt jump shot from 14 ft (assist by Y. Ferrell),118,97
4,3:32.0,Turnover by J. Crowder (lost ball; steal by T. Williams),,118,97
4,3:27.0,,T. Williams makes 2-pt layup from 2 ft,118,99
4,3:14.0,R. Neto makes 2-pt layup from 2 ft,,120,99
4,3:14.0,,Violation by Team (def goaltending),120,99
4,3:06.0,,H. Giles misses 2-pt layup from 2 ft (block by R. Gobert),120,99
4,3:03.0,Defensive rebound by R. Neto,,120,99
4,2:57.0,Personal foul by S. Labissière (drawn by R. Neto),,120,99
4,2:57.0,,Sacramento full timeout,120,99
4,2:57.0,G. Niang enters the game for J. Crowder,,120,99
4,2:57.0,E. Udoh enters the game for R. Gobert,,120,99
4,2:57.0,R. Neto makes free throw 1 of 2,,121,99
4,2:57.0,R. Neto makes free throw 2 of 2,,122,99
4,2:47.0,,B. McLemore misses 2-pt jump shot from 22 ft,122,99
4,2:43.0,Defensive rebound by A. Burks,,122,99
4,2:33.0,R. Neto makes 3-pt jump shot from 24 ft (assist by A. Burks),,125,99
4,2:20.0,,H. Giles makes 2-pt layup from 2 ft (assist by Y. Ferrell),125,101
4,2:06.0,Shooting foul by S. Labissière (drawn by G. Allen),,125,101
4,2:06.0,G. Allen makes free throw 1 of 2,,126,101
4,2:06.0,G. Allen makes free throw 2 of 2,,127,101
4,1:56.0,,B. McLemore misses 3-pt jump shot from 28 ft,127,101
4,1:51.0,Defensive rebound by G. Niang,,127,101
4,1:43.0,G. Niang makes 2-pt layup from 2 ft,,129,101
4,1:32.0,,T. Williams makes 3-pt jump shot from 24 ft (assist by B. McLemore),129,104
4,1:17.0,R. Neto misses 2-pt layup from 5 ft (block by T. Williams),,129,104
4,1:13.0,,Defensive rebound by S. Labissière,129,104
4,1:13.0,,Shooting foul by G. Allen (drawn by Y. Ferrell),129,104
4,1:13.0,,Y. Ferrell makes free throw 1 of 2,129,105
4,1:13.0,,Y. Ferrell makes free throw 2 of 2,129,106
4,1:02.0,Personal foul by B. McLemore (drawn by G. Allen),,129,106
4,1:02.0,G. Allen misses free throw 1 of 2,,129,106
4,1:02.0,Offensive rebound by Team,,129,106
4,1:02.0,G. Allen makes free throw 2 of 2,,130,106
4,0:48.0,,T. Williams makes 3-pt jump shot from 25 ft (assist by H. Giles),130,109
4,0:35.0,A. Burks misses 3-pt jump shot from 26 ft,,130,109
4,0:29.0,Offensive rebound by G. Allen,,130,109
4,0:27.0,G. Niang makes 3-pt jump shot from 23 ft (assist by A. Burks),,133,109
4,0:16.0,,Y. Ferrell makes 3-pt jump shot from 26 ft,133,112
