QUARTER,TIME_REMAINING,DENVER_ACTION,GOLDEN STATE_ACTION,DENVER_SCORE,GOLDEN STATE_SCORE
4,5:10.0,,Q. Cook misses 3-pt jump shot from 28 ft,83,108
4,5:08.0,,Offensive rebound by A. McKinnie,83,108
4,5:06.0,,Turnover by S. Livingston (bad pass; steal by T. Craig),83,108
4,5:05.0,Personal foul by J. Jerebko (drawn by T. Craig),,83,108
4,5:05.0,T. Craig makes free throw 1 of 2,,84,108
4,5:05.0,,K. Looney enters the game for S. Livingston,84,108
4,5:05.0,T. Craig misses free throw 2 of 2,,84,108
4,5:04.0,,Defensive rebound by J. Jerebko,84,108
4,4:47.0,,J. Bell misses 2-pt jump shot from 15 ft,84,108
4,4:46.0,Defensive rebound by T. Craig,,84,108
4,4:26.0,J. Vanderbilt makes 2-pt layup from 4 ft (assist by I. Thomas),,86,108
4,4:26.0,Shooting foul by J. Bell (drawn by J. Vanderbilt),,86,108
4,4:26.0,J. Vanderbilt makes free throw 1 of 1,,87,108
4,4:10.0,,A. McKinnie misses 2-pt jump shot from 13 ft (block by T. Craig),87,108
4,4:09.0,Defensive rebound by Team,,87,108
4,3:57.0,J. Hernangómez misses 3-pt jump shot from 27 ft (block by K. Looney),,87,108
4,3:55.0,,Defensive rebound by Q. Cook,87,108
4,3:43.0,,A. McKinnie misses 2-pt jump shot from 6 ft,87,108
4,3:41.0,,Offensive rebound by A. McKinnie,87,108
4,3:40.0,,Turnover by A. McKinnie (bad pass; steal by T. Craig),87,108
4,3:36.0,I. Thomas makes 3-pt jump shot from 28 ft (assist by T. Lyles),,90,108
4,3:34.0,,Golden State full timeout,90,108
4,3:18.0,,Turnover by J. Bell (traveling),90,108
4,3:03.0,Shooting foul by K. Looney (drawn by I. Thomas),,90,108
4,3:03.0,I. Thomas makes free throw 1 of 2,,91,108
4,3:03.0,I. Thomas makes free throw 2 of 2,,92,108
4,2:46.0,,Shooting foul by J. Vanderbilt (drawn by J. Jerebko),92,108
4,2:46.0,,J. Jerebko misses free throw 1 of 2,92,108
4,2:46.0,,Offensive rebound by Team,92,108
4,2:46.0,,J. Jerebko misses free throw 2 of 2,92,108
4,2:45.0,,Offensive rebound by K. Looney,92,108
4,2:45.0,,K. Looney makes 2-pt layup at rim,92,110
4,2:33.0,J. Vanderbilt makes 2-pt layup from 1 ft (assist by I. Thomas),,94,110
4,2:16.0,,K. Looney makes 2-pt jump shot from 16 ft (assist by Q. Cook),94,112
4,2:01.0,Shooting foul by K. Looney (drawn by J. Vanderbilt),,94,112
4,2:01.0,J. Vanderbilt misses free throw 1 of 2,,94,112
4,2:01.0,Offensive rebound by Team,,94,112
4,2:01.0,J. Vanderbilt makes free throw 2 of 2,,95,112
4,1:43.0,,J. Jerebko misses 2-pt hook shot from 6 ft,95,112
4,1:42.0,Defensive rebound by J. Vanderbilt,,95,112
4,1:31.0,I. Thomas misses 2-pt jump shot from 5 ft,,95,112
4,1:29.0,,Defensive rebound by K. Looney,95,112
4,1:26.0,,Turnover by K. Looney (bad pass; steal by J. Vanderbilt),95,112
4,1:25.0,J. Vanderbilt makes 2-pt dunk from 1 ft (assist by T. Lyles),,97,112
4,1:17.0,,Q. Cook makes 2-pt layup from 2 ft,97,114
4,1:01.0,T. Craig makes 2-pt jump shot from 19 ft,,99,114
4,0:47.0,,Q. Cook misses 2-pt jump shot from 11 ft (block by T. Craig),99,114
4,0:45.0,,Offensive rebound by K. Looney,99,114
4,0:44.0,,K. Looney makes 2-pt dunk from 1 ft,99,116
4,0:36.0,I. Thomas misses 2-pt layup from 6 ft,,99,116
4,0:33.0,,Defensive rebound by A. McKinnie,99,116
4,0:10.0,,J. Bell misses 2-pt layup from 8 ft,99,116
4,0:08.0,Defensive rebound by I. Thomas,,99,116
4,0:04.0,I. Thomas misses 2-pt layup from 5 ft (block by K. Looney),,99,116
4,0:03.0,,Defensive rebound by Q. Cook,99,116
4,0:02.0,,Turnover by Q. Cook (bad pass),99,116
4,0:00.0,I. Thomas makes 3-pt jump shot from 23 ft (assist by T. Craig),,102,116
