QUARTER,TIME_REMAINING,UTAH_ACTION,LA LAKERS_ACTION,UTAH_SCORE,LA LAKERS_SCORE
4,4:30.0,,Defensive rebound by J. Jones,91,95
4,4:27.0,,Personal foul by J. Ingles (drawn by J. McGee),91,95
4,4:19.0,,K. Caldwell-Pope makes 2-pt jump shot from 5 ft,91,97
4,3:59.0,G. Niang makes 2-pt jump shot from 6 ft,,93,97
4,3:46.0,,J. McGee makes 2-pt hook shot from 6 ft (assist by A. Caruso),93,99
4,3:34.0,Shooting foul by A. Caruso (drawn by R. Gobert),,93,99
4,3:34.0,R. Gobert makes free throw 1 of 2,,94,99
4,3:34.0,J. Crowder enters the game for T. Sefolosha,,94,99
4,3:34.0,R. Gobert makes free throw 2 of 2,,95,99
4,3:22.0,,K. Caldwell-Pope makes 2-pt jump shot from 18 ft (assist by J. McGee),95,101
4,2:56.0,J. Ingles misses 3-pt jump shot from 27 ft,,95,101
4,2:50.0,,Defensive rebound by J. McGee,95,101
4,2:43.0,,Personal foul by D. Mitchell (drawn by K. Caldwell-Pope),95,101
4,2:43.0,,K. Caldwell-Pope misses free throw 1 of 2,95,101
4,2:43.0,,Offensive rebound by Team,95,101
4,2:43.0,,K. Caldwell-Pope makes free throw 2 of 2,95,102
4,2:31.0,D. Mitchell misses 2-pt jump shot from 17 ft,,95,102
4,2:27.0,,Defensive rebound by M. Muscala,95,102
4,2:20.0,,K. Caldwell-Pope makes 2-pt jump shot from 13 ft (assist by A. Caruso),95,104
4,2:09.0,J. Ingles makes 2-pt layup from 1 ft,,97,104
4,1:57.0,,K. Caldwell-Pope makes 2-pt layup from 5 ft,97,106
4,1:57.0,Utah full timeout,,97,106
4,1:57.0,R. O'Neale enters the game for G. Niang,,97,106
4,1:50.0,D. Mitchell misses 3-pt jump shot from 26 ft,,97,106
4,1:45.0,Offensive rebound by R. O'Neale,,97,106
4,1:42.0,J. Ingles makes 3-pt jump shot from 24 ft (assist by D. Mitchell),,100,106
4,1:29.0,,Turnover by A. Caruso (lost ball; steal by R. O'Neale),100,106
4,1:27.0,J. Crowder makes 2-pt dunk from 1 ft (assist by R. O'Neale),,102,106
4,1:13.0,,J. McGee makes 2-pt layup from 4 ft (assist by K. Caldwell-Pope),102,108
4,1:03.0,Shooting foul by J. McGee (drawn by D. Mitchell),,102,108
4,1:03.0,D. Mitchell makes free throw 1 of 2,,103,108
4,1:03.0,,LA Lakers full timeout,103,108
4,1:03.0,D. Mitchell makes free throw 2 of 2,,104,108
4,0:50.0,,K. Caldwell-Pope makes 2-pt hook shot from 3 ft (assist by A. Caruso),104,110
4,0:39.0,R. O'Neale makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,107,110
4,0:15.0,,J. McGee makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),107,112
4,0:15.0,Utah full timeout,,107,112
4,0:15.0,,J. Williams enters the game for M. Muscala,107,112
4,0:13.0,R. O'Neale misses 3-pt jump shot from 26 ft,,107,112
4,0:11.0,Offensive rebound by R. Gobert,,107,112
4,0:10.0,R. Gobert makes 2-pt dunk from 2 ft,,109,112
4,0:05.0,,Personal take foul by R. O'Neale (drawn by K. Caldwell-Pope),109,112
4,0:05.0,,K. Caldwell-Pope makes free throw 1 of 2,109,113
4,0:05.0,,K. Caldwell-Pope misses free throw 2 of 2,109,113
4,0:03.0,Defensive rebound by J. Crowder,,109,113
4,0:01.0,D. Mitchell misses 3-pt jump shot from 36 ft,,109,113
4,0:00.0,Offensive rebound by Team,,109,113
