QUARTER,TIME_REMAINING,MIAMI_ACTION,ORLANDO_ACTION,MIAMI_SCORE,ORLANDO_SCORE
4,9:18.0,,Offensive rebound by M. Bamba,81,86
4,9:18.0,,M. Bamba makes 2-pt dunk from 1 ft,81,88
4,9:18.0,Miami full timeout,,81,88
4,9:18.0,B. Adebayo enters the game for T. Johnson,,81,88
4,9:18.0,R. McGruder enters the game for K. Olynyk,,81,88
4,9:05.0,Personal foul by J. Simmons (drawn by J. Richardson),,81,88
4,8:56.0,R. McGruder misses 3-pt jump shot from 24 ft,,81,88
4,8:56.0,Offensive rebound by Team,,81,88
4,8:56.0,,Loose ball foul by A. Gordon (drawn by B. Adebayo),81,88
4,8:44.0,Personal foul by J. Simmons (drawn by H. Whiteside),,81,88
4,8:32.0,Turnover by J. Richardson (bad pass; steal by T. Ross),,81,88
4,8:21.0,,A. Gordon misses 2-pt hook shot from 5 ft,81,88
4,8:17.0,,Offensive rebound by M. Bamba,81,88
4,8:17.0,,M. Bamba makes 2-pt dunk from 1 ft,81,90
4,8:08.0,Turnover by D. Wade (bad pass; steal by J. Grant),,81,90
4,7:50.0,,J. Grant makes 2-pt layup from 2 ft,81,92
4,7:50.0,Miami full timeout,,81,92
4,7:50.0,G. Dragić enters the game for B. Adebayo,,81,92
4,7:50.0,T. Johnson enters the game for D. Wade,,81,92
4,7:32.0,T. Johnson misses 3-pt jump shot from 23 ft,,81,92
4,7:28.0,,Defensive rebound by M. Bamba,81,92
4,7:16.0,,T. Ross misses 3-pt jump shot from 26 ft,81,92
4,7:11.0,Defensive rebound by H. Whiteside,,81,92
4,7:06.0,J. Richardson misses 2-pt layup from 2 ft,,81,92
4,7:03.0,,Defensive rebound by T. Ross,81,92
4,6:59.0,,J. Simmons misses 3-pt jump shot from 26 ft,81,92
4,6:57.0,,Offensive rebound by Team,81,92
4,6:57.0,Loose ball foul by G. Dragić (drawn by M. Bamba),,81,92
4,6:51.0,,J. Grant misses 2-pt jump shot from 13 ft,81,92
4,6:48.0,Defensive rebound by G. Dragić,,81,92
4,6:37.0,H. Whiteside makes 2-pt dunk from 1 ft (assist by G. Dragić),,83,92
4,6:20.0,,T. Ross makes 2-pt jump shot from 17 ft,83,94
4,6:06.0,T. Johnson makes 2-pt jump shot from 11 ft (assist by G. Dragić),,85,94
4,5:48.0,,A. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ross),85,97
4,5:28.0,G. Dragić makes 3-pt jump shot from 27 ft,,88,97
4,5:09.0,,Turnover by A. Gordon (discontinued dribble),88,97
4,4:56.0,G. Dragić misses 2-pt layup from 2 ft,,88,97
4,4:54.0,,Defensive rebound by A. Gordon,88,97
4,4:47.0,,T. Ross misses 2-pt jump shot from 16 ft,88,97
4,4:44.0,,Offensive rebound by A. Gordon,88,97
4,4:40.0,,Orlando full timeout,88,97
4,4:40.0,,E. Fournier enters the game for T. Ross,88,97
4,4:34.0,,A. Gordon makes 2-pt jump shot from 11 ft (assist by E. Fournier),88,99
4,4:14.0,J. Richardson makes 2-pt jump shot from 11 ft,,90,99
4,3:52.0,,A. Gordon misses 2-pt jump shot from 10 ft,90,99
4,3:46.0,Defensive rebound by G. Dragić,,90,99
4,3:41.0,G. Dragić misses 3-pt jump shot from 26 ft,,90,99
4,3:39.0,,Defensive rebound by A. Gordon,90,99
4,3:37.0,,Orlando full timeout,90,99
4,3:37.0,B. Adebayo enters the game for T. Johnson,,90,99
4,3:37.0,D. Wade enters the game for H. Whiteside,,90,99
4,3:37.0,,N. Vučević enters the game for M. Bamba,90,99
4,3:25.0,,N. Vučević misses 2-pt hook shot from 8 ft,90,99
4,3:21.0,Defensive rebound by J. Richardson,,90,99
4,3:00.0,B. Adebayo misses 2-pt jump shot from 15 ft,,90,99
4,2:59.0,,Defensive rebound by Team,90,99
4,2:59.0,Loose ball foul by G. Dragić (drawn by J. Simmons),,90,99
4,2:59.0,,J. Simmons makes free throw 1 of 2,90,100
4,2:59.0,,J. Simmons makes free throw 2 of 2,90,101
4,2:52.0,J. Richardson makes 3-pt jump shot from 26 ft,,93,101
4,2:27.0,,Offensive foul by N. Vučević (drawn by R. McGruder),93,101
4,2:27.0,,Turnover by N. Vučević (offensive foul),93,101
4,2:12.0,B. Adebayo makes 2-pt layup from 2 ft (assist by G. Dragić),,95,101
4,1:51.0,,J. Grant misses 3-pt jump shot from 24 ft,95,101
4,1:47.0,Defensive rebound by J. Richardson,,95,101
4,1:39.0,Shooting foul by A. Gordon (drawn by R. McGruder),,95,101
4,1:39.0,R. McGruder misses free throw 1 of 3,,95,101
4,1:39.0,Offensive rebound by Team,,95,101
4,1:39.0,R. McGruder makes free throw 2 of 3,,96,101
4,1:39.0,R. McGruder makes free throw 3 of 3,,97,101
4,1:30.0,,N. Vučević misses 2-pt jump shot from 21 ft,97,101
4,1:25.0,Defensive rebound by R. McGruder,,97,101
4,1:20.0,D. Wade misses 2-pt jump shot from 9 ft,,97,101
4,1:17.0,,Defensive rebound by Team,97,101
4,0:57.0,,J. Simmons misses 3-pt jump shot from 27 ft,97,101
4,0:52.0,Defensive rebound by D. Wade,,97,101
4,0:40.0,G. Dragić misses 3-pt jump shot from 26 ft,,97,101
4,0:37.0,Offensive rebound by D. Wade,,97,101
4,0:35.0,D. Wade misses 2-pt hook shot from 8 ft,,97,101
4,0:34.0,,Defensive rebound by E. Fournier,97,101
4,0:34.0,,Orlando full timeout,97,101
4,0:22.0,,Turnover by J. Grant (lost ball; steal by B. Adebayo),97,101
4,0:21.0,G. Dragić makes 2-pt layup from 2 ft,,99,101
4,0:12.0,,Personal foul by J. Richardson (drawn by J. Simmons),99,101
4,0:12.0,,J. Simmons misses free throw 1 of 2,99,101
4,0:12.0,,Offensive rebound by Team,99,101
4,0:12.0,H. Whiteside enters the game for G. Dragić,,99,101
4,0:12.0,,J. Simmons makes free throw 2 of 2,99,102
4,0:12.0,Miami full timeout,,99,102
4,0:12.0,G. Dragić enters the game for B. Adebayo,,99,102
4,0:12.0,K. Olynyk enters the game for H. Whiteside,,99,102
4,0:12.0,,J. Isaac enters the game for N. Vučević,99,102
4,0:06.0,Personal foul by J. Isaac (drawn by K. Olynyk),,99,102
4,0:06.0,K. Olynyk makes free throw 1 of 2,,100,102
4,0:06.0,B. Adebayo enters the game for G. Dragić,,100,102
4,0:06.0,,D. Augustin enters the game for J. Grant,100,102
4,0:06.0,,N. Vučević enters the game for J. Simmons,100,102
4,0:06.0,K. Olynyk makes free throw 2 of 2,,101,102
4,0:04.0,,Personal foul by D. Wade (drawn by E. Fournier),101,102
4,0:04.0,,E. Fournier misses free throw 1 of 2,101,102
4,0:04.0,,Offensive rebound by Team,101,102
4,0:04.0,H. Whiteside enters the game for K. Olynyk,,101,102
4,0:04.0,,J. Grant enters the game for D. Augustin,101,102
4,0:04.0,,J. Simmons enters the game for N. Vučević,101,102
4,0:04.0,,E. Fournier misses free throw 2 of 2,101,102
4,0:03.0,Defensive rebound by H. Whiteside,,101,102
4,0:03.0,Miami full timeout,,101,102
4,0:03.0,G. Dragić enters the game for B. Adebayo,,101,102
4,0:03.0,K. Olynyk enters the game for H. Whiteside,,101,102
4,0:02.0,Turnover by J. Richardson (step out of bounds),,101,102
4,0:02.0,B. Adebayo enters the game for G. Dragić,,101,102
4,0:02.0,T. Johnson enters the game for K. Olynyk,,101,102
4,0:02.0,,D. Augustin enters the game for J. Grant,101,102
4,0:02.0,,N. Vučević enters the game for J. Simmons,101,102
4,0:01.0,,Orlando full timeout,101,102
4,0:01.0,,Personal foul by T. Johnson (drawn by E. Fournier),101,102
4,0:01.0,,E. Fournier makes free throw 1 of 2,101,103
4,0:01.0,G. Dragić enters the game for B. Adebayo,,101,103
4,0:01.0,K. Olynyk enters the game for T. Johnson,,101,103
4,0:01.0,,M. Bamba enters the game for D. Augustin,101,103
4,0:01.0,,J. Simmons enters the game for N. Vučević,101,103
4,0:01.0,,E. Fournier makes free throw 2 of 2,101,104
4,0:00.0,R. McGruder misses 3-pt jump shot from 53 ft,,101,104
4,0:00.0,Offensive rebound by Team,,101,104
