QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
4,7:49.0,J. Ennis makes free throw 1 of 2,,107,108
4,7:49.0,J. Butler enters the game for J. Redick,,107,108
4,7:49.0,J. Ennis misses free throw 2 of 2,,107,108
4,7:47.0,,Defensive rebound by D. Dedmon,107,108
4,7:36.0,,T. Young makes 2-pt jump shot from 12 ft,107,110
4,7:36.0,,Shooting foul by J. Ennis (drawn by T. Young),107,110
4,7:36.0,T. McConnell enters the game for J. Embiid,,107,110
4,7:36.0,M. Scott enters the game for B. Simmons,,107,110
4,7:36.0,,T. Young makes free throw 1 of 1,107,111
4,7:18.0,M. Scott misses 3-pt jump shot from 25 ft,,107,111
4,7:13.0,,Defensive rebound by D. Dedmon,107,111
4,7:07.0,,J. Collins misses 2-pt layup from 4 ft,107,111
4,7:03.0,Defensive rebound by T. Harris,,107,111
4,6:53.0,T. Harris misses 3-pt jump shot from 26 ft,,107,111
4,6:52.0,Offensive rebound by J. Ennis,,107,111
4,6:52.0,Shooting foul by T. Young (drawn by J. Ennis),,107,111
4,6:52.0,J. Ennis makes free throw 1 of 2,,108,111
4,6:52.0,J. Ennis makes free throw 2 of 2,,109,111
4,6:43.0,,T. Young misses 3-pt jump shot from 29 ft,109,111
4,6:43.0,Defensive rebound by J. Butler,,109,111
4,6:34.0,T. Harris misses 2-pt layup at rim,,109,111
4,6:31.0,,Defensive rebound by T. Young,109,111
4,6:27.0,,T. Young misses 2-pt layup from 1 ft,109,111
4,6:24.0,Defensive rebound by M. Scott,,109,111
4,6:23.0,Turnover by M. Scott (bad pass; steal by K. Huerter),,109,111
4,6:23.0,,D. Dedmon makes 2-pt layup from 3 ft (assist by K. Huerter),109,113
4,6:23.0,,Shooting foul by M. Scott (drawn by D. Dedmon),109,113
4,6:23.0,,J. Adams enters the game for J. Collins,109,113
4,6:23.0,,D. Bembry enters the game for K. Huerter,109,113
4,6:23.0,,V. Carter enters the game for T. Young,109,113
4,6:23.0,,D. Dedmon misses free throw 1 of 1,109,113
4,6:21.0,Defensive rebound by M. Scott,,109,113
4,6:06.0,T. Harris makes 2-pt layup from 1 ft,,111,113
4,5:46.0,,T. Prince misses 3-pt jump shot from 24 ft,111,113
4,5:43.0,Defensive rebound by T. McConnell,,111,113
4,5:32.0,J. Butler misses 2-pt layup from 1 ft,,111,113
4,5:28.0,,Defensive rebound by J. Adams,111,113
4,5:24.0,,Turnover by T. Prince (out of bounds lost ball),111,113
4,5:24.0,B. Simmons enters the game for T. McConnell,,111,113
4,5:02.0,J. Butler misses 2-pt jump shot from 11 ft,,111,113
4,4:59.0,,Defensive rebound by D. Bembry,111,113
4,4:52.0,,D. Bembry makes 2-pt layup from 1 ft,111,115
4,4:52.0,Philadelphia full timeout,,111,115
4,4:52.0,J. Embiid enters the game for J. Ennis,,111,115
4,4:52.0,J. Redick enters the game for M. Scott,,111,115
4,4:52.0,,J. Anderson enters the game for D. Dedmon,111,115
4,4:52.0,,A. Len enters the game for T. Prince,111,115
4,4:36.0,Shooting foul by D. Bembry (drawn by J. Redick),,111,115
4,4:36.0,J. Redick makes free throw 1 of 2,,112,115
4,4:36.0,J. Redick makes free throw 2 of 2,,113,115
4,4:22.0,,D. Bembry makes 2-pt layup from 1 ft,113,117
4,4:01.0,B. Simmons makes 2-pt layup from 1 ft,,115,117
4,3:58.0,,Atlanta full timeout,115,117
4,3:58.0,,K. Huerter enters the game for J. Adams,115,117
4,3:58.0,,T. Young enters the game for D. Bembry,115,117
4,3:50.0,,Personal foul by B. Simmons (drawn by T. Young),115,117
4,3:50.0,,T. Young misses free throw 1 of 2,115,117
4,3:50.0,,Offensive rebound by Team,115,117
4,3:50.0,,J. Collins enters the game for J. Anderson,115,117
4,3:50.0,,D. Dedmon enters the game for V. Carter,115,117
4,3:50.0,,T. Prince enters the game for A. Len,115,117
4,3:50.0,,T. Young makes free throw 2 of 2,115,118
4,3:42.0,Personal foul by T. Young (drawn by J. Embiid),,115,118
4,3:42.0,J. Embiid makes free throw 1 of 2,,116,118
4,3:42.0,J. Embiid makes free throw 2 of 2,,117,118
4,3:25.0,,T. Prince misses 3-pt jump shot from 24 ft,117,118
4,3:25.0,Defensive rebound by Team,,117,118
4,3:12.0,J. Butler misses 2-pt jump shot from 4 ft,,117,118
4,3:07.0,,Defensive rebound by J. Collins,117,118
4,2:58.0,,T. Young misses 2-pt jump shot from 13 ft,117,118
4,2:54.0,Defensive rebound by J. Embiid,,117,118
4,2:50.0,Personal foul by T. Young (drawn by J. Butler),,117,118
4,2:50.0,J. Butler makes free throw 1 of 2,,118,118
4,2:50.0,J. Butler makes free throw 2 of 2,,119,118
4,2:27.0,,T. Prince misses 2-pt jump shot from 13 ft,119,118
4,2:25.0,Defensive rebound by Team,,119,118
4,2:12.0,B. Simmons makes 2-pt hook shot from 7 ft,,121,118
4,2:02.0,,Personal foul by B. Simmons (drawn by J. Collins),121,118
4,2:02.0,,J. Collins makes free throw 1 of 2,121,119
4,2:02.0,,J. Collins makes free throw 2 of 2,121,120
4,1:40.0,Turnover by J. Embiid (lost ball; steal by K. Huerter),,121,120
4,1:37.0,,K. Huerter makes 2-pt dunk from 1 ft,121,122
4,1:37.0,Philadelphia full timeout,,121,122
4,1:27.0,Turnover by J. Embiid (bad pass; steal by D. Dedmon),,121,122
4,1:24.0,,Turnover by T. Young (lost ball; steal by J. Butler),121,122
4,1:24.0,Personal foul by T. Young (drawn by J. Butler),,121,122
4,1:24.0,J. Butler makes free throw 1 of 2,,122,122
4,1:24.0,J. Butler makes free throw 2 of 2,,123,122
4,1:16.0,,T. Young makes 3-pt jump shot from 27 ft,123,125
4,0:56.0,J. Butler makes 2-pt layup from 1 ft,,125,125
4,0:49.0,,T. Young misses 3-pt jump shot from 31 ft,125,125
4,0:45.0,Defensive rebound by J. Redick,,125,125
4,0:39.0,Personal foul by D. Dedmon (drawn by J. Butler),,125,125
4,0:39.0,J. Butler makes free throw 1 of 2,,126,125
4,0:39.0,J. Ennis enters the game for J. Redick,,126,125
4,0:39.0,J. Butler makes free throw 2 of 2,,127,125
4,0:39.0,,Atlanta full timeout,127,125
4,0:27.0,,T. Prince makes 2-pt layup from 5 ft,127,127
4,0:03.0,Turnover by Team (shot clock),,127,127
4,0:03.0,Philadelphia full timeout,,127,127
4,0:00.0,,T. Young makes 2-pt layup from 14 ft (assist by K. Huerter),127,129
4,0:00.0,Philadelphia full timeout,,127,129
