QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA LAKERS_ACTION,MINNESOTA_SCORE,LA LAKERS_SCORE
4,7:30.0,J. Okogie enters the game for L. Deng,,98,89
4,7:30.0,K. Towns enters the game for G. Dieng,,98,89
4,7:30.0,,J. Hart enters the game for K. Kuzma,98,89
4,7:06.0,K. Towns misses 2-pt jump shot from 16 ft,,98,89
4,7:02.0,,Defensive rebound by R. Rondo,98,89
4,6:52.0,,J. Hart makes 3-pt jump shot from 24 ft (assist by R. Rondo),98,92
4,6:37.0,A. Wiggins misses 2-pt layup from 2 ft,,98,92
4,6:32.0,Offensive rebound by K. Towns,,98,92
4,6:32.0,K. Towns makes 2-pt layup from 1 ft,,100,92
4,6:17.0,,B. Ingram makes 2-pt jump shot from 15 ft,100,94
4,5:53.0,K. Towns makes 2-pt dunk from 1 ft,,102,94
4,5:35.0,Flagrant foul type 1 by J. McGee (drawn by D. Šarić),,102,94
4,5:35.0,,Turnover by J. McGee (turnover),102,94
4,5:35.0,J. Bayless enters the game for D. Šarić,,102,94
4,5:35.0,K. Towns makes flagrant free throw 1 of 2,,103,94
4,5:35.0,K. Towns makes flagrant free throw 2 of 2,,104,94
4,5:35.0,T. Gibson enters the game for J. Terrell,,104,94
4,5:30.0,Personal foul by R. Rondo (drawn by K. Towns),,104,94
4,5:21.0,T. Gibson makes 2-pt dunk from 1 ft (assist by A. Wiggins),,106,94
4,5:04.0,,R. Rondo makes 2-pt layup from 2 ft,106,96
4,4:40.0,K. Towns makes 3-pt jump shot from 27 ft (assist by J. Bayless),,109,96
4,4:39.0,,LA Lakers full timeout,109,96
4,4:39.0,,K. Caldwell-Pope enters the game for J. McGee,109,96
4,4:39.0,,K. Kuzma enters the game for L. Stephenson,109,96
4,4:27.0,,J. Hart misses 3-pt jump shot from 27 ft,109,96
4,4:25.0,Defensive rebound by Team,,109,96
4,4:04.0,J. Okogie misses 3-pt jump shot from 23 ft,,109,96
4,4:00.0,,Defensive rebound by Team,109,96
4,4:00.0,Loose ball foul by T. Gibson (drawn by J. Hart),,109,96
4,3:49.0,,Turnover by R. Rondo (bad pass),109,96
4,3:45.0,Personal foul by K. Caldwell-Pope (drawn by J. Bayless),,109,96
4,3:26.0,J. Okogie misses 3-pt jump shot from 25 ft,,109,96
4,3:22.0,Offensive rebound by A. Wiggins,,109,96
4,3:10.0,J. Okogie misses 2-pt layup from 3 ft,,109,96
4,3:06.0,Offensive rebound by J. Okogie,,109,96
4,3:06.0,J. Okogie makes 2-pt layup from 1 ft,,111,96
4,3:00.0,,R. Rondo makes 3-pt jump shot from 28 ft (assist by J. Hart),111,99
4,2:41.0,A. Wiggins misses 2-pt jump shot from 12 ft,,111,99
4,2:40.0,,Defensive rebound by J. Hart,111,99
4,2:40.0,,Personal take foul by A. Wiggins (drawn by J. Hart),111,99
4,2:31.0,,K. Kuzma misses 2-pt jump shot from 4 ft,111,99
4,2:28.0,Defensive rebound by K. Towns,,111,99
4,2:12.0,Shooting foul by J. Hart (drawn by T. Gibson),,111,99
4,2:12.0,T. Gibson makes free throw 1 of 2,,112,99
4,2:12.0,,LA Lakers full timeout,112,99
4,2:12.0,T. Gibson makes free throw 2 of 2,,113,99
4,2:12.0,,Technical foul by R. Rondo,113,99
4,2:12.0,J. Okogie makes technical free throw,,114,99
4,2:04.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,114,99
4,2:02.0,Defensive rebound by T. Gibson,,114,99
4,1:42.0,T. Gibson makes 2-pt jump shot from 17 ft (assist by J. Bayless),,116,99
4,1:36.0,,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by R. Rondo),116,101
4,1:19.0,Personal foul by R. Rondo (drawn by K. Towns),,116,101
4,1:19.0,K. Towns makes free throw 1 of 2,,117,101
4,1:19.0,J. Terrell enters the game for A. Wiggins,,117,101
4,1:19.0,K. Towns makes free throw 2 of 2,,118,101
4,1:17.0,,Personal take foul by J. Okogie (drawn by R. Rondo),118,101
4,1:17.0,K. Bates-Diop enters the game for J. Bayless,,118,101
4,1:17.0,L. Deng enters the game for K. Towns,,118,101
4,1:08.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),118,103
4,1:00.0,Turnover by J. Terrell (bad pass),,118,103
4,0:55.0,,K. Caldwell-Pope makes 2-pt layup from 4 ft (assist by R. Rondo),118,105
4,0:40.0,Personal foul by R. Rondo (drawn by K. Bates-Diop),,118,105
4,0:40.0,K. Bates-Diop misses free throw 1 of 2,,118,105
4,0:40.0,Offensive rebound by Team,,118,105
4,0:40.0,,S. Mykhailiuk enters the game for K. Kuzma,118,105
4,0:40.0,,M. Wagner enters the game for R. Rondo,118,105
4,0:40.0,K. Bates-Diop misses free throw 2 of 2,,118,105
4,0:37.0,Offensive rebound by T. Gibson,,118,105
4,0:29.0,J. Terrell makes 2-pt jump shot from 20 ft,,120,105
4,0:19.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,120,105
4,0:16.0,Defensive rebound by L. Deng,,120,105
