QUARTER,TIME_REMAINING,PHOENIX_ACTION,SAN ANTONIO_ACTION,PHOENIX_SCORE,SAN ANTONIO_SCORE
4,1:43.0,M. Bridges misses 3-pt jump shot from 27 ft,,86,105
4,1:40.0,,Defensive rebound by Q. Pondexter,86,105
4,1:29.0,,C. Metu makes 2-pt hook shot from 8 ft (assist by Q. Pondexter),86,107
4,1:21.0,Personal foul by C. Metu (drawn by D. Bender),,86,107
4,1:21.0,G. King enters the game for J. Jackson,,86,107
4,1:13.0,D. Bender misses 3-pt jump shot from 24 ft,,86,107
4,1:10.0,,Defensive rebound by Q. Pondexter,86,107
4,1:01.0,,M. Belinelli makes 2-pt layup from 6 ft (assist by D. White),86,109
4,0:43.0,J. Evans misses 2-pt jump shot from 21 ft,,86,109
4,0:41.0,,Defensive rebound by D. White,86,109
4,0:21.0,,Shooting foul by R. Holmes (drawn by D. White),86,109
4,0:21.0,,D. White makes free throw 1 of 2,86,110
4,0:21.0,,D. White makes free throw 2 of 2,86,111
