QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MILWAUKEE_ACTION,CLEVELAND_SCORE,MILWAUKEE_SCORE
4,6:00.0,,Offensive rebound by J. Smith,78,94
4,6:00.0,,J. Smith misses 2-pt layup from 1 ft,78,94
4,6:00.0,,Offensive rebound by J. Smith,78,94
4,5:58.0,,J. Smith misses 2-pt layup from 1 ft,78,94
4,5:57.0,Defensive rebound by L. Nance,,78,94
4,5:50.0,C. Sexton makes 3-pt jump shot from 27 ft (assist by L. Nance),,81,94
4,5:25.0,,E. Bledsoe misses 2-pt jump shot from 15 ft,81,94
4,5:22.0,,Offensive rebound by D. DiVincenzo,81,94
4,5:18.0,,Offensive foul by J. Smith (drawn by C. Sexton),81,94
4,5:18.0,,Turnover by J. Smith (offensive foul),81,94
4,5:18.0,,E. İlyasova enters the game for D. DiVincenzo,81,94
4,5:18.0,,B. Lopez enters the game for J. Smith,81,94
4,5:18.0,,K. Middleton enters the game for D. Wilson,81,94
4,4:54.0,C. Sexton misses 2-pt jump shot from 15 ft,,81,94
4,4:50.0,,Defensive rebound by B. Lopez,81,94
4,4:42.0,,B. Lopez misses 3-pt jump shot from 27 ft,81,94
4,4:40.0,,Offensive rebound by E. Bledsoe,81,94
4,4:28.0,,E. Bledsoe makes 2-pt layup from 2 ft,81,96
4,4:14.0,A. Burks misses 2-pt layup from 6 ft,,81,96
4,4:14.0,,Defensive rebound by Team,81,96
4,3:58.0,,K. Middleton misses 2-pt jump shot from 16 ft,81,96
4,3:55.0,Defensive rebound by C. Sexton,,81,96
4,3:52.0,J. Blossomgame misses 3-pt jump shot from 27 ft,,81,96
4,3:49.0,Offensive rebound by J. Blossomgame,,81,96
4,3:41.0,L. Nance makes 2-pt hook shot from 6 ft (assist by C. Osman),,83,96
4,3:30.0,,Shooting foul by C. Sexton (drawn by K. Middleton),83,96
4,3:30.0,,K. Middleton makes free throw 1 of 2,83,97
4,3:30.0,,K. Middleton makes free throw 2 of 2,83,98
4,3:17.0,L. Nance makes 2-pt hook shot from 3 ft (assist by C. Sexton),,85,98
4,3:07.0,,E. Bledsoe misses 2-pt layup from 1 ft,85,98
4,3:04.0,Defensive rebound by J. Blossomgame,,85,98
4,3:00.0,Personal foul by E. İlyasova (drawn by C. Osman),,85,98
4,2:53.0,C. Sexton makes 2-pt jump shot from 21 ft,,87,98
4,2:42.0,,Shooting foul by C. Osman (drawn by E. İlyasova),87,98
4,2:42.0,Cleveland full timeout,,87,98
4,2:42.0,,E. İlyasova makes free throw 1 of 2,87,99
4,2:42.0,,E. İlyasova makes free throw 2 of 2,87,100
4,2:30.0,L. Nance makes 2-pt layup from 2 ft (assist by C. Osman),,89,100
4,2:11.0,,K. Middleton makes 2-pt jump shot from 6 ft,89,102
4,1:57.0,Shooting foul by B. Lopez (drawn by C. Sexton),,89,102
4,1:57.0,C. Sexton misses free throw 1 of 2,,89,102
4,1:57.0,Offensive rebound by Team,,89,102
4,1:57.0,C. Sexton makes free throw 2 of 2,,90,102
4,1:41.0,,S. Brown makes 2-pt layup from 2 ft (assist by K. Middleton),90,104
4,1:32.0,C. Sexton misses 3-pt jump shot from 27 ft,,90,104
4,1:29.0,,Defensive rebound by E. İlyasova,90,104
4,1:24.0,,E. Bledsoe makes 2-pt layup from 1 ft,90,106
4,1:15.0,Turnover by A. Burks (bad pass),,90,106
4,1:15.0,J. Jones enters the game for C. Osman,,90,106
4,1:15.0,,D. DiVincenzo enters the game for E. Bledsoe,90,106
4,1:15.0,,T. Maker enters the game for S. Brown,90,106
4,1:15.0,,J. Smith enters the game for E. İlyasova,90,106
4,1:15.0,,T. Snell enters the game for B. Lopez,90,106
4,1:15.0,,D. Wilson enters the game for K. Middleton,90,106
4,0:52.0,,D. Wilson makes 2-pt jump shot from 12 ft,90,108
4,0:44.0,A. Burks misses 3-pt jump shot from 26 ft,,90,108
4,0:40.0,,Defensive rebound by J. Smith,90,108
4,0:27.0,,T. Snell misses 3-pt jump shot from 27 ft,90,108
4,0:23.0,Defensive rebound by C. Sexton,,90,108
4,0:21.0,L. Nance makes 2-pt dunk from 3 ft (assist by J. Blossomgame),,92,108
