QUARTER,TIME_REMAINING,NEW YORK_ACTION,ATLANTA_ACTION,NEW YORK_SCORE,ATLANTA_SCORE
4,9:16.0,,Personal foul by F. Ntilikina (drawn by T. Young),92,78
4,9:08.0,,T. Prince misses 2-pt jump shot from 14 ft,92,78
4,9:03.0,,Offensive rebound by M. Plumlee,92,78
4,9:03.0,,M. Plumlee misses 2-pt dunk at rim,92,78
4,9:03.0,,Offensive rebound by D. Bembry,92,78
4,8:53.0,,D. Bembry makes 3-pt jump shot from 25 ft (assist by O. Spellman),92,81
4,8:52.0,New York full timeout,,92,81
4,8:43.0,Personal foul by T. Prince (drawn by K. Knox),,92,81
4,8:29.0,N. Vonleh misses 2-pt layup from 2 ft (block by O. Spellman),,92,81
4,8:27.0,Offensive rebound by N. Vonleh,,92,81
4,8:27.0,N. Vonleh misses 2-pt layup from 1 ft,,92,81
4,8:27.0,,Defensive rebound by Team,92,81
4,8:27.0,T. Hardaway enters the game for K. Knox,,92,81
4,8:25.0,,Personal foul by A. Trier (drawn by D. Bembry),92,81
4,8:10.0,,O. Spellman misses 3-pt jump shot from 23 ft,92,81
4,8:08.0,,Offensive rebound by M. Plumlee,92,81
4,8:02.0,,T. Young makes 2-pt jump shot from 14 ft (assist by T. Prince),92,83
4,7:48.0,Personal foul by D. Bembry (drawn by T. Hardaway),,92,83
4,7:33.0,Turnover by Team (shot clock),,92,83
4,7:27.0,,Personal foul by E. Freedom (drawn by M. Plumlee),92,83
4,7:20.0,,T. Young makes 2-pt layup from 1 ft,92,85
4,6:54.0,Shooting foul by M. Plumlee (drawn by E. Freedom),,92,85
4,6:54.0,E. Freedom misses free throw 1 of 2,,92,85
4,6:54.0,Offensive rebound by Team,,92,85
4,6:54.0,E. Freedom makes free throw 2 of 2,,93,85
4,6:40.0,,M. Plumlee makes 2-pt layup at rim (assist by T. Prince),93,87
4,6:22.0,Offensive foul by N. Vonleh (drawn by T. Prince),,93,87
4,6:22.0,Turnover by N. Vonleh (offensive foul),,93,87
4,6:22.0,M. Hezonja enters the game for A. Trier,,93,87
4,6:22.0,E. Mudiay enters the game for N. Vonleh,,93,87
4,6:09.0,,T. Prince misses 3-pt jump shot from 23 ft,93,87
4,6:01.0,,Offensive rebound by M. Plumlee,93,87
4,6:01.0,,M. Plumlee makes 2-pt layup at rim,93,89
4,5:48.0,T. Hardaway misses 3-pt jump shot from 26 ft,,93,89
4,5:45.0,Offensive rebound by E. Mudiay,,93,89
4,5:43.0,F. Ntilikina makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,96,89
4,5:27.0,,T. Young misses 3-pt jump shot from 29 ft,96,89
4,5:27.0,,Offensive rebound by Team,96,89
4,5:27.0,Loose ball foul by F. Ntilikina (drawn by O. Spellman),,96,89
4,5:27.0,D. Dotson enters the game for F. Ntilikina,,96,89
4,5:27.0,,Atlanta full timeout,96,89
4,5:15.0,,T. Young misses 2-pt jump shot from 21 ft,96,89
4,5:11.0,Defensive rebound by E. Freedom,,96,89
4,4:58.0,Personal foul by D. Bembry (drawn by T. Hardaway),,96,89
4,4:58.0,T. Hardaway makes free throw 1 of 2,,97,89
4,4:58.0,A. Trier enters the game for E. Mudiay,,97,89
4,4:58.0,T. Hardaway makes free throw 2 of 2,,98,89
4,4:34.0,,T. Young makes 2-pt layup from 2 ft,98,91
4,4:17.0,T. Hardaway misses 2-pt jump shot from 18 ft,,98,91
4,4:14.0,,Defensive rebound by D. Bembry,98,91
4,4:09.0,,D. Bembry misses 2-pt layup from 2 ft,98,91
4,4:09.0,Defensive rebound by M. Hezonja,,98,91
4,3:56.0,Offensive foul by E. Freedom (drawn by D. Bembry),,98,91
4,3:56.0,Turnover by E. Freedom (offensive foul),,98,91
4,3:56.0,,K. Bazemore enters the game for O. Spellman,98,91
4,3:42.0,,T. Prince makes 2-pt layup from 6 ft,98,93
4,3:42.0,,Shooting foul by M. Hezonja (drawn by T. Prince),98,93
4,3:42.0,,T. Prince makes free throw 1 of 1,98,94
4,3:30.0,Personal foul by D. Bembry (drawn by T. Hardaway),,98,94
4,3:30.0,T. Hardaway makes free throw 1 of 2,,99,94
4,3:30.0,N. Vonleh enters the game for E. Freedom,,99,94
4,3:30.0,T. Hardaway makes free throw 2 of 2,,100,94
4,3:18.0,,T. Young misses 2-pt layup from 2 ft,100,94
4,3:16.0,Defensive rebound by M. Hezonja,,100,94
4,3:06.0,T. Hardaway misses 3-pt jump shot from 25 ft,,100,94
4,3:03.0,,Defensive rebound by D. Bembry,100,94
4,2:58.0,,D. Bembry makes 2-pt layup from 1 ft,100,96
4,2:34.0,A. Trier makes 2-pt jump shot from 19 ft,,102,96
4,2:11.0,,M. Plumlee makes 2-pt hook shot from 6 ft (assist by T. Young),102,98
4,1:49.0,Shooting foul by M. Plumlee (drawn by T. Hardaway),,102,98
4,1:49.0,T. Hardaway makes free throw 1 of 2,,103,98
4,1:49.0,,O. Spellman enters the game for M. Plumlee,103,98
4,1:49.0,T. Hardaway makes free throw 2 of 2,,104,98
4,1:36.0,,T. Prince makes 2-pt layup from 3 ft (assist by T. Young),104,100
4,1:26.0,T. Hardaway makes 2-pt layup from 2 ft,,106,100
4,1:18.0,,T. Young misses 3-pt jump shot from 25 ft,106,100
4,1:11.0,Defensive rebound by D. Dotson,,106,100
4,1:04.0,T. Hardaway misses 3-pt jump shot from 25 ft,,106,100
4,1:00.0,,Defensive rebound by O. Spellman,106,100
4,0:54.0,,Shooting foul by N. Vonleh (drawn by T. Young),106,100
4,0:54.0,,T. Young makes free throw 1 of 2,106,101
4,0:54.0,E. Mudiay enters the game for M. Hezonja,,106,101
4,0:54.0,,A. Poythress enters the game for O. Spellman,106,101
4,0:54.0,,T. Young makes free throw 2 of 2,106,102
4,0:38.0,T. Hardaway misses 2-pt layup from 4 ft (block by D. Bembry),,106,102
4,0:38.0,Offensive rebound by Team,,106,102
4,0:38.0,New York full timeout,,106,102
4,0:31.0,E. Mudiay makes 2-pt jump shot from 17 ft,,108,102
4,0:25.0,,T. Young misses 3-pt jump shot from 27 ft,108,102
4,0:22.0,,Offensive rebound by A. Poythress,108,102
4,0:22.0,,A. Poythress makes 2-pt layup from 2 ft,108,104
4,0:21.0,Personal take foul by A. Poythress (drawn by T. Hardaway),,108,104
4,0:21.0,T. Hardaway misses free throw 1 of 2,,108,104
4,0:21.0,Offensive rebound by Team,,108,104
4,0:21.0,M. Hezonja enters the game for E. Mudiay,,108,104
4,0:21.0,,O. Spellman enters the game for D. Bembry,108,104
4,0:21.0,T. Hardaway makes free throw 2 of 2,,109,104
4,0:21.0,,Atlanta full timeout,109,104
4,0:21.0,M. Robinson enters the game for M. Hezonja,,109,104
4,0:21.0,,V. Carter enters the game for K. Bazemore,109,104
4,0:21.0,,D. Dedmon enters the game for O. Spellman,109,104
4,0:20.0,,Turnover by A. Poythress (out of bounds lost ball),109,104
4,0:20.0,E. Freedom enters the game for M. Robinson,,109,104
4,0:20.0,,K. Bazemore enters the game for V. Carter,109,104
4,0:20.0,,D. Bembry enters the game for T. Young,109,104
4,0:20.0,New York full timeout,,109,104
4,0:19.0,Personal take foul by D. Bembry (drawn by T. Hardaway),,109,104
4,0:19.0,T. Hardaway misses free throw 1 of 2,,109,104
4,0:19.0,Offensive rebound by Team,,109,104
4,0:19.0,M. Robinson enters the game for E. Freedom,,109,104
4,0:19.0,,T. Young enters the game for A. Poythress,109,104
4,0:19.0,T. Hardaway makes free throw 2 of 2,,110,104
4,0:12.0,,Shooting foul by A. Trier (drawn by T. Prince),110,104
4,0:12.0,,T. Prince misses free throw 1 of 3,110,104
4,0:12.0,,Offensive rebound by Team,110,104
4,0:12.0,,T. Prince misses free throw 2 of 3,110,104
4,0:12.0,,Offensive rebound by Team,110,104
4,0:12.0,,T. Prince makes free throw 3 of 3,110,105
4,0:12.0,E. Freedom enters the game for M. Robinson,,110,105
4,0:09.0,Personal take foul by D. Bembry (drawn by T. Hardaway),,110,105
4,0:09.0,T. Hardaway makes free throw 1 of 2,,111,105
4,0:09.0,T. Hardaway makes free throw 2 of 2,,112,105
4,0:03.0,,T. Young makes 2-pt layup from 2 ft,112,107
