QUARTER,TIME_REMAINING,BOSTON_ACTION,WASHINGTON_ACTION,BOSTON_SCORE,WASHINGTON_SCORE
4,5:50.0,Defensive rebound by P. Dozier,,106,100
4,5:33.0,Shooting foul by I. Mahinmi (drawn by B. Wanamaker),,106,100
4,5:33.0,B. Wanamaker misses free throw 1 of 2,,106,100
4,5:33.0,Offensive rebound by Team,,106,100
4,5:33.0,B. Wanamaker makes free throw 2 of 2,,107,100
4,5:10.0,,S. Dekker misses 3-pt jump shot from 29 ft,107,100
4,5:07.0,Defensive rebound by S. Ojeleye,,107,100
4,5:00.0,S. Ojeleye makes 2-pt layup from 3 ft (assist by R. Hunter),,109,100
4,4:31.0,,J. Green misses 2-pt jump shot from 1 ft,109,100
4,4:27.0,,Offensive rebound by I. Mahinmi,109,100
4,4:27.0,,I. Mahinmi makes 2-pt dunk from 1 ft,109,102
4,4:13.0,R. Hunter misses 3-pt jump shot from 28 ft,,109,102
4,4:10.0,,Defensive rebound by D. Robinson,109,102
4,3:56.0,,D. Robinson misses 2-pt layup from 3 ft,109,102
4,3:52.0,Defensive rebound by P. Dozier,,109,102
4,3:45.0,Boston full timeout,,109,102
4,3:45.0,G. Yabusele enters the game for R. Williams,,109,102
4,3:40.0,G. Yabusele makes 3-pt jump shot from 27 ft (assist by S. Ojeleye),,112,102
4,3:22.0,,D. Robinson makes 2-pt dunk from 1 ft (assist by C. Randle),112,104
4,3:04.0,Boston full timeout,,112,104
4,2:59.0,Personal foul by C. Randle (drawn by G. Yabusele),,112,104
4,2:55.0,Personal foul by I. Mahinmi (drawn by B. Wanamaker),,112,104
4,2:55.0,B. Wanamaker misses free throw 1 of 2,,112,104
4,2:55.0,Offensive rebound by Team,,112,104
4,2:55.0,B. Wanamaker makes free throw 2 of 2,,113,104
4,2:40.0,,C. Randle makes 3-pt jump shot from 29 ft (assist by D. Robinson),113,107
4,2:16.0,R. Hunter misses 3-pt jump shot from 32 ft,,113,107
4,2:13.0,Offensive rebound by S. Ojeleye,,113,107
4,2:12.0,Shooting foul by S. Dekker (drawn by S. Ojeleye),,113,107
4,2:12.0,S. Ojeleye misses free throw 1 of 2,,113,107
4,2:12.0,Offensive rebound by Team,,113,107
4,2:12.0,S. Ojeleye misses free throw 2 of 2,,113,107
4,2:09.0,,Defensive rebound by I. Mahinmi,113,107
4,2:05.0,,Washington full timeout,113,107
4,2:05.0,R. Williams enters the game for G. Yabusele,,113,107
4,1:49.0,,J. Green misses 2-pt jump shot from 12 ft,113,107
4,1:45.0,Defensive rebound by B. Wanamaker,,113,107
4,1:45.0,B. Wanamaker makes 2-pt layup from 1 ft,,115,107
4,1:41.0,,Shooting foul by R. Hunter (drawn by J. Green),115,107
4,1:41.0,,J. Green misses free throw 1 of 2,115,107
4,1:41.0,,Offensive rebound by Team,115,107
4,1:41.0,,J. Green makes free throw 2 of 2,115,108
4,1:30.0,Personal foul by D. Robinson (drawn by R. Hunter),,115,108
4,1:30.0,R. Hunter misses free throw 1 of 2,,115,108
4,1:30.0,Offensive rebound by Team,,115,108
4,1:30.0,R. Hunter makes free throw 2 of 2,,116,108
4,1:18.0,,Shooting foul by R. Williams (drawn by C. Randle),116,108
4,1:18.0,G. Yabusele enters the game for R. Williams,,116,108
4,1:18.0,,C. Randle makes free throw 1 of 2,116,109
4,1:18.0,,C. Randle makes free throw 2 of 2,116,110
4,0:57.0,B. Wanamaker misses 2-pt jump shot from 21 ft,,116,110
4,0:55.0,,Defensive rebound by S. Dekker,116,110
4,0:48.0,,J. Green misses 3-pt jump shot from 28 ft,116,110
4,0:47.0,Defensive rebound by P. Dozier,,116,110
4,0:35.0,R. Hunter misses 2-pt layup from 3 ft (block by J. Green),,116,110
4,0:31.0,,Defensive rebound by I. Mahinmi,116,110
4,0:27.0,,J. Green misses 3-pt jump shot from 26 ft,116,110
4,0:23.0,Defensive rebound by B. Wanamaker,,116,110
4,0:01.0,Turnover by Team (shot clock),,116,110
4,0:00.0,,J. Green misses 3-pt jump shot from 35 ft,116,110
4,0:00.0,,Offensive rebound by Team,116,110
