QUARTER,TIME_REMAINING,ATLANTA_ACTION,NEW YORK_ACTION,ATLANTA_SCORE,NEW YORK_SCORE
4,9:25.0,,Personal foul by V. Carter (drawn by A. Trier),90,110
4,9:12.0,,R. Baker misses 3-pt jump shot from 26 ft,90,110
4,9:10.0,Defensive rebound by V. Carter,,90,110
4,9:08.0,Turnover by V. Carter (bad pass),,90,110
4,8:57.0,,Personal foul by O. Spellman (drawn by A. Trier),90,110
4,8:44.0,,T. Hardaway misses 2-pt jump shot from 13 ft,90,110
4,8:43.0,,Offensive rebound by Team,90,110
4,8:43.0,,Turnover by Team (shot clock),90,110
4,8:29.0,T. Young misses 3-pt jump shot from 27 ft,,90,110
4,8:27.0,,Defensive rebound by M. Hezonja,90,110
4,8:17.0,,M. Hezonja misses 2-pt layup at rim,90,110
4,8:15.0,Defensive rebound by T. Dorsey,,90,110
4,8:10.0,T. Dorsey misses 2-pt jump shot from 20 ft,,90,110
4,8:09.0,Offensive rebound by Team,,90,110
4,8:08.0,Personal foul by M. Hezonja (drawn by T. Young),,90,110
4,8:08.0,A. Poythress enters the game for V. Carter,,90,110
4,8:08.0,,E. Freedom enters the game for T. Hardaway,90,110
4,8:08.0,,F. Ntilikina enters the game for N. Vonleh,90,110
4,8:04.0,T. Young makes 2-pt layup from 2 ft,,92,110
4,7:36.0,,E. Freedom misses 2-pt jump shot from 16 ft,92,110
4,7:34.0,Defensive rebound by K. Bazemore,,92,110
4,7:21.0,A. Poythress misses 3-pt jump shot from 23 ft,,92,110
4,7:19.0,,Defensive rebound by E. Freedom,92,110
4,7:10.0,,Turnover by E. Freedom (lost ball; steal by O. Spellman),92,110
4,7:05.0,T. Dorsey misses 2-pt layup from 1 ft,,92,110
4,7:03.0,,Defensive rebound by R. Baker,92,110
4,6:50.0,,M. Hezonja makes 2-pt layup from 5 ft,92,112
4,6:50.0,,Shooting foul by A. Poythress (drawn by M. Hezonja),92,112
4,6:50.0,,New York full timeout,92,112
4,6:50.0,D. Bembry enters the game for T. Dorsey,,92,112
4,6:50.0,T. Prince enters the game for A. Poythress,,92,112
4,6:50.0,,M. Hezonja misses free throw 1 of 1,92,112
4,6:49.0,Defensive rebound by O. Spellman,,92,112
4,6:36.0,Turnover by K. Bazemore (bad pass; steal by M. Hezonja),,92,112
4,6:33.0,,Offensive foul by M. Hezonja (drawn by T. Prince),92,112
4,6:33.0,,Turnover by M. Hezonja (offensive foul),92,112
4,6:18.0,O. Spellman makes 2-pt jump shot from 13 ft (assist by T. Prince),,94,112
4,6:08.0,,M. Hezonja makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),94,115
4,5:57.0,O. Spellman misses 3-pt jump shot from 26 ft,,94,115
4,5:55.0,Offensive rebound by K. Bazemore,,94,115
4,5:55.0,K. Bazemore makes 2-pt dunk from 1 ft,,96,115
4,5:40.0,,M. Hezonja makes 2-pt jump shot from 20 ft,96,117
4,5:24.0,O. Spellman makes 3-pt jump shot from 26 ft (assist by D. Bembry),,99,117
4,5:07.0,,M. Hezonja makes 2-pt jump shot from 2 ft (assist by E. Freedom),99,119
4,5:01.0,Turnover by T. Young (bad pass; steal by F. Ntilikina),,99,119
4,4:57.0,,M. Hezonja misses 3-pt jump shot from 26 ft,99,119
4,4:55.0,,Offensive rebound by E. Freedom,99,119
4,4:55.0,A. Poythress enters the game for O. Spellman,,99,119
4,4:45.0,,E. Freedom makes 2-pt layup from 2 ft (assist by R. Baker),99,121
4,4:45.0,,Shooting foul by A. Poythress (drawn by E. Freedom),99,121
4,4:45.0,,E. Freedom makes free throw 1 of 1,99,122
4,4:35.0,Turnover by A. Poythress (out of bounds lost ball),,99,122
4,4:35.0,K. Huerter enters the game for K. Bazemore,,99,122
4,4:17.0,,Turnover by A. Trier (out of bounds lost ball),99,122
4,4:17.0,J. Adams enters the game for T. Prince,,99,122
4,4:02.0,Offensive foul by T. Young (drawn by E. Freedom),,99,122
4,4:02.0,Turnover by T. Young (offensive foul),,99,122
4,3:49.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by E. Freedom),99,125
4,3:36.0,Turnover by A. Poythress (bad pass),,99,125
4,3:23.0,,Shooting foul by A. Poythress (drawn by E. Freedom),99,125
4,3:23.0,J. Lin enters the game for T. Young,,99,125
4,3:23.0,,E. Freedom misses free throw 1 of 2,99,125
4,3:23.0,,Offensive rebound by Team,99,125
4,3:23.0,,E. Freedom makes free throw 2 of 2,99,126
4,3:08.0,Personal foul by M. Hezonja (drawn by J. Lin),,99,126
4,3:08.0,,K. Knox enters the game for E. Freedom,99,126
4,3:00.0,Turnover by J. Lin (out of bounds lost ball),,99,126
4,2:40.0,,M. Hezonja misses 2-pt layup from 2 ft,99,126
4,2:38.0,Defensive rebound by K. Huerter,,99,126
4,2:34.0,D. Bembry misses 2-pt layup from 1 ft (block by A. Trier),,99,126
4,2:32.0,Offensive rebound by A. Poythress,,99,126
4,2:32.0,A. Poythress makes 2-pt dunk from 1 ft,,101,126
4,2:28.0,,M. Hezonja misses 3-pt jump shot from 25 ft,101,126
4,2:26.0,Defensive rebound by J. Adams,,101,126
4,2:23.0,A. Poythress makes 2-pt layup from 2 ft (assist by J. Adams),,103,126
4,2:23.0,Shooting foul by K. Knox (drawn by A. Poythress),,103,126
4,2:23.0,Atlanta full timeout,,103,126
4,2:23.0,A. Poythress misses free throw 1 of 1,,103,126
4,2:21.0,,Defensive rebound by M. Hezonja,103,126
4,2:05.0,,K. Knox misses 3-pt jump shot from 25 ft,103,126
4,2:03.0,Defensive rebound by K. Huerter,,103,126
4,1:55.0,Turnover by D. Bembry (bad pass; steal by F. Ntilikina),,103,126
4,1:49.0,,Offensive foul by M. Hezonja (drawn by J. Adams),103,126
4,1:49.0,,Turnover by M. Hezonja (offensive foul),103,126
4,1:39.0,A. Poythress misses 2-pt dunk from 1 ft (block by F. Ntilikina),,103,126
4,1:37.0,,Defensive rebound by R. Baker,103,126
4,1:16.0,,M. Hezonja misses 3-pt jump shot from 26 ft,103,126
4,1:14.0,Defensive rebound by J. Lin,,103,126
4,1:10.0,J. Lin makes 2-pt layup from 1 ft,,105,126
4,0:52.0,,F. Ntilikina misses 2-pt jump shot from 10 ft,105,126
4,0:50.0,Defensive rebound by J. Lin,,105,126
4,0:46.0,J. Lin makes 2-pt layup from 2 ft,,107,126
4,0:23.0,,Turnover by M. Hezonja (lost ball; steal by D. Bembry),107,126
4,0:19.0,J. Adams misses 3-pt jump shot from 24 ft,,107,126
4,0:17.0,Offensive rebound by K. Huerter,,107,126
4,0:16.0,K. Huerter misses 2-pt layup from 2 ft (block by A. Trier),,107,126
4,0:13.0,,Defensive rebound by A. Trier,107,126
