QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
4,0:43.0,B. Brown enters the game for L. Kennard,,109,102
4,0:35.0,,Z. LaVine misses 3-pt jump shot from 24 ft,109,102
4,0:34.0,Defensive rebound by A. Drummond,,109,102
4,0:34.0,Personal foul by K. Dunn (drawn by A. Drummond),,109,102
4,0:34.0,A. Drummond misses free throw 1 of 2,,109,102
4,0:34.0,Offensive rebound by Team,,109,102
4,0:34.0,A. Drummond misses free throw 2 of 2,,109,102
4,0:33.0,,Defensive rebound by Z. LaVine,109,102
4,0:27.0,,Turnover by Z. LaVine (out of bounds lost ball),109,102
4,0:27.0,L. Kennard enters the game for B. Brown,,109,102
4,0:27.0,,W. Selden enters the game for R. Lopez,109,102
4,0:26.0,Personal take foul by Z. LaVine (drawn by L. Kennard),,109,102
4,0:26.0,L. Kennard makes free throw 1 of 2,,110,102
4,0:26.0,B. Brown enters the game for I. Smith,,110,102
4,0:26.0,,R. Lopez enters the game for W. Selden,110,102
4,0:26.0,L. Kennard makes free throw 2 of 2,,111,102
4,0:26.0,,Chicago full timeout,111,102
4,0:23.0,,Z. LaVine makes 2-pt dunk from 1 ft (assist by O. Porter),111,104
4,0:21.0,Personal take foul by K. Dunn (drawn by L. Galloway),,111,104
4,0:21.0,L. Galloway misses free throw 1 of 2,,111,104
4,0:21.0,Offensive rebound by Team,,111,104
4,0:21.0,,R. Arcidiacono enters the game for O. Porter,111,104
4,0:21.0,L. Galloway makes free throw 2 of 2,,112,104
4,0:11.0,,R. Lopez misses 2-pt hook shot from 2 ft,112,104
4,0:08.0,Defensive rebound by B. Griffin,,112,104
