QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW YORK_ACTION,ORLANDO_SCORE,NEW YORK_SCORE
4,3:31.0,,Turnover by E. Mudiay (offensive foul),100,100
4,3:28.0,Orlando full timeout,,100,100
4,3:20.0,E. Fournier misses 2-pt jump shot from 12 ft,,100,100
4,3:18.0,,Defensive rebound by A. Trier,100,100
4,2:58.0,,E. Mudiay misses 2-pt layup from 2 ft (block by N. Vučević),100,100
4,2:57.0,,Offensive rebound by M. Robinson,100,100
4,2:57.0,,Personal foul by D. Augustin (drawn by M. Robinson),100,100
4,2:57.0,,M. Robinson misses free throw 1 of 2,100,100
4,2:57.0,,Offensive rebound by Team,100,100
4,2:57.0,,M. Robinson makes free throw 2 of 2,100,101
4,2:40.0,J. Isaac misses 2-pt layup from 1 ft,,100,101
4,2:39.0,Offensive rebound by J. Isaac,,100,101
4,2:38.0,J. Isaac misses 2-pt layup from 2 ft (block by M. Robinson),,100,101
4,2:36.0,Offensive rebound by Team,,100,101
4,2:32.0,N. Vučević misses 2-pt jump shot from 21 ft,,100,101
4,2:30.0,,Defensive rebound by H. Ellenson,100,101
4,2:11.0,,H. Ellenson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),100,104
4,1:52.0,E. Fournier misses 3-pt jump shot from 28 ft,,100,104
4,1:50.0,,Defensive rebound by E. Mudiay,100,104
4,1:30.0,,J. Jenkins misses 3-pt jump shot from 27 ft,100,104
4,1:28.0,Defensive rebound by J. Isaac,,100,104
4,1:16.0,A. Gordon misses 2-pt jump shot from 19 ft,,100,104
4,1:14.0,Offensive rebound by N. Vučević,,100,104
4,1:14.0,N. Vučević misses 2-pt layup from 1 ft,,100,104
4,1:12.0,,Defensive rebound by A. Trier,100,104
4,0:51.0,,A. Trier misses 2-pt jump shot from 18 ft,100,104
4,0:48.0,Defensive rebound by E. Fournier,,100,104
4,0:38.0,Turnover by N. Vučević (lost ball; steal by A. Trier),,100,104
4,0:33.0,,Personal foul by N. Vučević (drawn by E. Mudiay),100,104
4,0:33.0,,E. Mudiay makes free throw 1 of 2,100,105
4,0:33.0,T. Ross enters the game for J. Isaac,,100,105
4,0:33.0,,E. Mudiay makes free throw 2 of 2,100,106
4,0:33.0,Orlando full timeout,,100,106
4,0:33.0,,L. Thomas enters the game for J. Jenkins,100,106
4,0:28.0,T. Ross makes 3-pt jump shot from 26 ft (assist by E. Fournier),,103,106
4,0:28.0,,New York full timeout,103,106
4,0:28.0,J. Isaac enters the game for D. Augustin,,103,106
4,0:28.0,W. Iwundu enters the game for T. Ross,,103,106
4,0:28.0,,J. Jenkins enters the game for M. Robinson,103,106
4,0:23.0,,Personal take foul by A. Gordon (drawn by A. Trier),103,106
4,0:23.0,,A. Trier makes free throw 1 of 2,103,107
4,0:23.0,D. Augustin enters the game for J. Isaac,,103,107
4,0:23.0,T. Ross enters the game for W. Iwundu,,103,107
4,0:23.0,,M. Robinson enters the game for J. Jenkins,103,107
4,0:23.0,,A. Trier makes free throw 2 of 2,103,108
4,0:10.0,T. Ross misses 3-pt jump shot from 27 ft,,103,108
4,0:08.0,,Defensive rebound by M. Robinson,103,108
4,0:04.0,,Personal take foul by A. Gordon (drawn by E. Mudiay),103,108
4,0:04.0,,E. Mudiay misses free throw 1 of 2,103,108
4,0:04.0,,Offensive rebound by Team,103,108
4,0:04.0,,E. Mudiay misses free throw 2 of 2,103,108
4,0:04.0,Defensive rebound by T. Ross,,103,108
4,0:04.0,Orlando full timeout,,103,108
4,0:02.0,Turnover by A. Gordon (bad pass; steal by A. Trier),,103,108
