QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,OKLAHOMA CITY_ACTION,SACRAMENTO_SCORE,OKLAHOMA CITY_SCORE
4,9:09.0,,N. Noel makes 2-pt dunk from 1 ft (assist by R. Felton),96,91
4,8:48.0,H. Giles makes 2-pt jump shot from 14 ft (assist by H. Barnes),,98,91
4,8:36.0,,D. Schröder makes 2-pt jump shot from 14 ft,98,93
4,8:27.0,H. Barnes misses 3-pt jump shot from 25 ft,,98,93
4,8:24.0,,Defensive rebound by M. Morris,98,93
4,8:21.0,,D. Schröder misses 3-pt jump shot from 26 ft,98,93
4,8:16.0,Defensive rebound by B. Bogdanović,,98,93
4,7:58.0,B. Bogdanović makes 2-pt layup from 2 ft,,100,93
4,7:58.0,Shooting foul by N. Noel (drawn by B. Bogdanović),,100,93
4,7:58.0,W. Cauley-Stein enters the game for Y. Ferrell,,100,93
4,7:58.0,D. Fox enters the game for H. Giles,,100,93
4,7:58.0,,R. Westbrook enters the game for P. George,100,93
4,7:58.0,B. Bogdanović makes free throw 1 of 1,,101,93
4,7:35.0,,R. Felton misses 2-pt jump shot from 19 ft,101,93
4,7:29.0,Defensive rebound by B. Bogdanović,,101,93
4,7:23.0,D. Fox makes 2-pt layup from 1 ft,,103,93
4,7:23.0,Shooting foul by M. Morris (drawn by D. Fox),,103,93
4,7:23.0,,T. Ferguson enters the game for D. Schröder,103,93
4,7:23.0,D. Fox makes free throw 1 of 1,,104,93
4,7:14.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Felton),104,96
4,6:57.0,M. Bagley misses 3-pt jump shot from 25 ft,,104,96
4,6:52.0,,Defensive rebound by N. Noel,104,96
4,6:49.0,,Shooting foul by D. Fox (drawn by R. Westbrook),104,96
4,6:49.0,,R. Westbrook makes free throw 1 of 3,104,97
4,6:49.0,,R. Westbrook makes free throw 2 of 3,104,98
4,6:49.0,,R. Westbrook makes free throw 3 of 3,104,99
4,6:32.0,H. Barnes misses 2-pt layup from 3 ft (block by N. Noel),,104,99
4,6:28.0,,Defensive rebound by M. Morris,104,99
4,6:26.0,,R. Westbrook makes 2-pt layup from 1 ft,104,101
4,6:26.0,Sacramento full timeout,,104,101
4,6:26.0,B. Hield enters the game for B. Bogdanović,,104,101
4,6:26.0,,P. George enters the game for R. Felton,104,101
4,6:12.0,Shooting foul by T. Ferguson (drawn by B. Hield),,104,101
4,6:12.0,B. Hield makes free throw 1 of 2,,105,101
4,6:12.0,B. Hield makes free throw 2 of 2,,106,101
4,6:01.0,,Shooting foul by M. Bagley (drawn by M. Morris),106,101
4,6:01.0,,M. Morris makes free throw 1 of 3,106,102
4,6:01.0,,M. Morris makes free throw 2 of 3,106,103
4,6:01.0,,M. Morris makes free throw 3 of 3,106,104
4,5:49.0,D. Fox makes 2-pt jump shot from 15 ft,,108,104
4,5:32.0,,R. Westbrook makes 3-pt jump shot from 25 ft,108,107
4,5:16.0,D. Fox misses 2-pt layup from 2 ft,,108,107
4,5:15.0,Offensive rebound by Team,,108,107
4,5:13.0,Turnover by B. Hield (bad pass; steal by N. Noel),,108,107
4,5:07.0,,R. Westbrook makes 2-pt layup from 2 ft,108,109
4,5:07.0,Violation by Team (def goaltending),,108,109
4,4:57.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),,110,109
4,4:36.0,,R. Westbrook makes 2-pt layup from 2 ft,110,111
4,4:21.0,M. Bagley makes 2-pt jump shot from 17 ft (assist by D. Fox),,112,111
4,4:00.0,,Turnover by R. Westbrook (bad pass; steal by M. Bagley),112,111
4,3:56.0,M. Bagley misses 2-pt layup from 2 ft (block by M. Morris),,112,111
4,3:53.0,,Defensive rebound by P. George,112,111
4,3:40.0,,R. Westbrook misses 3-pt jump shot from 25 ft,112,111
4,3:35.0,,Offensive rebound by M. Morris,112,111
4,3:35.0,,M. Morris misses 2-pt dunk from 1 ft,112,111
4,3:34.0,,Offensive rebound by N. Noel,112,111
4,3:34.0,,N. Noel misses 2-pt layup from 1 ft,112,111
4,3:34.0,Defensive rebound by M. Bagley,,112,111
4,3:23.0,D. Fox misses 2-pt layup from 3 ft (block by M. Morris),,112,111
4,3:21.0,,Defensive rebound by M. Morris,112,111
4,3:19.0,,R. Westbrook misses 2-pt layup from 1 ft (block by B. Hield),112,111
4,3:19.0,Defensive rebound by Team,,112,111
4,3:19.0,,S. Adams enters the game for M. Morris,112,111
4,3:19.0,,J. Grant enters the game for N. Noel,112,111
4,3:00.0,Shooting foul by J. Grant (drawn by M. Bagley),,112,111
4,3:00.0,M. Bagley makes free throw 1 of 2,,113,111
4,3:00.0,M. Bagley makes free throw 2 of 2,,114,111
4,2:44.0,,T. Ferguson misses 3-pt jump shot from 23 ft,114,111
4,2:42.0,Defensive rebound by M. Bagley,,114,111
4,2:31.0,D. Fox makes 2-pt layup from 2 ft,,116,111
4,2:31.0,Shooting foul by S. Adams (drawn by D. Fox),,116,111
4,2:31.0,D. Fox misses free throw 1 of 1,,116,111
4,2:27.0,,Defensive rebound by S. Adams,116,111
4,2:20.0,,Shooting foul by H. Barnes (drawn by P. George),116,111
4,2:20.0,,P. George makes free throw 1 of 2,116,112
4,2:20.0,,P. George makes free throw 2 of 2,116,113
4,1:57.0,B. Hield misses 2-pt jump shot from 17 ft,,116,113
4,1:54.0,,Defensive rebound by J. Grant,116,113
4,1:51.0,,P. George misses 3-pt jump shot from 25 ft,116,113
4,1:47.0,,Offensive rebound by S. Adams,116,113
4,1:38.0,,R. Westbrook misses 3-pt jump shot from 28 ft,116,113
4,1:33.0,Defensive rebound by W. Cauley-Stein,,116,113
4,1:16.0,M. Bagley misses 2-pt jump shot from 3 ft,,116,113
4,1:14.0,,Defensive rebound by S. Adams,116,113
4,1:01.0,,R. Westbrook makes 3-pt jump shot from 24 ft (assist by T. Ferguson),116,116
4,0:44.0,D. Fox misses 2-pt layup from 4 ft,,116,116
4,0:42.0,,Defensive rebound by J. Grant,116,116
4,0:37.0,,R. Westbrook misses 2-pt jump shot from 17 ft,116,116
4,0:34.0,Defensive rebound by W. Cauley-Stein,,116,116
4,0:29.0,Personal foul by T. Ferguson (drawn by D. Fox),,116,116
4,0:29.0,D. Fox makes free throw 1 of 2,,117,116
4,0:29.0,D. Fox makes free throw 2 of 2,,118,116
4,0:29.0,,Oklahoma City full timeout,118,116
4,0:29.0,Y. Ferrell enters the game for M. Bagley,,118,116
4,0:17.0,,J. Grant misses 3-pt jump shot from 23 ft,118,116
4,0:14.0,,Offensive rebound by T. Ferguson,118,116
4,0:11.0,,Offensive foul by R. Westbrook (drawn by W. Cauley-Stein),118,116
4,0:11.0,,Turnover by R. Westbrook (offensive foul),118,116
4,0:04.0,Personal foul by S. Adams (drawn by H. Barnes),,118,116
4,0:04.0,M. Bagley enters the game for Y. Ferrell,,118,116
4,0:04.0,Offensive rebound by Team,,118,116
4,0:04.0,H. Barnes misses free throw 1 of 2,,118,116
4,0:04.0,H. Barnes makes free throw 2 of 2,,119,116
4,0:04.0,,Oklahoma City full timeout,119,116
4,0:00.0,,P. George misses 3-pt jump shot from 30 ft,119,116
4,0:00.0,,Offensive rebound by Team,119,116
