QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
4,2:34.0,,Personal foul by T. Young (drawn by B. Griffin),94,107
4,2:27.0,,Shooting foul by T. Young (drawn by B. Griffin),94,107
4,2:27.0,,B. Griffin misses free throw 1 of 2,94,107
4,2:27.0,,Offensive rebound by Team,94,107
4,2:27.0,,B. Griffin misses free throw 2 of 2,94,107
4,2:24.0,Defensive rebound by D. Sabonis,,94,107
4,2:12.0,D. Collison misses 2-pt jump shot from 10 ft,,94,107
4,2:09.0,,Defensive rebound by R. Jackson,94,107
4,1:57.0,,Flagrant foul type 1 by T. Young (drawn by A. Drummond),94,107
4,1:57.0,,A. Drummond misses flagrant free throw 1 of 2,94,107
4,1:57.0,,Offensive rebound by Team,94,107
4,1:57.0,,A. Drummond misses flagrant free throw 2 of 2,94,107
4,1:57.0,,Offensive rebound by Team,94,107
4,1:41.0,,B. Griffin misses 3-pt jump shot from 27 ft,94,107
4,1:38.0,Defensive rebound by B. Bogdanović,,94,107
4,1:32.0,Personal foul by B. Brown (drawn by W. Matthews),,94,107
4,1:32.0,Technical foul by T. Young,,94,107
4,1:32.0,,Technical foul by A. Drummond,94,107
4,1:32.0,M. Turner enters the game for T. Young,,94,107
4,1:32.0,W. Matthews makes free throw 1 of 2,,95,107
4,1:32.0,W. Matthews makes free throw 2 of 2,,96,107
4,1:17.0,,W. Ellington misses 3-pt jump shot from 27 ft,96,107
4,1:17.0,Defensive rebound by Team,,96,107
4,1:17.0,Indiana full timeout,,96,107
4,1:12.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by W. Matthews),,99,107
4,1:01.0,,Personal foul by M. Turner (drawn by R. Jackson),99,107
4,1:01.0,T. Leaf enters the game for D. Sabonis,,99,107
4,1:01.0,,R. Jackson makes free throw 1 of 2,99,108
4,1:01.0,,R. Jackson makes free throw 2 of 2,99,109
4,0:44.0,D. Collison makes 3-pt jump shot from 24 ft (assist by W. Matthews),,102,109
4,0:38.0,,Turnover by B. Brown (lost ball; steal by W. Matthews),102,109
4,0:37.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,102,109
4,0:35.0,,Defensive rebound by B. Griffin,102,109
4,0:29.0,,Personal foul by W. Matthews (drawn by B. Griffin),102,109
4,0:29.0,,B. Griffin misses free throw 1 of 2,102,109
4,0:29.0,,Offensive rebound by Team,102,109
4,0:29.0,,B. Griffin makes free throw 2 of 2,102,110
4,0:29.0,Indiana full timeout,,102,110
4,0:28.0,Personal foul by W. Ellington (drawn by B. Bogdanović),,102,110
4,0:28.0,B. Bogdanović makes free throw 1 of 2,,103,110
4,0:28.0,B. Bogdanović makes free throw 2 of 2,,104,110
4,0:28.0,,Detroit full timeout,104,110
4,0:28.0,,L. Galloway enters the game for B. Brown,104,110
4,0:28.0,,L. Kennard enters the game for A. Drummond,104,110
4,0:25.0,,Personal take foul by M. Turner (drawn by R. Jackson),104,110
4,0:25.0,,R. Jackson makes free throw 1 of 2,104,111
4,0:25.0,,B. Brown enters the game for L. Galloway,104,111
4,0:25.0,,A. Drummond enters the game for L. Kennard,104,111
4,0:25.0,,R. Jackson makes free throw 2 of 2,104,112
4,0:19.0,D. Collison makes 2-pt layup from 4 ft,,106,112
4,0:16.0,,Personal foul by B. Bogdanović (drawn by W. Ellington),106,112
4,0:16.0,,W. Ellington misses free throw 1 of 2,106,112
4,0:16.0,,Offensive rebound by Team,106,112
4,0:16.0,,W. Ellington makes free throw 2 of 2,106,113
4,0:06.0,D. Collison makes 3-pt jump shot from 27 ft,,109,113
4,0:03.0,,Detroit full timeout,109,113
