QUARTER,TIME_REMAINING,TORONTO_ACTION,CHICAGO_ACTION,TORONTO_SCORE,CHICAGO_SCORE
4,4:28.0,,A. Blakeney misses 2-pt layup from 2 ft (block by C. Boucher),108,73
4,4:25.0,Defensive rebound by C. Boucher,,108,73
4,4:18.0,Turnover by L. Brown (bad pass),,108,73
4,4:11.0,,S. Harrison misses 2-pt jump shot from 15 ft,108,73
4,4:08.0,Defensive rebound by C. Boucher,,108,73
4,3:59.0,G. Monroe makes 2-pt jump shot from 13 ft (assist by J. Loyd),,110,73
4,3:51.0,,S. Harrison misses 2-pt layup from 5 ft (block by C. Boucher),110,73
4,3:51.0,,Offensive rebound by Team,110,73
4,3:48.0,,A. Blakeney misses 2-pt jump shot from 3 ft,110,73
4,3:44.0,Defensive rebound by G. Monroe,,110,73
4,3:36.0,Shooting foul by C. Hutchison (drawn by G. Monroe),,110,73
4,3:36.0,G. Monroe makes free throw 1 of 2,,111,73
4,3:36.0,G. Monroe misses free throw 2 of 2,,111,73
4,3:33.0,,Defensive rebound by C. Hutchison,111,73
4,3:20.0,,C. Hutchison misses 2-pt jump shot from 17 ft,111,73
4,3:15.0,Defensive rebound by J. Loyd,,111,73
4,3:06.0,L. Brown makes 2-pt jump shot from 13 ft,,113,73
4,2:50.0,,S. Harrison misses 3-pt jump shot from 23 ft (block by L. Brown),113,73
4,2:50.0,,Offensive rebound by Team,113,73
4,2:48.0,,C. Payne misses 3-pt jump shot from 26 ft,113,73
4,2:43.0,Defensive rebound by C. Boucher,,113,73
4,2:37.0,C. Boucher misses 2-pt layup from 4 ft,,113,73
4,2:37.0,,Defensive rebound by C. Payne,113,73
4,2:32.0,,A. Blakeney makes 2-pt dunk at rim (assist by C. Payne),113,75
4,2:16.0,Offensive foul by G. Monroe (drawn by C. Felício),,113,75
4,2:16.0,Turnover by G. Monroe (offensive foul),,113,75
4,2:01.0,,C. Hutchison makes 2-pt jump shot from 8 ft,113,77
4,1:50.0,Turnover by L. Brown (bad pass; steal by C. Payne),,113,77
4,1:50.0,,S. Harrison makes 2-pt dunk from 1 ft (assist by C. Payne),113,79
4,1:41.0,G. Monroe makes 2-pt dunk at rim,,115,79
4,1:33.0,,A. Blakeney makes 2-pt dunk at rim (assist by C. Felício),115,81
4,1:20.0,C. Boucher makes 2-pt dunk from 1 ft (assist by G. Monroe),,117,81
4,1:15.0,,S. Harrison misses 3-pt jump shot from 26 ft,117,81
4,1:15.0,Defensive rebound by Team,,117,81
4,1:02.0,C. Boucher misses 3-pt jump shot from 26 ft,,117,81
4,1:00.0,Offensive rebound by G. Monroe,,117,81
4,1:00.0,G. Monroe makes 2-pt layup from 1 ft,,119,81
4,0:48.0,,Shooting foul by M. Richardson (drawn by S. Harrison),119,81
4,0:48.0,,S. Harrison makes free throw 1 of 2,119,82
4,0:48.0,,S. Harrison makes free throw 2 of 2,119,83
4,0:32.0,J. Loyd makes 3-pt jump shot from 26 ft,,122,83
4,0:19.0,,Shooting foul by G. Monroe (drawn by S. Harrison),122,83
4,0:19.0,,S. Harrison misses free throw 1 of 2,122,83
4,0:19.0,,Offensive rebound by Team,122,83
4,0:19.0,,S. Harrison misses free throw 2 of 2,122,83
4,0:16.0,,Offensive rebound by A. Blakeney,122,83
4,0:15.0,,Turnover by A. Blakeney (step out of bounds),122,83
