QUARTER,TIME_REMAINING,TORONTO_ACTION,BOSTON_ACTION,TORONTO_SCORE,BOSTON_SCORE
4,3:54.0,,M. Smart enters the game for G. Hayward,104,103
4,3:36.0,Turnover by P. Siakam (bad pass; steal by K. Irving),,104,103
4,3:32.0,,K. Irving misses 2-pt layup from 3 ft,104,103
4,3:31.0,Defensive rebound by S. Ibaka,,104,103
4,3:26.0,K. Leonard misses 3-pt jump shot from 25 ft,,104,103
4,3:24.0,Offensive rebound by S. Ibaka,,104,103
4,3:09.0,K. Lowry misses 3-pt jump shot from 31 ft,,104,103
4,3:06.0,,Defensive rebound by A. Horford,104,103
4,3:00.0,,J. Tatum makes 3-pt jump shot from 25 ft (assist by K. Irving),104,106
4,2:50.0,K. Leonard misses 3-pt jump shot from 25 ft,,104,106
4,2:49.0,Offensive rebound by D. Green,,104,106
4,2:48.0,D. Green misses 2-pt layup from 2 ft (block by K. Irving),,104,106
4,2:47.0,Offensive rebound by Team,,104,106
4,2:39.0,D. Green makes 2-pt jump shot from 18 ft,,106,106
4,2:15.0,,K. Irving makes 2-pt jump shot from 18 ft,106,108
4,1:53.0,S. Ibaka misses 2-pt hook shot from 2 ft,,106,108
4,1:51.0,Offensive rebound by P. Siakam,,106,108
4,1:49.0,Turnover by Team (shot clock),,106,108
4,1:39.0,,K. Irving makes 3-pt jump shot from 31 ft,106,111
4,1:39.0,Toronto full timeout,,106,111
4,1:26.0,D. Green misses 2-pt jump shot from 21 ft,,106,111
4,1:25.0,,Defensive rebound by M. Smart,106,111
4,1:08.0,,A. Horford makes 2-pt layup from 1 ft (assist by K. Irving),106,113
4,0:55.0,K. Leonard misses 3-pt jump shot from 25 ft,,106,113
4,0:55.0,,Defensive rebound by J. Tatum,106,113
4,0:45.0,,A. Horford makes 2-pt dunk from 2 ft (assist by K. Irving),106,115
4,0:45.0,Toronto full timeout,,106,115
4,0:44.0,Personal foul by M. Smart (drawn by K. Lowry),,106,115
4,0:32.0,D. Green misses 3-pt jump shot from 24 ft,,106,115
4,0:31.0,,Defensive rebound by M. Smart,106,115
4,0:26.0,,J. Tatum makes 2-pt dunk from 2 ft (assist by K. Irving),106,117
4,0:19.0,P. Siakam makes 2-pt layup from 2 ft,,108,117
