QUARTER,TIME_REMAINING,DETROIT_ACTION,ORLANDO_ACTION,DETROIT_SCORE,ORLANDO_SCORE
4,3:34.0,,J. Isaac enters the game for T. Ross,95,104
4,3:22.0,B. Brown makes 2-pt jump shot from 20 ft (assist by R. Jackson),,97,104
4,3:13.0,,Orlando full timeout,97,104
4,3:13.0,,Away from play foul by B. Griffin (drawn by A. Gordon),97,104
4,3:13.0,,D. Augustin makes free throw 1 of 1,97,105
4,3:01.0,,J. Isaac misses 2-pt jump shot from 7 ft,97,105
4,2:58.0,Defensive rebound by R. Jackson,,97,105
4,2:57.0,B. Brown makes 2-pt layup from 6 ft (assist by R. Jackson),,99,105
4,2:36.0,,Offensive foul by N. Vučević (drawn by B. Griffin),99,105
4,2:36.0,,Turnover by N. Vučević (offensive foul),99,105
4,2:36.0,,T. Ross enters the game for J. Isaac,99,105
4,2:28.0,Turnover by R. Bullock (step out of bounds),,99,105
4,2:06.0,,D. Augustin misses 3-pt jump shot from 26 ft,99,105
4,2:04.0,,Offensive rebound by Team,99,105
4,1:57.0,,E. Fournier misses 2-pt jump shot from 7 ft,99,105
4,1:53.0,Defensive rebound by R. Bullock,,99,105
4,1:44.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Griffin),,102,105
4,1:41.0,,Orlando full timeout,102,105
4,1:41.0,,J. Grant enters the game for D. Augustin,102,105
4,1:25.0,,A. Gordon misses 2-pt jump shot from 16 ft,102,105
4,1:23.0,Defensive rebound by A. Drummond,,102,105
4,1:06.0,B. Brown misses 2-pt layup from 1 ft,,102,105
4,1:06.0,Offensive rebound by Team,,102,105
4,1:06.0,,D. Augustin enters the game for J. Grant,102,105
4,0:58.0,R. Jackson misses 2-pt jump shot from 22 ft,,102,105
4,0:55.0,,Defensive rebound by T. Ross,102,105
4,0:39.0,,T. Ross misses 2-pt jump shot from 23 ft,102,105
4,0:36.0,Defensive rebound by R. Jackson,,102,105
4,0:30.0,Detroit full timeout,,102,105
4,0:30.0,,J. Grant enters the game for D. Augustin,102,105
4,0:30.0,,J. Isaac enters the game for T. Ross,102,105
4,0:23.0,R. Bullock misses 3-pt jump shot from 25 ft,,102,105
4,0:18.0,Offensive rebound by A. Drummond,,102,105
4,0:08.0,R. Jackson makes 2-pt layup from 2 ft,,104,105
4,0:07.0,,Personal take foul by B. Brown (drawn by E. Fournier),104,105
4,0:07.0,,D. Augustin enters the game for J. Grant,104,105
4,0:07.0,,T. Ross enters the game for J. Isaac,104,105
4,0:05.0,,T. Ross makes 2-pt dunk from 1 ft (assist by A. Gordon),104,107
4,0:05.0,Detroit full timeout,,104,107
4,0:05.0,L. Kennard enters the game for B. Brown,,104,107
4,0:05.0,,J. Grant enters the game for D. Augustin,104,107
4,0:05.0,,J. Isaac enters the game for T. Ross,104,107
4,0:02.0,Shooting foul by J. Grant (drawn by R. Bullock),,104,107
4,0:02.0,R. Bullock makes free throw 1 of 3,,105,107
4,0:02.0,R. Bullock makes free throw 2 of 3,,106,107
4,0:02.0,B. Brown enters the game for L. Kennard,,106,107
4,0:02.0,R. Bullock makes free throw 3 of 3,,107,107
4,0:02.0,,Orlando full timeout,107,107
4,0:02.0,S. Johnson enters the game for R. Jackson,,107,107
4,0:02.0,,D. Augustin enters the game for J. Grant,107,107
4,0:02.0,,T. Ross enters the game for J. Isaac,107,107
4,0:00.0,,E. Fournier makes 2-pt jump shot from 12 ft (assist by A. Gordon),107,109
