QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DETROIT_ACTION,MILWAUKEE_SCORE,DETROIT_SCORE
4,0:42.0,K. Middleton misses 2-pt jump shot from 16 ft,,114,103
4,0:39.0,Offensive rebound by G. Antetokounmpo,,114,103
4,0:36.0,Shooting foul by A. Drummond (drawn by G. Antetokounmpo),,114,103
4,0:36.0,G. Antetokounmpo makes free throw 1 of 2,,115,103
4,0:36.0,P. Connaughton enters the game for E. Bledsoe,,115,103
4,0:36.0,T. Snell enters the game for B. Lopez,,115,103
4,0:36.0,D. Wilson enters the game for K. Middleton,,115,103
4,0:36.0,G. Antetokounmpo misses free throw 2 of 2,,115,103
4,0:36.0,,Defensive rebound by A. Drummond,115,103
4,0:26.0,,B. Griffin misses 3-pt jump shot from 26 ft,115,103
4,0:24.0,,Offensive rebound by A. Drummond,115,103
4,0:24.0,,Personal foul by G. Hill (drawn by A. Drummond),115,103
4,0:24.0,,A. Drummond makes free throw 1 of 2,115,104
4,0:24.0,E. İlyasova enters the game for G. Antetokounmpo,,115,104
4,0:24.0,,A. Drummond makes free throw 2 of 2,115,105
4,0:00.0,Turnover by Team (shot clock),,115,105
