QUARTER,TIME_REMAINING,MEMPHIS_ACTION,UTAH_ACTION,MEMPHIS_SCORE,UTAH_SCORE
4,4:12.0,M. Conley makes free throw 2 of 3,,83,70
4,4:12.0,M. Conley makes free throw 3 of 3,,84,70
4,3:51.0,,Turnover by D. Mitchell (bad pass; steal by W. Selden),84,70
4,3:49.0,G. Temple makes 2-pt layup from 2 ft (assist by W. Selden),,86,70
4,3:49.0,,Utah full timeout,86,70
4,3:41.0,,Personal foul by M. Gasol (drawn by J. Crowder),86,70
4,3:41.0,J. Jackson enters the game for M. Gasol,,86,70
4,3:41.0,,J. Crowder makes free throw 1 of 2,86,71
4,3:41.0,,J. Crowder makes free throw 2 of 2,86,72
4,3:29.0,M. Conley misses 2-pt jump shot from 22 ft,,86,72
4,3:27.0,,Defensive rebound by J. Crowder,86,72
4,3:22.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by J. Ingles),86,75
4,2:58.0,S. Mack misses 2-pt jump shot from 20 ft,,86,75
4,2:56.0,,Defensive rebound by J. Crowder,86,75
4,2:43.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),86,77
4,2:43.0,Memphis full timeout,,86,77
4,2:18.0,W. Selden misses 2-pt layup from 3 ft,,86,77
4,2:18.0,Offensive rebound by W. Selden,,86,77
4,2:05.0,M. Conley makes 2-pt jump shot from 7 ft,,88,77
4,1:53.0,,D. Mitchell misses 2-pt layup from 3 ft,88,77
4,1:52.0,Defensive rebound by J. Jackson,,88,77
4,1:52.0,Personal foul by R. Gobert (drawn by J. Jackson),,88,77
4,1:36.0,M. Conley misses 3-pt jump shot from 25 ft,,88,77
4,1:33.0,,Defensive rebound by J. Ingles,88,77
4,1:20.0,,G. Allen makes 2-pt dunk from 2 ft (assist by R. Gobert),88,79
4,1:12.0,,Violation by Team (kicked ball),88,79
4,1:00.0,W. Selden misses 3-pt jump shot from 24 ft,,88,79
4,0:58.0,,Defensive rebound by R. Gobert,88,79
4,0:50.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),88,81
4,0:50.0,,Shooting foul by W. Selden (drawn by R. Gobert),88,81
4,0:50.0,K. Anderson enters the game for J. Jackson,,88,81
4,0:50.0,,R. Gobert makes free throw 1 of 1,88,82
4,0:30.0,M. Conley misses 2-pt layup from 5 ft (block by R. Gobert),,88,82
4,0:30.0,Offensive rebound by Team,,88,82
4,0:30.0,Memphis full timeout,,88,82
4,0:26.0,W. Selden misses 3-pt jump shot from 25 ft,,88,82
4,0:24.0,,Defensive rebound by R. Gobert,88,82
4,0:24.0,,Utah full timeout,88,82
4,0:24.0,,R. Rubio enters the game for G. Allen,88,82
4,0:22.0,,D. Mitchell misses 3-pt jump shot from 25 ft,88,82
4,0:19.0,Defensive rebound by Team,,88,82
4,0:18.0,Personal foul by R. Gobert (drawn by M. Conley),,88,82
4,0:18.0,M. Conley makes free throw 1 of 2,,89,82
4,0:18.0,,D. Favors enters the game for R. Rubio,89,82
4,0:18.0,M. Conley makes free throw 2 of 2,,90,82
4,0:18.0,,Utah full timeout,90,82
4,0:18.0,,R. Rubio enters the game for D. Favors,90,82
4,0:17.0,,D. Mitchell misses 3-pt jump shot from 27 ft,90,82
4,0:15.0,,Offensive rebound by R. Gobert,90,82
4,0:15.0,,R. Gobert makes 2-pt dunk at rim,90,84
4,0:14.0,Personal foul by J. Crowder (drawn by W. Selden),,90,84
4,0:14.0,W. Selden makes free throw 1 of 2,,91,84
4,0:14.0,W. Selden makes free throw 2 of 2,,92,84
4,0:09.0,,D. Mitchell misses 3-pt jump shot from 25 ft,92,84
4,0:08.0,Defensive rebound by Team,,92,84
