QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ATLANTA_ACTION,MILWAUKEE_SCORE,ATLANTA_SCORE
4,11:31.0,,V. Carter makes 3-pt jump shot from 25 ft,95,87
4,11:11.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,98,87
4,10:56.0,,T. Young misses 2-pt jump shot from 15 ft,98,87
4,10:53.0,Defensive rebound by E. İlyasova,,98,87
4,10:51.0,Turnover by G. Antetokounmpo (bad pass),,98,87
4,10:51.0,D. Wilson enters the game for E. İlyasova,,98,87
4,10:37.0,,Shooting foul by D. Wilson (drawn by A. Len),98,87
4,10:37.0,,A. Len makes free throw 1 of 2,98,88
4,10:37.0,,A. Len makes free throw 2 of 2,98,89
4,10:19.0,D. Wilson makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,101,89
4,10:01.0,,T. Young misses 3-pt jump shot from 26 ft,101,89
4,9:59.0,,Offensive rebound by Team,101,89
4,9:54.0,,T. Young misses 3-pt jump shot from 26 ft,101,89
4,9:50.0,Defensive rebound by T. Snell,,101,89
4,9:45.0,Offensive foul by G. Antetokounmpo (drawn by D. Bembry),,101,89
4,9:45.0,Turnover by G. Antetokounmpo (offensive foul),,101,89
4,9:45.0,Technical foul by G. Antetokounmpo,,101,89
4,9:45.0,,J. Lin makes technical free throw,101,90
4,9:45.0,G. Hill enters the game for M. Brogdon,,101,90
4,9:34.0,,Turnover by T. Young (bad pass; steal by G. Antetokounmpo),101,90
4,9:29.0,G. Hill makes 3-pt jump shot from 22 ft (assist by G. Antetokounmpo),,104,90
4,9:28.0,,Atlanta full timeout,104,90
4,9:28.0,,J. Collins enters the game for V. Carter,104,90
4,9:28.0,,K. Huerter enters the game for T. Young,104,90
4,9:15.0,,Turnover by D. Bembry (bad pass; steal by D. Wilson),104,90
4,9:08.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,106,90
4,8:45.0,,J. Lin makes 2-pt jump shot from 16 ft,106,92
4,8:29.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,108,92
4,8:05.0,,J. Lin misses 2-pt jump shot from 12 ft,108,92
4,7:56.0,Defensive rebound by G. Hill,,108,92
4,7:55.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,108,92
4,7:51.0,,Defensive rebound by D. Bembry,108,92
4,7:43.0,,J. Collins misses 2-pt layup from 2 ft (block by D. Wilson),108,92
4,7:40.0,Defensive rebound by D. Wilson,,108,92
4,7:37.0,Shooting foul by A. Len (drawn by G. Antetokounmpo),,108,92
4,7:37.0,,O. Spellman enters the game for D. Bembry,108,92
4,7:37.0,G. Antetokounmpo makes free throw 1 of 2,,109,92
4,7:37.0,B. Lopez enters the game for T. Snell,,109,92
4,7:37.0,K. Middleton enters the game for D. Wilson,,109,92
4,7:37.0,,T. Young enters the game for A. Len,109,92
4,7:37.0,G. Antetokounmpo makes free throw 2 of 2,,110,92
4,7:25.0,,O. Spellman makes 3-pt jump shot from 25 ft (assist by J. Lin),110,95
4,7:11.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,112,95
4,7:00.0,,J. Collins misses 3-pt jump shot from 26 ft,112,95
4,6:58.0,Defensive rebound by G. Antetokounmpo,,112,95
4,6:49.0,Offensive foul by B. Lopez (drawn by J. Collins),,112,95
4,6:49.0,Turnover by B. Lopez (offensive foul),,112,95
4,6:49.0,D. Wilson enters the game for G. Antetokounmpo,,112,95
4,6:47.0,Technical foul by B. Lopez,,112,95
4,6:47.0,,J. Lin makes technical free throw,112,96
4,6:29.0,,K. Huerter makes 2-pt jump shot from 11 ft,112,98
4,6:19.0,K. Middleton makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),,114,98
4,6:09.0,,Shooting foul by B. Lopez (drawn by T. Young),114,98
4,6:09.0,,T. Young makes free throw 1 of 2,114,99
4,6:09.0,,T. Young makes free throw 2 of 2,114,100
4,5:54.0,Shooting foul by J. Collins (drawn by E. Bledsoe),,114,100
4,5:54.0,E. Bledsoe makes free throw 1 of 2,,115,100
4,5:54.0,E. Bledsoe makes free throw 2 of 2,,116,100
4,5:43.0,,J. Collins misses 3-pt jump shot from 25 ft,116,100
4,5:40.0,Defensive rebound by D. Wilson,,116,100
4,5:40.0,Personal foul by O. Spellman (drawn by D. Wilson),,116,100
4,5:26.0,Turnover by K. Middleton (bad pass),,116,100
4,5:16.0,,Personal foul by K. Middleton (drawn by K. Huerter),116,100
4,5:16.0,M. Brogdon enters the game for E. Bledsoe,,116,100
4,5:09.0,,J. Collins makes 2-pt dunk from 1 ft,116,102
4,5:09.0,,Shooting foul by B. Lopez (drawn by J. Collins),116,102
4,5:09.0,G. Antetokounmpo enters the game for B. Lopez,,116,102
4,5:09.0,,J. Collins makes free throw 1 of 1,116,103
4,4:56.0,G. Antetokounmpo makes 2-pt jump shot from 13 ft,,118,103
4,4:44.0,,J. Collins makes 2-pt dunk at rim (assist by T. Young),118,105
4,4:33.0,G. Antetokounmpo makes 2-pt jump shot from 19 ft (assist by G. Hill),,120,105
4,4:23.0,,Shooting foul by G. Hill (drawn by T. Young),120,105
4,4:23.0,Milwaukee full timeout,,120,105
4,4:23.0,,T. Young makes free throw 1 of 2,120,106
4,4:23.0,,T. Young makes free throw 2 of 2,120,107
4,4:09.0,Personal foul by K. Huerter (drawn by K. Middleton),,120,107
4,4:00.0,K. Middleton misses 2-pt layup from 6 ft (block by K. Huerter),,120,107
4,4:00.0,Offensive rebound by Team,,120,107
4,3:58.0,G. Hill makes 2-pt layup from 1 ft (assist by M. Brogdon),,122,107
4,3:45.0,,Turnover by J. Lin (bad pass; steal by G. Hill),122,107
4,3:40.0,G. Hill makes 2-pt layup from 1 ft,,124,107
4,3:29.0,,J. Lin misses 2-pt layup from 2 ft,124,107
4,3:27.0,Defensive rebound by G. Antetokounmpo,,124,107
4,3:23.0,Shooting foul by J. Collins (drawn by M. Brogdon),,124,107
4,3:23.0,M. Brogdon makes free throw 1 of 2,,125,107
4,3:23.0,J. Smith enters the game for G. Antetokounmpo,,125,107
4,3:23.0,,D. Bembry enters the game for J. Lin,125,107
4,3:23.0,M. Brogdon makes free throw 2 of 2,,126,107
4,3:04.0,,Offensive foul by O. Spellman (drawn by J. Smith),126,107
4,3:04.0,,Turnover by O. Spellman (offensive foul),126,107
4,3:04.0,Milwaukee full timeout,,126,107
4,3:04.0,S. Brown enters the game for M. Brogdon,,126,107
4,3:04.0,T. Snell enters the game for K. Middleton,,126,107
4,3:04.0,,J. Anderson enters the game for J. Collins,126,107
4,3:04.0,,T. Dorsey enters the game for K. Huerter,126,107
4,3:04.0,,J. Lin enters the game for T. Young,126,107
4,2:49.0,S. Brown makes 2-pt hook shot from 9 ft,,128,107
4,2:29.0,,Turnover by D. Bembry (lost ball; steal by T. Snell),128,107
4,2:17.0,Offensive foul by J. Smith (drawn by D. Bembry),,128,107
4,2:17.0,Turnover by J. Smith (offensive foul),,128,107
4,2:17.0,P. Connaughton enters the game for G. Hill,,128,107
4,2:07.0,,T. Dorsey misses 3-pt jump shot from 25 ft,128,107
4,2:03.0,Defensive rebound by D. Wilson,,128,107
4,1:57.0,J. Smith misses 3-pt jump shot from 25 ft,,128,107
4,1:54.0,,Defensive rebound by D. Bembry,128,107
4,1:50.0,,Shooting foul by J. Smith (drawn by J. Anderson),128,107
4,1:50.0,,J. Anderson makes free throw 1 of 2,128,108
4,1:50.0,,J. Anderson misses free throw 2 of 2,128,108
4,1:47.0,,Offensive rebound by J. Lin,128,108
4,1:41.0,,D. Bembry makes 2-pt dunk from 1 ft (assist by J. Lin),128,110
4,1:28.0,Shooting foul by J. Lin (drawn by J. Smith),,128,110
4,1:28.0,J. Smith makes free throw 1 of 2,,129,110
4,1:28.0,J. Smith makes free throw 2 of 2,,130,110
4,1:18.0,,O. Spellman misses 2-pt dunk at rim,130,110
4,1:12.0,Defensive rebound by T. Snell,,130,110
4,1:11.0,T. Snell misses 2-pt layup from 2 ft,,130,110
4,1:09.0,,Defensive rebound by O. Spellman,130,110
4,1:04.0,,Shooting foul by T. Snell (drawn by J. Lin),130,110
4,1:04.0,,J. Lin misses free throw 1 of 2,130,110
4,1:04.0,,Offensive rebound by Team,130,110
4,1:04.0,,J. Lin makes free throw 2 of 2,130,111
4,1:02.0,Turnover by P. Connaughton (out of bounds lost ball),,130,111
4,0:54.0,,D. Bembry misses 3-pt jump shot from 22 ft,130,111
4,0:46.0,Defensive rebound by S. Brown,,130,111
4,0:34.0,T. Snell makes 3-pt jump shot from 24 ft (assist by P. Connaughton),,133,111
4,0:28.0,,J. Lin misses 3-pt jump shot from 27 ft,133,111
4,0:24.0,Defensive rebound by J. Smith,,133,111
4,0:22.0,Turnover by J. Smith (bad pass; steal by J. Lin),,133,111
4,0:14.0,,J. Anderson makes 3-pt jump shot from 26 ft,133,114
