QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
4,7:04.0,Turnover by D. Šarić (3 sec),,92,78
4,6:52.0,,J. Carter misses 3-pt jump shot from 23 ft,92,78
4,6:51.0,,Offensive rebound by I. Rabb,92,78
4,6:50.0,,I. Rabb makes 2-pt layup at rim,92,80
4,6:40.0,J. Okogie makes 2-pt layup from 3 ft,,94,80
4,6:22.0,,T. Dorsey misses 2-pt layup from 2 ft,94,80
4,6:19.0,,Offensive rebound by I. Rabb,94,80
4,6:19.0,,I. Rabb misses 2-pt layup from 1 ft,94,80
4,6:19.0,,Offensive rebound by T. Dorsey,94,80
4,6:16.0,,T. Dorsey misses 2-pt layup from 1 ft,94,80
4,6:15.0,,Offensive rebound by T. Dorsey,94,80
4,6:13.0,,Y. Watanabe misses 3-pt jump shot from 23 ft,94,80
4,6:10.0,Defensive rebound by K. Towns,,94,80
4,5:55.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by T. Jones),,97,80
4,5:41.0,,T. Dorsey makes 2-pt jump shot from 19 ft (assist by J. Holiday),97,82
4,5:25.0,Turnover by K. Towns (traveling),,97,82
4,5:25.0,A. Wiggins enters the game for K. Bates-Diop,,97,82
4,5:18.0,,T. Dorsey makes 3-pt jump shot from 26 ft (assist by J. Carter),97,85
4,5:04.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,100,85
4,4:55.0,,J. Carter makes 2-pt jump shot from 14 ft,100,87
4,4:34.0,Shooting foul by T. Dorsey (drawn by D. Šarić),,100,87
4,4:34.0,D. Šarić makes free throw 1 of 2,,101,87
4,4:34.0,,M. Conley enters the game for J. Carter,101,87
4,4:34.0,,J. Valančiūnas enters the game for J. Holiday,101,87
4,4:34.0,,D. Wright enters the game for I. Rabb,101,87
4,4:34.0,D. Šarić makes free throw 2 of 2,,102,87
4,4:30.0,,M. Conley misses 2-pt layup at rim,102,87
4,4:27.0,Defensive rebound by D. Šarić,,102,87
4,4:15.0,A. Wiggins misses 2-pt jump shot from 10 ft,,102,87
4,4:13.0,Offensive rebound by D. Šarić,,102,87
4,4:12.0,D. Šarić misses 2-pt hook shot from 1 ft (block by J. Valančiūnas),,102,87
4,4:12.0,,Defensive rebound by Y. Watanabe,102,87
4,3:57.0,,M. Conley misses 3-pt jump shot from 25 ft,102,87
4,3:54.0,Defensive rebound by J. Okogie,,102,87
4,3:40.0,Turnover by T. Jones (back court),,102,87
4,3:29.0,,J. Valančiūnas makes 2-pt layup from 3 ft,102,89
4,3:29.0,,Shooting foul by K. Towns (drawn by J. Valančiūnas),102,89
4,3:29.0,,J. Valančiūnas makes free throw 1 of 1,102,90
4,3:26.0,,Memphis full timeout,102,90
4,3:26.0,,B. Caboclo enters the game for Y. Watanabe,102,90
4,3:18.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Jones),,105,90
4,2:59.0,,B. Caboclo misses 3-pt jump shot from 28 ft,105,90
4,2:56.0,Defensive rebound by K. Towns,,105,90
4,2:38.0,J. Okogie misses 3-pt jump shot from 24 ft,,105,90
4,2:33.0,,Defensive rebound by Team,105,90
4,2:19.0,,T. Dorsey misses 2-pt layup from 1 ft (block by K. Towns),105,90
4,2:15.0,,Offensive rebound by D. Wright,105,90
4,2:15.0,,D. Wright makes 2-pt layup from 1 ft,105,92
4,2:02.0,K. Towns makes 3-pt jump shot from 26 ft (assist by T. Jones),,108,92
4,1:49.0,,M. Conley makes 2-pt layup from 1 ft (assist by D. Wright),108,94
4,1:49.0,,Shooting foul by A. Wiggins (drawn by M. Conley),108,94
4,1:49.0,,M. Conley makes free throw 1 of 1,108,95
4,1:32.0,Turnover by J. Okogie (out of bounds lost ball),,108,95
4,1:21.0,,Turnover by J. Valančiūnas (step out of bounds),108,95
4,1:06.0,J. Okogie misses 2-pt jump shot from 1 ft,,108,95
4,1:05.0,Offensive rebound by K. Towns,,108,95
4,1:05.0,K. Towns makes 2-pt layup at rim,,110,95
4,0:56.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by M. Conley),110,98
4,0:49.0,Turnover by J. Okogie (lost ball),,110,98
4,0:49.0,Loose ball foul by J. Okogie (drawn by J. Valančiūnas),,110,98
4,0:49.0,,J. Valančiūnas makes free throw 1 of 2,110,99
4,0:49.0,J. Bayless enters the game for J. Okogie,,110,99
4,0:49.0,,J. Valančiūnas misses free throw 2 of 2,110,99
4,0:47.0,Defensive rebound by K. Towns,,110,99
4,0:27.0,Shooting foul by J. Valančiūnas (drawn by K. Towns),,110,99
4,0:27.0,K. Towns makes free throw 1 of 2,,111,99
4,0:27.0,K. Towns makes free throw 2 of 2,,112,99
4,0:22.0,,T. Dorsey misses 3-pt jump shot from 26 ft,112,99
4,0:19.0,,Offensive rebound by B. Caboclo,112,99
4,0:18.0,,B. Caboclo misses 2-pt hook shot from 10 ft,112,99
4,0:13.0,Defensive rebound by T. Jones,,112,99
