QUARTER,TIME_REMAINING,DENVER_ACTION,UTAH_ACTION,DENVER_SCORE,UTAH_SCORE
4,4:43.0,,R. Gobert makes 2-pt layup from 3 ft,98,107
4,4:43.0,,Shooting foul by P. Millsap (drawn by R. Gobert),98,107
4,4:43.0,M. Beasley enters the game for P. Millsap,,98,107
4,4:43.0,,R. Gobert misses free throw 1 of 1,98,107
4,4:41.0,Defensive rebound by J. Murray,,98,107
4,4:29.0,M. Morris misses 3-pt jump shot from 27 ft,,98,107
4,4:27.0,,Defensive rebound by Team,98,107
4,4:11.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by J. Ingles),98,109
4,4:11.0,Denver full timeout,,98,109
4,4:11.0,T. Craig enters the game for M. Morris,,98,109
4,3:55.0,G. Harris misses 3-pt jump shot from 25 ft,,98,109
4,3:51.0,,Defensive rebound by J. Ingles,98,109
4,3:41.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by J. Ingles),98,112
4,3:27.0,Turnover by J. Murray (bad pass; steal by J. Ingles),,98,112
4,3:24.0,,R. O'Neale makes 2-pt dunk from 3 ft (assist by J. Ingles),98,114
4,3:24.0,Denver full timeout,,98,114
4,3:24.0,J. Hernangómez enters the game for G. Harris,,98,114
4,3:24.0,M. Morris enters the game for J. Murray,,98,114
4,3:24.0,,J. Crowder enters the game for T. Sefolosha,98,114
4,3:03.0,M. Plumlee misses 2-pt hook shot from 8 ft (block by R. Gobert),,98,114
4,3:03.0,Offensive rebound by Team,,98,114
4,3:00.0,Turnover by M. Plumlee (traveling),,98,114
4,2:47.0,,R. Gobert misses 2-pt layup from 3 ft,98,114
4,2:47.0,,Offensive rebound by Team,98,114
4,2:47.0,J. Vanderbilt enters the game for M. Plumlee,,98,114
4,2:31.0,,D. Mitchell misses 3-pt jump shot from 26 ft,98,114
4,2:27.0,,Offensive rebound by J. Ingles,98,114
4,2:18.0,,D. Mitchell misses 2-pt layup from 5 ft,98,114
4,2:11.0,,Offensive rebound by R. Gobert,98,114
4,2:11.0,,R. Gobert makes 2-pt dunk at rim,98,116
4,1:56.0,M. Beasley misses 2-pt jump shot from 14 ft,,98,116
4,1:54.0,,Defensive rebound by R. O'Neale,98,116
4,1:39.0,,R. O'Neale misses 3-pt jump shot from 25 ft,98,116
4,1:35.0,Defensive rebound by M. Morris,,98,116
4,1:31.0,Shooting foul by D. Mitchell (drawn by J. Vanderbilt),,98,116
4,1:31.0,J. Vanderbilt makes free throw 1 of 2,,99,116
4,1:31.0,,G. Allen enters the game for J. Crowder,99,116
4,1:31.0,,T. Cavanaugh enters the game for R. Gobert,99,116
4,1:31.0,,N. Mitrou-Long enters the game for J. Ingles,99,116
4,1:31.0,,G. Niang enters the game for D. Mitchell,99,116
4,1:31.0,,E. Udoh enters the game for R. O'Neale,99,116
4,1:31.0,J. Vanderbilt makes free throw 2 of 2,,100,116
4,1:14.0,,Turnover by E. Udoh (traveling),100,116
4,1:04.0,M. Morris misses 2-pt jump shot from 6 ft,,100,116
4,1:01.0,,Defensive rebound by E. Udoh,100,116
4,1:00.0,,Turnover by E. Udoh (lost ball; steal by J. Vanderbilt),100,116
4,0:59.0,J. Vanderbilt makes 2-pt layup from 2 ft (assist by M. Beasley),,102,116
4,0:49.0,,G. Niang misses 3-pt jump shot from 25 ft,102,116
4,0:45.0,Defensive rebound by J. Hernangómez,,102,116
4,0:39.0,M. Beasley makes 3-pt jump shot from 26 ft (assist by T. Craig),,105,116
4,0:24.0,,Shooting foul by M. Morris (drawn by G. Allen),105,116
4,0:24.0,,G. Allen makes free throw 1 of 2,105,117
4,0:24.0,,G. Allen makes free throw 2 of 2,105,118
4,0:05.0,T. Craig makes 3-pt jump shot from 27 ft (assist by J. Hernangómez),,108,118
