QUARTER,TIME_REMAINING,PHOENIX_ACTION,DALLAS_ACTION,PHOENIX_SCORE,DALLAS_SCORE
4,8:26.0,Defensive rebound by J. Fredette,,86,101
4,8:09.0,J. Crawford makes 2-pt jump shot from 17 ft,,88,101
4,7:58.0,,Personal foul by J. Crawford (drawn by D. Nowitzki),88,101
4,7:58.0,,L. Dončić enters the game for R. Broekhoff,88,101
4,7:58.0,,J. Jackson enters the game for J. Brunson,88,101
4,7:50.0,,Turnover by D. Powell (traveling),88,101
4,7:47.0,J. Crawford makes 3-pt jump shot from 26 ft,,91,101
4,7:47.0,Shooting foul by T. Burke (drawn by J. Crawford),,91,101
4,7:47.0,,J. Brunson enters the game for T. Burke,91,101
4,7:47.0,J. Crawford misses free throw 1 of 1,,91,101
4,7:43.0,,Defensive rebound by D. Nowitzki,91,101
4,7:36.0,,Personal foul by D. Melton (drawn by L. Dončić),91,101
4,7:27.0,,J. Jackson misses 3-pt jump shot from 24 ft,91,101
4,7:24.0,Defensive rebound by J. Crawford,,91,101
4,7:18.0,J. Jackson misses 2-pt layup from 1 ft,,91,101
4,7:17.0,,Defensive rebound by L. Dončić,91,101
4,7:14.0,,Personal take foul by J. Crawford (drawn by L. Dončić),91,101
4,7:05.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,91,101
4,7:01.0,Defensive rebound by D. Melton,,91,101
4,6:43.0,J. Fredette misses 2-pt jump shot from 22 ft,,91,101
4,6:41.0,,Defensive rebound by D. Nowitzki,91,101
4,6:34.0,,L. Dončić makes 2-pt layup from 2 ft,91,103
4,6:24.0,J. Crawford misses 3-pt jump shot from 26 ft,,91,103
4,6:22.0,,Defensive rebound by Team,91,103
4,6:07.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Nowitzki),91,105
4,6:07.0,Phoenix full timeout,,91,105
4,6:07.0,M. Bridges enters the game for D. Melton,,91,105
4,6:07.0,,M. Kleber enters the game for D. Nowitzki,91,105
4,5:58.0,Turnover by J. Fredette (traveling),,91,105
4,5:49.0,,L. Dončić misses 3-pt jump shot from 25 ft,91,105
4,5:45.0,Defensive rebound by D. Bender,,91,105
4,5:38.0,D. Bender makes 2-pt layup from 2 ft (assist by J. Crawford),,93,105
4,5:22.0,,Turnover by L. Dončić (bad pass; steal by M. Bridges),93,105
4,5:15.0,J. Jackson makes 2-pt layup from 2 ft (assist by J. Crawford),,95,105
4,4:57.0,,J. Brunson misses 2-pt jump shot from 16 ft,95,105
4,4:56.0,,Offensive rebound by D. Powell,95,105
4,4:48.0,,L. Dončić misses 2-pt hook shot from 3 ft,95,105
4,4:45.0,Defensive rebound by D. Bender,,95,105
4,4:42.0,Shooting foul by J. Jackson (drawn by J. Crawford),,95,105
4,4:42.0,J. Crawford makes free throw 1 of 2,,96,105
4,4:42.0,J. Crawford makes free throw 2 of 2,,97,105
4,4:26.0,,J. Jackson misses 2-pt jump shot from 11 ft,97,105
4,4:22.0,Defensive rebound by D. Bender,,97,105
4,4:20.0,J. Crawford makes 3-pt jump shot from 26 ft (assist by J. Fredette),,100,105
4,4:19.0,,Dallas full timeout,100,105
4,4:07.0,,Shooting foul by M. Bridges (drawn by L. Dončić),100,105
4,4:07.0,,L. Dončić makes free throw 1 of 2,100,106
4,4:07.0,,L. Dončić makes free throw 2 of 2,100,107
4,3:56.0,J. Jackson misses 2-pt layup from 4 ft (block by D. Powell),,100,107
4,3:54.0,,Defensive rebound by M. Kleber,100,107
4,3:49.0,,J. Brunson misses 2-pt jump shot from 7 ft,100,107
4,3:49.0,Defensive rebound by Team,,100,107
4,3:49.0,Personal foul by D. Powell (drawn by D. Bender),,100,107
4,3:39.0,J. Crawford makes 3-pt jump shot from 25 ft,,103,107
4,3:24.0,,L. Dončić makes 3-pt jump shot from 25 ft,103,110
4,3:13.0,J. Crawford misses 3-pt jump shot from 27 ft,,103,110
4,3:10.0,Offensive rebound by Team,,103,110
4,3:10.0,,D. Nowitzki enters the game for D. Powell,103,110
4,3:10.0,Violation by Team (kicked ball),,103,110
4,2:58.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by L. Dončić),103,113
4,2:58.0,Phoenix full timeout,,103,113
4,2:42.0,J. Jackson misses 2-pt hook shot from 10 ft,,103,113
4,2:40.0,,Defensive rebound by D. Nowitzki,103,113
4,2:29.0,,D. Nowitzki misses 3-pt jump shot from 27 ft,103,113
4,2:26.0,Defensive rebound by J. Crawford,,103,113
4,2:24.0,Turnover by J. Crawford (out of bounds lost ball),,103,113
4,2:11.0,,L. Dončić makes 3-pt jump shot from 25 ft,103,116
4,2:00.0,J. Crawford makes 2-pt layup from 1 ft,,105,116
4,1:55.0,,Shooting foul by J. Jackson (drawn by D. Nowitzki),105,116
4,1:55.0,,D. Nowitzki makes free throw 1 of 2,105,117
4,1:55.0,,D. Nowitzki makes free throw 2 of 2,105,118
4,1:42.0,J. Crawford misses 3-pt jump shot from 26 ft,,105,118
4,1:39.0,,Defensive rebound by M. Kleber,105,118
4,1:22.0,,D. Nowitzki makes 2-pt jump shot from 15 ft,105,120
4,1:13.0,Personal foul by M. Kleber (drawn by J. Crawford),,105,120
4,1:13.0,J. Crawford makes free throw 1 of 2,,106,120
4,1:13.0,J. Crawford makes free throw 2 of 2,,107,120
4,0:53.0,,D. Nowitzki misses 2-pt jump shot from 22 ft,107,120
4,0:50.0,Defensive rebound by D. Bender,,107,120
4,0:46.0,Turnover by J. Crawford (lost ball; steal by L. Dončić),,107,120
4,0:40.0,,D. Nowitzki misses 3-pt jump shot from 26 ft,107,120
4,0:35.0,,Offensive rebound by L. Dončić,107,120
4,0:33.0,,D. Nowitzki misses 3-pt jump shot from 29 ft,107,120
4,0:29.0,Defensive rebound by J. Jackson,,107,120
4,0:23.0,J. Crawford makes 2-pt layup from 1 ft (assist by J. Fredette),,109,120
