QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
4,8:10.0,Personal foul by L. Mbah a Moute (drawn by Á. Abrines),,87,83
4,8:10.0,P. George enters the game for H. Diallo,,87,83
4,8:02.0,P. George misses 2-pt jump shot from 8 ft,,87,83
4,8:01.0,,Defensive rebound by Team,87,83
4,7:43.0,,L. Mbah a Moute makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),87,86
4,7:30.0,D. Schröder misses 2-pt jump shot from 4 ft,,87,86
4,7:28.0,,Defensive rebound by T. Harris,87,86
4,7:22.0,,T. Harris makes 2-pt layup from 4 ft,87,88
4,7:22.0,Oklahoma City full timeout,,87,88
4,7:21.0,Turnover by J. Grant (bad pass),,87,88
4,7:07.0,,B. Marjanović makes 2-pt jump shot from 17 ft (assist by T. Harris),87,90
4,6:51.0,P. George makes 3-pt jump shot from 27 ft (assist by D. Schröder),,90,90
4,6:29.0,,L. Williams makes 3-pt jump shot from 27 ft,90,93
4,6:05.0,J. Grant misses 3-pt jump shot from 26 ft,,90,93
4,6:00.0,,Defensive rebound by T. Harris,90,93
4,5:55.0,,L. Williams misses 2-pt layup from 3 ft,90,93
4,5:55.0,,Offensive rebound by Team,90,93
4,5:55.0,Loose ball foul by P. George (drawn by T. Harris),,90,93
4,5:49.0,,T. Harris makes 2-pt jump shot from 17 ft,90,95
4,5:32.0,Turnover by D. Schröder (bad pass),,90,95
4,5:18.0,,B. Marjanović makes 2-pt layup from 3 ft (assist by L. Williams),90,97
4,5:18.0,,Shooting foul by J. Grant (drawn by B. Marjanović),90,97
4,5:18.0,,B. Marjanović misses free throw 1 of 1,90,97
4,5:18.0,Defensive rebound by J. Grant,,90,97
4,4:54.0,Turnover by Team (shot clock),,90,97
4,4:41.0,,Turnover by S. Gilgeous-Alexander (bad pass; steal by Á. Abrines),90,97
4,4:36.0,P. George misses 3-pt jump shot from 25 ft,,90,97
4,4:31.0,Offensive rebound by S. Adams,,90,97
4,4:24.0,S. Adams makes 2-pt dunk from 3 ft (assist by D. Schröder),,92,97
4,4:23.0,,LA Clippers full timeout,92,97
4,4:11.0,,T. Harris makes 2-pt layup from 2 ft,92,99
4,3:58.0,D. Schröder misses 3-pt jump shot from 25 ft,,92,99
4,3:55.0,,Defensive rebound by S. Gilgeous-Alexander,92,99
4,3:55.0,,Personal foul by P. George (drawn by S. Gilgeous-Alexander),92,99
4,3:55.0,,S. Gilgeous-Alexander makes free throw 1 of 2,92,100
4,3:55.0,,S. Gilgeous-Alexander makes free throw 2 of 2,92,101
4,3:36.0,D. Schröder misses 2-pt jump shot from 14 ft,,92,101
4,3:36.0,Offensive rebound by Team,,92,101
4,3:35.0,,Loose ball foul by B. Marjanović (drawn by S. Adams),92,101
4,3:08.0,D. Schröder misses 2-pt jump shot from 16 ft,,92,101
4,3:05.0,,Defensive rebound by T. Harris,92,101
4,2:54.0,,L. Williams misses 3-pt jump shot from 26 ft,92,101
4,2:50.0,,Offensive rebound by T. Harris,92,101
4,2:41.0,,T. Harris makes 2-pt jump shot from 12 ft,92,103
4,2:21.0,P. George misses 2-pt layup from 3 ft,,92,103
4,2:18.0,,Defensive rebound by T. Harris,92,103
4,2:04.0,,L. Williams misses 2-pt jump shot from 23 ft,92,103
4,1:55.0,Defensive rebound by J. Grant,,92,103
4,1:55.0,Personal foul by L. Mbah a Moute (drawn by P. George),,92,103
4,1:47.0,P. George misses 3-pt jump shot from 25 ft,,92,103
4,1:45.0,,Defensive rebound by T. Harris,92,103
4,1:22.0,,T. Harris misses 3-pt jump shot from 26 ft,92,103
4,1:20.0,Defensive rebound by S. Adams,,92,103
4,1:14.0,P. George misses 3-pt jump shot from 27 ft,,92,103
4,1:13.0,,Defensive rebound by B. Marjanović,92,103
4,1:13.0,,Personal foul by P. George (drawn by B. Marjanović),92,103
4,1:13.0,T. Ferguson enters the game for P. George,,92,103
4,1:13.0,,B. Marjanović makes free throw 1 of 2,92,104
4,1:13.0,,B. Marjanović makes free throw 2 of 2,92,105
4,1:13.0,Oklahoma City full timeout,,92,105
4,1:05.0,D. Schröder misses 2-pt jump shot from 19 ft,,92,105
4,1:02.0,,Defensive rebound by T. Harris,92,105
4,0:55.0,,Personal take foul by S. Adams (drawn by T. Harris),92,105
4,0:55.0,,T. Harris misses free throw 1 of 2,92,105
4,0:55.0,,Offensive rebound by Team,92,105
4,0:55.0,D. Burton enters the game for J. Grant,,92,105
4,0:55.0,,T. Harris makes free throw 2 of 2,92,106
4,0:50.0,Á. Abrines misses 2-pt jump shot from 21 ft,,92,106
4,0:46.0,,Defensive rebound by B. Marjanović,92,106
4,0:46.0,,Personal take foul by S. Adams (drawn by B. Marjanović),92,106
4,0:46.0,,B. Marjanović makes free throw 1 of 2,92,107
4,0:46.0,N. Noel enters the game for S. Adams,,92,107
4,0:46.0,,B. Marjanović makes free throw 2 of 2,92,108
4,0:30.0,T. Ferguson misses 3-pt jump shot from 26 ft,,92,108
4,0:27.0,,Defensive rebound by S. Gilgeous-Alexander,92,108
4,0:05.0,,Turnover by Team (shot clock),92,108
