QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
4,6:34.0,,P. Siakam misses 2-pt hook shot from 2 ft,95,109
4,6:33.0,Defensive rebound by M. Morris,,95,109
4,6:19.0,J. Wall makes 2-pt layup from 3 ft,,97,109
4,6:07.0,,Turnover by D. Wright (bad pass; steal by J. Green),97,109
4,5:52.0,B. Beal misses 3-pt jump shot from 23 ft,,97,109
4,5:49.0,,Defensive rebound by P. Siakam,97,109
4,5:44.0,,Turnover by P. Siakam (bad pass),97,109
4,5:44.0,,D. Green enters the game for C. Miles,97,109
4,5:44.0,,K. Leonard enters the game for D. Wright,97,109
4,5:34.0,J. Wall misses 3-pt jump shot from 26 ft,,97,109
4,5:31.0,,Defensive rebound by S. Ibaka,97,109
4,5:24.0,,S. Ibaka makes 2-pt jump shot from 7 ft (assist by K. Lowry),97,111
4,5:09.0,J. Green makes 2-pt jump shot from 8 ft (assist by B. Beal),,99,111
4,4:59.0,,Shooting foul by M. Morris (drawn by S. Ibaka),99,111
4,4:59.0,,S. Ibaka misses free throw 1 of 2,99,111
4,4:59.0,,Offensive rebound by Team,99,111
4,4:59.0,T. Satoranský enters the game for J. Green,,99,111
4,4:59.0,,F. VanVleet enters the game for P. Siakam,99,111
4,4:59.0,,S. Ibaka makes free throw 2 of 2,99,112
4,4:48.0,Turnover by J. Wall (bad pass),,99,112
4,4:37.0,,K. Lowry makes 2-pt hook shot from 4 ft,99,114
4,4:26.0,Personal foul by S. Ibaka (drawn by M. Morris),,99,114
4,4:23.0,Personal foul by S. Ibaka (drawn by M. Morris),,99,114
4,4:13.0,M. Morris misses 2-pt jump shot from 13 ft,,99,114
4,4:11.0,,Defensive rebound by S. Ibaka,99,114
4,3:55.0,,K. Leonard makes 2-pt jump shot from 12 ft,99,116
4,3:39.0,O. Porter misses 3-pt jump shot from 23 ft,,99,116
4,3:36.0,Offensive rebound by T. Satoranský,,99,116
4,3:32.0,Turnover by J. Wall (bad pass; steal by K. Leonard),,99,116
4,3:13.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by K. Lowry),99,118
4,3:13.0,Washington full timeout,,99,118
4,3:13.0,T. Bryant enters the game for B. Beal,,99,118
4,3:13.0,J. Green enters the game for M. Morris,,99,118
4,3:13.0,A. Rivers enters the game for O. Porter,,99,118
4,3:13.0,O. White enters the game for J. Wall,,99,118
4,2:53.0,Offensive foul by A. Rivers (drawn by K. Lowry),,99,118
4,2:53.0,Turnover by A. Rivers (offensive foul),,99,118
4,2:53.0,,O. Anunoby enters the game for D. Green,99,118
4,2:53.0,,C. Miles enters the game for S. Ibaka,99,118
4,2:53.0,,G. Monroe enters the game for K. Leonard,99,118
4,2:53.0,,D. Wright enters the game for K. Lowry,99,118
4,2:38.0,,O. Anunoby misses 3-pt jump shot from 26 ft (block by T. Bryant),99,118
4,2:34.0,,Offensive rebound by F. VanVleet,99,118
4,2:32.0,,F. VanVleet misses 3-pt jump shot from 27 ft,99,118
4,2:29.0,Defensive rebound by T. Bryant,,99,118
4,2:24.0,T. Satoranský makes 2-pt dunk from 1 ft,,101,118
4,1:58.0,,F. VanVleet makes 2-pt layup from 5 ft (assist by O. Anunoby),101,120
4,1:45.0,O. White misses 3-pt jump shot from 24 ft,,101,120
4,1:41.0,Offensive rebound by T. Bryant,,101,120
4,1:39.0,T. Satoranský misses 3-pt jump shot from 23 ft,,101,120
4,1:36.0,Offensive rebound by O. White,,101,120
4,1:34.0,T. Bryant misses 3-pt jump shot from 26 ft,,101,120
4,1:31.0,,Defensive rebound by F. VanVleet,101,120
4,1:25.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by F. VanVleet),101,123
4,1:14.0,Personal foul by D. Wright (drawn by T. Satoranský),,101,123
4,1:14.0,,L. Brown enters the game for O. Anunoby,101,123
4,1:14.0,,M. Richardson enters the game for F. VanVleet,101,123
4,1:09.0,A. Rivers misses 2-pt jump shot from 10 ft,,101,123
4,1:09.0,Offensive rebound by A. Rivers,,101,123
4,1:05.0,A. Rivers misses 2-pt jump shot from 10 ft,,101,123
4,1:05.0,,Defensive rebound by G. Monroe,101,123
4,0:56.0,,C. Miles makes 2-pt jump shot from 3 ft,101,125
4,0:42.0,A. Rivers makes 3-pt jump shot from 27 ft (assist by T. Satoranský),,104,125
4,0:26.0,,M. Richardson misses 3-pt jump shot from 25 ft,104,125
4,0:26.0,,Offensive rebound by Team,104,125
4,0:22.0,,G. Monroe misses 3-pt jump shot from 26 ft,104,125
4,0:19.0,Defensive rebound by O. White,,104,125
4,0:12.0,A. Rivers makes 3-pt jump shot from 27 ft,,107,125
