QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DALLAS_ACTION,SAN ANTONIO_SCORE,DALLAS_SCORE
4,0:26.0,,W. Matthews misses 3-pt jump shot from 29 ft,103,99
4,0:23.0,Defensive rebound by Team,,103,99
4,0:15.0,Personal foul by L. Dončić (drawn by B. Forbes),,103,99
4,0:15.0,M. Belinelli enters the game for D. White,,103,99
4,0:11.0,Personal take foul by L. Dončić (drawn by M. Belinelli),,103,99
4,0:11.0,M. Belinelli makes free throw 1 of 2,,104,99
4,0:11.0,D. White enters the game for D. Bertāns,,104,99
4,0:11.0,M. Belinelli makes free throw 2 of 2,,105,99
4,0:08.0,,Personal foul by D. White (drawn by L. Dončić),105,99
4,0:02.0,,L. Dončić makes 2-pt layup from 2 ft,105,101
4,0:02.0,San Antonio full timeout,,105,101
