QUARTER,TIME_REMAINING,CHICAGO_ACTION,ORLANDO_ACTION,CHICAGO_SCORE,ORLANDO_SCORE
4,2:15.0,,J. Isaac misses 2-pt layup from 3 ft,103,104
4,2:12.0,Defensive rebound by O. Porter,,103,104
4,2:03.0,O. Porter makes 3-pt jump shot from 25 ft,,106,104
4,1:45.0,,E. Fournier makes 2-pt layup from 2 ft,106,106
4,1:31.0,Z. LaVine misses 2-pt jump shot from 12 ft,,106,106
4,1:27.0,,Defensive rebound by N. Vučević,106,106
4,1:17.0,,T. Ross misses 2-pt jump shot from 19 ft,106,106
4,1:12.0,Defensive rebound by R. Lopez,,106,106
4,1:09.0,Chicago full timeout,,106,106
4,1:09.0,,A. Gordon enters the game for N. Vučević,106,106
4,0:54.0,L. Markkanen misses 3-pt jump shot from 28 ft,,106,106
4,0:52.0,,Defensive rebound by Team,106,106
4,0:52.0,,N. Vučević enters the game for J. Isaac,106,106
4,0:34.0,,Shooting foul by K. Dunn (drawn by D. Augustin),106,106
4,0:34.0,,D. Augustin misses free throw 1 of 2,106,106
4,0:34.0,,Offensive rebound by Team,106,106
4,0:34.0,,J. Isaac enters the game for N. Vučević,106,106
4,0:34.0,,D. Augustin misses free throw 2 of 2,106,106
4,0:32.0,Defensive rebound by L. Markkanen,,106,106
4,0:32.0,Chicago full timeout,,106,106
4,0:32.0,W. Selden enters the game for K. Dunn,,106,106
4,0:32.0,,I. Briscoe enters the game for D. Augustin,106,106
4,0:32.0,,W. Iwundu enters the game for T. Ross,106,106
4,0:11.0,Z. LaVine misses 2-pt jump shot from 21 ft,,106,106
4,0:08.0,Offensive rebound by R. Lopez,,106,106
4,0:08.0,R. Lopez makes 2-pt layup from 3 ft,,108,106
4,0:08.0,,Orlando full timeout,108,106
4,0:08.0,K. Dunn enters the game for R. Lopez,,108,106
4,0:08.0,,D. Augustin enters the game for I. Briscoe,108,106
4,0:08.0,,T. Ross enters the game for J. Isaac,108,106
4,0:08.0,,N. Vučević enters the game for W. Iwundu,108,106
4,0:07.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by A. Gordon),108,109
4,0:06.0,Chicago full timeout,,108,109
4,0:06.0,R. Lopez enters the game for K. Dunn,,108,109
4,0:06.0,,J. Isaac enters the game for D. Augustin,108,109
4,0:06.0,,W. Iwundu enters the game for T. Ross,108,109
4,0:01.0,Shooting foul by A. Gordon (drawn by L. Markkanen),,108,109
4,0:01.0,L. Markkanen misses free throw 1 of 3,,108,109
4,0:01.0,Offensive rebound by Team,,108,109
4,0:01.0,L. Markkanen makes free throw 2 of 3,,109,109
4,0:01.0,L. Markkanen makes free throw 3 of 3,,110,109
4,0:01.0,,Orlando full timeout,110,109
