QUARTER,TIME_REMAINING,MINNESOTA_ACTION,MEMPHIS_ACTION,MINNESOTA_SCORE,MEMPHIS_SCORE
4,4:00.0,Turnover by A. Wiggins (bad pass; steal by J. Holiday),,94,101
4,3:47.0,,Shooting foul by K. Towns (drawn by J. Jackson),94,101
4,3:47.0,,J. Jackson makes free throw 1 of 2,94,102
4,3:47.0,,J. Jackson makes free throw 2 of 2,94,103
4,3:38.0,A. Wiggins misses 2-pt dunk at rim,,94,103
4,3:35.0,Offensive rebound by L. Deng,,94,103
4,3:33.0,L. Deng makes 3-pt jump shot from 26 ft,,97,103
4,3:20.0,,M. Conley makes 3-pt jump shot from 26 ft,97,106
4,3:04.0,L. Deng makes 2-pt layup from 1 ft (assist by D. Šarić),,99,106
4,2:48.0,,M. Conley misses 3-pt jump shot from 25 ft,99,106
4,2:45.0,Defensive rebound by K. Towns,,99,106
4,2:38.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Bayless),,102,106
4,2:18.0,,J. Washburn misses 3-pt jump shot from 26 ft,102,106
4,2:17.0,Defensive rebound by K. Towns,,102,106
4,2:08.0,K. Towns misses 3-pt jump shot from 25 ft,,102,106
4,2:06.0,,Defensive rebound by Team,102,106
4,1:55.0,,Turnover by J. Jackson (out of bounds lost ball),102,106
4,1:47.0,Offensive foul by D. Šarić (drawn by I. Rabb),,102,106
4,1:47.0,Turnover by D. Šarić (offensive foul),,102,106
4,1:33.0,,M. Conley misses 3-pt jump shot from 26 ft,102,106
4,1:30.0,Defensive rebound by D. Šarić,,102,106
4,1:22.0,J. Bayless misses 2-pt layup from 2 ft (block by I. Rabb),,102,106
4,1:19.0,Offensive rebound by K. Towns,,102,106
4,1:19.0,K. Towns makes 2-pt dunk at rim,,104,106
4,1:07.0,,Shooting foul by L. Deng (drawn by J. Jackson),104,106
4,1:07.0,,J. Jackson misses free throw 1 of 2,104,106
4,1:07.0,,Offensive rebound by Team,104,106
4,1:07.0,,J. Jackson misses free throw 2 of 2,104,106
4,1:05.0,Defensive rebound by L. Deng,,104,106
4,0:53.0,A. Wiggins misses 2-pt jump shot from 10 ft (block by J. Jackson),,104,106
4,0:50.0,Offensive rebound by K. Towns,,104,106
4,0:49.0,K. Towns misses 2-pt layup from 4 ft (block by J. Holiday),,104,106
4,0:45.0,,Defensive rebound by M. Conley,104,106
4,0:31.0,,Turnover by M. Conley (bad pass; steal by L. Deng),104,106
4,0:25.0,Minnesota full timeout,,104,106
4,0:25.0,Minnesota full timeout,,104,106
4,0:18.0,A. Wiggins misses 2-pt jump shot from 12 ft,,104,106
4,0:15.0,Offensive rebound by K. Towns,,104,106
4,0:15.0,Shooting foul by J. Jackson (drawn by K. Towns),,104,106
4,0:15.0,K. Towns makes free throw 1 of 2,,105,106
4,0:15.0,,B. Caboclo enters the game for M. Conley,105,106
4,0:15.0,K. Towns makes free throw 2 of 2,,106,106
4,0:15.0,,Memphis full timeout,106,106
4,0:15.0,J. Okogie enters the game for J. Bayless,,106,106
4,0:15.0,A. Tolliver enters the game for D. Šarić,,106,106
4,0:15.0,,M. Conley enters the game for B. Caboclo,106,106
4,0:03.0,,M. Conley misses 3-pt jump shot from 25 ft,106,106
4,0:00.0,,Offensive rebound by J. Holiday,106,106
4,0:00.0,,Personal foul by J. Okogie (drawn by J. Holiday),106,106
4,0:00.0,,J. Holiday makes free throw 1 of 2,106,107
4,0:00.0,,J. Holiday makes free throw 2 of 2,106,108
