QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,SACRAMENTO_ACTION,LA CLIPPERS_SCORE,SACRAMENTO_SCORE
4,8:09.0,L. Williams makes 2-pt jump shot from 9 ft,,102,91
4,7:57.0,,B. Bogdanović misses 2-pt jump shot from 6 ft,102,91
4,7:54.0,Defensive rebound by L. Shamet,,102,91
4,7:54.0,S. Gilgeous-Alexander enters the game for G. Temple,,102,91
4,7:54.0,,B. Hield enters the game for C. Brewer,102,91
4,7:34.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),,104,91
4,7:29.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,104,91
4,7:25.0,Defensive rebound by J. Green,,104,91
4,7:17.0,L. Shamet misses 3-pt jump shot from 23 ft,,104,91
4,7:14.0,Offensive rebound by S. Gilgeous-Alexander,,104,91
4,7:10.0,LA Clippers full timeout,,104,91
4,6:58.0,S. Gilgeous-Alexander misses 2-pt layup from 2 ft,,104,91
4,6:56.0,Offensive rebound by M. Harrell,,104,91
4,6:54.0,M. Harrell misses 2-pt layup from 2 ft (block by W. Cauley-Stein),,104,91
4,6:50.0,,Defensive rebound by D. Fox,104,91
4,6:48.0,,H. Barnes misses 3-pt jump shot from 26 ft,104,91
4,6:48.0,Defensive rebound by J. Green,,104,91
4,6:28.0,J. Green misses 3-pt jump shot from 25 ft,,104,91
4,6:19.0,,Defensive rebound by B. Hield,104,91
4,6:09.0,,W. Cauley-Stein makes 2-pt layup from 3 ft (assist by D. Fox),104,93
4,6:09.0,,Shooting foul by M. Harrell (drawn by W. Cauley-Stein),104,93
4,6:09.0,P. Beverley enters the game for J. Green,,104,93
4,6:09.0,D. Gallinari enters the game for L. Shamet,,104,93
4,6:09.0,,W. Cauley-Stein makes free throw 1 of 1,104,94
4,5:56.0,L. Williams misses 2-pt layup from 2 ft,,104,94
4,5:54.0,,Defensive rebound by W. Cauley-Stein,104,94
4,5:50.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Fox),104,96
4,5:29.0,D. Gallinari misses 3-pt jump shot from 25 ft,,104,96
4,5:26.0,,Defensive rebound by H. Barnes,104,96
4,5:20.0,,Shooting foul by D. Gallinari (drawn by W. Cauley-Stein),104,96
4,5:20.0,,W. Cauley-Stein misses free throw 1 of 2,104,96
4,5:20.0,,Offensive rebound by Team,104,96
4,5:20.0,L. Shamet enters the game for L. Williams,,104,96
4,5:20.0,,W. Cauley-Stein makes free throw 2 of 2,104,97
4,5:07.0,Turnover by D. Gallinari (bad pass; steal by B. Bogdanović),,104,97
4,5:05.0,,B. Bogdanović makes 2-pt layup from 2 ft,104,99
4,5:05.0,LA Clippers full timeout,,104,99
4,4:55.0,Offensive foul by P. Beverley (drawn by B. Bogdanović),,104,99
4,4:55.0,Turnover by P. Beverley (offensive foul),,104,99
4,4:47.0,,B. Hield misses 3-pt jump shot from 25 ft,104,99
4,4:43.0,Defensive rebound by P. Beverley,,104,99
4,4:21.0,S. Gilgeous-Alexander misses 2-pt jump shot from 18 ft,,104,99
4,4:15.0,Offensive rebound by P. Beverley,,104,99
4,4:04.0,P. Beverley misses 2-pt jump shot from 14 ft,,104,99
4,4:01.0,,Defensive rebound by D. Fox,104,99
4,3:51.0,,Personal foul by M. Harrell (drawn by B. Bogdanović),104,99
4,3:51.0,,B. Bogdanović makes free throw 1 of 2,104,100
4,3:51.0,L. Williams enters the game for L. Shamet,,104,100
4,3:51.0,,B. Bogdanović makes free throw 2 of 2,104,101
4,3:41.0,Shooting foul by H. Barnes (drawn by D. Gallinari),,104,101
4,3:41.0,D. Gallinari makes free throw 1 of 2,,105,101
4,3:41.0,D. Gallinari makes free throw 2 of 2,,106,101
4,3:25.0,,B. Hield misses 3-pt jump shot from 25 ft,106,101
4,3:21.0,Defensive rebound by D. Gallinari,,106,101
4,3:12.0,L. Williams misses 3-pt jump shot from 25 ft,,106,101
4,3:10.0,Offensive rebound by M. Harrell,,106,101
4,3:08.0,M. Harrell makes 2-pt dunk from 2 ft,,108,101
4,2:59.0,,D. Fox makes 2-pt layup from 2 ft,108,103
4,2:36.0,L. Williams makes 2-pt jump shot from 10 ft,,110,103
4,2:25.0,,D. Fox misses 3-pt jump shot from 25 ft,110,103
4,2:20.0,Defensive rebound by P. Beverley,,110,103
4,2:09.0,Turnover by L. Williams (bad pass; steal by D. Fox),,110,103
4,2:05.0,,H. Barnes makes 2-pt dunk from 1 ft (assist by D. Fox),110,105
4,1:44.0,Personal foul by B. Hield (drawn by M. Harrell),,110,105
4,1:28.0,D. Gallinari misses 3-pt jump shot from 28 ft,,110,105
4,1:24.0,,Defensive rebound by W. Cauley-Stein,110,105
4,1:16.0,,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by D. Fox),110,107
4,0:56.0,L. Williams makes 2-pt jump shot from 19 ft,,112,107
4,0:50.0,,D. Fox makes 2-pt layup from 2 ft,112,109
4,0:32.0,L. Williams misses 2-pt jump shot from 22 ft,,112,109
4,0:29.0,Offensive rebound by L. Williams,,112,109
4,0:16.0,L. Williams misses 2-pt jump shot from 12 ft,,112,109
4,0:16.0,Offensive rebound by M. Harrell,,112,109
4,0:15.0,Turnover by M. Harrell (lost ball; steal by B. Hield),,112,109
4,0:09.0,,Offensive foul by H. Barnes (drawn by D. Gallinari),112,109
4,0:09.0,,Turnover by H. Barnes (offensive foul),112,109
4,0:09.0,LA Clippers full timeout,,112,109
4,0:09.0,J. Green enters the game for S. Gilgeous-Alexander,,112,109
4,0:09.0,L. Shamet enters the game for M. Harrell,,112,109
4,0:07.0,Personal take foul by B. Hield (drawn by L. Williams),,112,109
4,0:07.0,L. Williams makes free throw 1 of 2,,113,109
4,0:07.0,M. Harrell enters the game for J. Green,,113,109
4,0:07.0,L. Williams makes free throw 2 of 2,,114,109
4,0:07.0,,Sacramento full timeout,114,109
4,0:07.0,J. Green enters the game for D. Gallinari,,114,109
4,0:07.0,S. Thornwell enters the game for L. Williams,,114,109
4,0:04.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,114,109
4,0:01.0,Defensive rebound by M. Harrell,,114,109
4,0:01.0,Personal take foul by B. Hield (drawn by M. Harrell),,114,109
4,0:01.0,,Y. Ferrell enters the game for B. Hield,114,109
4,0:01.0,M. Harrell makes free throw 1 of 2,,115,109
4,0:01.0,M. Harrell makes free throw 2 of 2,,116,109
