QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,LA CLIPPERS_ACTION,OKLAHOMA CITY_SCORE,LA CLIPPERS_SCORE
4,10:32.0,Defensive rebound by T. Ferguson,,87,92
4,10:20.0,M. Morris makes 2-pt jump shot from 18 ft,,89,92
4,10:07.0,,Turnover by G. Temple (step out of bounds),89,92
4,9:53.0,Turnover by A. Nader (bad pass; steal by L. Williams),,89,92
4,9:50.0,,J. Green makes 2-pt dunk from 2 ft (assist by L. Williams),89,94
4,9:26.0,D. Schröder misses 2-pt layup from 2 ft (block by M. Harrell),,89,94
4,9:26.0,Offensive rebound by Team,,89,94
4,9:26.0,R. Westbrook enters the game for A. Nader,,89,94
4,9:24.0,D. Schröder misses 2-pt jump shot from 16 ft,,89,94
4,9:22.0,Offensive rebound by N. Noel,,89,94
4,9:11.0,N. Noel makes 2-pt dunk from 1 ft (assist by D. Schröder),,91,94
4,8:52.0,,Personal foul by N. Noel (drawn by L. Williams),91,94
4,8:41.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by M. Harrell),91,97
4,8:24.0,N. Noel misses 2-pt jump shot from 13 ft,,91,97
4,8:21.0,,Defensive rebound by G. Temple,91,97
4,8:15.0,,L. Williams misses 2-pt jump shot from 14 ft,91,97
4,8:12.0,,Offensive rebound by M. Harrell,91,97
4,8:11.0,,Turnover by M. Harrell (bad pass),91,97
4,7:58.0,Personal foul by G. Temple (drawn by M. Morris),,91,97
4,7:47.0,M. Morris makes 2-pt jump shot from 9 ft,,93,97
4,7:32.0,,Turnover by L. Williams (bad pass; steal by N. Noel),93,97
4,7:27.0,R. Westbrook misses 3-pt jump shot from 25 ft,,93,97
4,7:24.0,,Defensive rebound by J. Green,93,97
4,7:15.0,,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,93,97
4,7:11.0,,Offensive rebound by M. Harrell,93,97
4,7:11.0,,Shooting foul by N. Noel (drawn by M. Harrell),93,97
4,7:11.0,,M. Harrell misses free throw 1 of 2,93,97
4,7:11.0,,Offensive rebound by Team,93,97
4,7:11.0,S. Adams enters the game for N. Noel,,93,97
4,7:11.0,,D. Gallinari enters the game for J. Green,93,97
4,7:11.0,,M. Harrell misses free throw 2 of 2,93,97
4,7:09.0,Defensive rebound by R. Westbrook,,93,97
4,7:02.0,M. Morris makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,96,97
4,6:40.0,,L. Williams misses 2-pt layup from 1 ft,96,97
4,6:38.0,Defensive rebound by M. Morris,,96,97
4,6:29.0,R. Westbrook misses 2-pt jump shot from 17 ft,,96,97
4,6:27.0,,Defensive rebound by L. Williams,96,97
4,6:23.0,,Shooting foul by S. Adams (drawn by L. Williams),96,97
4,6:23.0,,LA Clippers full timeout,96,97
4,6:23.0,P. George enters the game for D. Schröder,,96,97
4,6:23.0,,P. Beverley enters the game for S. Gilgeous-Alexander,96,97
4,6:23.0,,L. Shamet enters the game for G. Temple,96,97
4,6:23.0,,L. Williams misses free throw 1 of 2,96,97
4,6:23.0,,Offensive rebound by Team,96,97
4,6:23.0,,L. Williams misses free throw 2 of 2,96,97
4,6:21.0,Defensive rebound by R. Westbrook,,96,97
4,6:08.0,M. Morris misses 2-pt jump shot from 16 ft,,96,97
4,6:06.0,,Defensive rebound by L. Williams,96,97
4,5:51.0,,M. Harrell misses 2-pt hook shot from 13 ft,96,97
4,5:49.0,Defensive rebound by S. Adams,,96,97
4,5:38.0,S. Adams misses 2-pt jump shot from 9 ft,,96,97
4,5:36.0,,Defensive rebound by L. Williams,96,97
4,5:28.0,,D. Gallinari misses 3-pt jump shot from 24 ft,96,97
4,5:25.0,,Offensive rebound by Team,96,97
4,5:25.0,J. Grant enters the game for M. Morris,,96,97
4,5:25.0,,S. Gilgeous-Alexander enters the game for L. Williams,96,97
4,5:15.0,,D. Gallinari misses 2-pt layup from 2 ft,96,97
4,5:13.0,Defensive rebound by R. Westbrook,,96,97
4,5:05.0,R. Westbrook misses 2-pt jump shot from 15 ft,,96,97
4,5:03.0,,Defensive rebound by D. Gallinari,96,97
4,4:59.0,,Personal foul by J. Grant (drawn by D. Gallinari),96,97
4,4:59.0,,D. Gallinari misses free throw 1 of 2,96,97
4,4:59.0,,Offensive rebound by Team,96,97
4,4:59.0,,D. Gallinari makes free throw 2 of 2,96,98
4,4:51.0,P. George misses 2-pt jump shot from 15 ft,,96,98
4,4:49.0,,Defensive rebound by D. Gallinari,96,98
4,4:30.0,,D. Gallinari misses 2-pt layup from 2 ft,96,98
4,4:28.0,Defensive rebound by P. George,,96,98
4,4:20.0,P. George makes 3-pt jump shot from 27 ft,,99,98
4,4:20.0,,LA Clippers full timeout,99,98
4,4:20.0,,L. Williams enters the game for S. Gilgeous-Alexander,99,98
4,4:10.0,,L. Williams misses 2-pt jump shot from 20 ft,99,98
4,4:10.0,,Offensive rebound by Team,99,98
4,4:10.0,D. Schröder enters the game for T. Ferguson,,99,98
4,4:00.0,,D. Gallinari makes 2-pt layup from 3 ft,99,100
4,3:50.0,D. Schröder misses 3-pt jump shot from 23 ft,,99,100
4,3:49.0,Offensive rebound by S. Adams,,99,100
4,3:49.0,Offensive foul by P. George (drawn by P. Beverley),,99,100
4,3:49.0,Turnover by P. George (offensive foul),,99,100
4,3:49.0,T. Ferguson enters the game for P. George,,99,100
4,3:41.0,,Shooting foul by D. Schröder (drawn by L. Williams),99,100
4,3:41.0,,L. Williams makes free throw 1 of 2,99,101
4,3:41.0,Oklahoma City full timeout,,99,101
4,3:41.0,,L. Williams misses free throw 2 of 2,99,101
4,3:39.0,Defensive rebound by R. Westbrook,,99,101
4,3:31.0,R. Westbrook misses 3-pt jump shot from 26 ft,,99,101
4,3:30.0,,Defensive rebound by Team,99,101
4,3:14.0,,M. Harrell misses 2-pt layup from 2 ft,99,101
4,3:11.0,Defensive rebound by S. Adams,,99,101
4,3:08.0,R. Westbrook makes 2-pt layup from 1 ft,,101,101
4,2:46.0,,LA Clippers full timeout,101,101
4,2:45.0,Loose ball foul by T. Ferguson (drawn by L. Shamet),,101,101
4,2:45.0,,L. Shamet makes free throw 1 of 2,101,102
4,2:45.0,,L. Shamet makes free throw 2 of 2,101,103
4,2:40.0,Personal foul by P. Beverley (drawn by R. Westbrook),,101,103
4,2:30.0,R. Westbrook makes 2-pt layup from 2 ft,,103,103
4,2:30.0,Shooting foul by M. Harrell (drawn by R. Westbrook),,103,103
4,2:30.0,R. Westbrook makes free throw 1 of 1,,104,103
4,2:17.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by D. Gallinari),104,106
4,1:56.0,T. Ferguson misses 3-pt jump shot from 24 ft,,104,106
4,1:52.0,,Defensive rebound by M. Harrell,104,106
4,1:37.0,,L. Williams makes 2-pt jump shot from 11 ft,104,108
4,1:24.0,R. Westbrook makes 3-pt jump shot from 25 ft,,107,108
4,1:04.0,,D. Gallinari makes 2-pt jump shot from 21 ft,107,110
4,0:54.0,Offensive foul by R. Westbrook (drawn by D. Gallinari),,107,110
4,0:54.0,Turnover by R. Westbrook (offensive foul),,107,110
4,0:54.0,A. Nader enters the game for R. Westbrook,,107,110
4,0:35.0,,L. Williams makes 2-pt jump shot from 21 ft,107,112
4,0:35.0,Oklahoma City full timeout,,107,112
4,0:31.0,Turnover by D. Schröder (lost ball; steal by L. Williams),,107,112
4,0:31.0,,Personal take foul by D. Schröder (drawn by L. Williams),107,112
4,0:31.0,,L. Williams makes free throw 1 of 2,107,113
4,0:31.0,,L. Williams makes free throw 2 of 2,107,114
4,0:27.0,D. Schröder misses 3-pt jump shot from 26 ft,,107,114
4,0:24.0,Offensive rebound by S. Adams,,107,114
4,0:21.0,T. Ferguson misses 3-pt jump shot from 27 ft,,107,114
4,0:21.0,,Defensive rebound by Team,107,114
4,0:18.0,,Personal take foul by D. Schröder (drawn by D. Gallinari),107,114
4,0:18.0,,D. Gallinari makes free throw 1 of 2,107,115
4,0:18.0,,D. Gallinari makes free throw 2 of 2,107,116
4,0:11.0,T. Ferguson makes 3-pt jump shot from 23 ft (assist by D. Schröder),,110,116
4,0:09.0,,Personal take foul by S. Adams (drawn by D. Gallinari),110,116
4,0:09.0,D. Grantham enters the game for S. Adams,,110,116
4,0:09.0,,D. Gallinari makes free throw 1 of 2,110,117
4,0:09.0,,D. Gallinari makes free throw 2 of 2,110,118
4,0:03.0,D. Grantham misses 3-pt jump shot from 26 ft,,110,118
4,0:01.0,,Defensive rebound by P. Beverley,110,118
