QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
4,3:29.0,B. Lopez makes 2-pt layup from 1 ft (assist by M. Brogdon),,90,92
4,3:19.0,,Toronto full timeout,90,92
4,3:04.0,,K. Leonard makes 3-pt jump shot from 23 ft (assist by K. Lowry),90,95
4,2:42.0,G. Antetokounmpo misses 2-pt jump shot from 7 ft,,90,95
4,2:42.0,Offensive rebound by Team,,90,95
4,2:36.0,B. Lopez misses 3-pt jump shot from 26 ft,,90,95
4,2:33.0,Offensive rebound by G. Hill,,90,95
4,2:33.0,G. Hill makes 2-pt layup at rim,,92,95
4,2:12.0,,K. Leonard misses 2-pt dunk from 1 ft (block by G. Antetokounmpo),92,95
4,2:06.0,,Offensive rebound by P. Siakam,92,95
4,2:06.0,,P. Siakam makes 2-pt layup from 1 ft,92,97
4,1:43.0,K. Middleton misses 3-pt jump shot from 26 ft,,92,97
4,1:41.0,,Defensive rebound by K. Lowry,92,97
4,1:18.0,,P. Siakam misses 2-pt hook shot from 11 ft,92,97
4,1:15.0,,Offensive rebound by K. Leonard,92,97
4,1:14.0,,Turnover by K. Leonard (out of bounds lost ball),92,97
4,1:02.0,Turnover by G. Hill (bad pass; steal by P. Siakam),,92,97
4,0:54.0,,Personal take foul by G. Hill (drawn by K. Lowry),92,97
4,0:38.0,,K. Leonard misses 2-pt jump shot from 10 ft,92,97
4,0:36.0,Defensive rebound by M. Brogdon,,92,97
4,0:29.0,Shooting foul by M. Gasol (drawn by B. Lopez),,92,97
4,0:29.0,B. Lopez makes free throw 1 of 2,,93,97
4,0:29.0,,S. Ibaka enters the game for F. VanVleet,93,97
4,0:29.0,B. Lopez makes free throw 2 of 2,,94,97
4,0:29.0,,Toronto full timeout,94,97
4,0:29.0,E. Bledsoe enters the game for M. Brogdon,,94,97
4,0:29.0,,F. VanVleet enters the game for S. Ibaka,94,97
4,0:09.0,,P. Siakam misses 2-pt layup from 1 ft,94,97
4,0:09.0,,Offensive rebound by P. Siakam,94,97
4,0:07.0,,Toronto full timeout,94,97
4,0:07.0,,Personal foul by E. Bledsoe (drawn by P. Siakam),94,97
4,0:07.0,,P. Siakam makes free throw 1 of 2,94,98
4,0:07.0,E. İlyasova enters the game for E. Bledsoe,,94,98
4,0:07.0,,P. Siakam misses free throw 2 of 2,94,98
4,0:04.0,,Offensive rebound by K. Leonard,94,98
4,0:03.0,,Personal take foul by E. İlyasova (drawn by K. Leonard),94,98
4,0:03.0,,K. Leonard makes free throw 1 of 2,94,99
4,0:03.0,,K. Leonard makes free throw 2 of 2,94,100
4,0:03.0,Milwaukee full timeout,,94,100
4,0:03.0,M. Brogdon enters the game for E. İlyasova,,94,100
4,0:02.0,K. Middleton misses 3-pt jump shot from 24 ft (block by K. Leonard),,94,100
4,0:00.0,Offensive rebound by Team,,94,100
4,0:00.0,G. Hill misses 3-pt jump shot from 29 ft,,94,100
4,0:00.0,Offensive rebound by Team,,94,100
