QUARTER,TIME_REMAINING,MEMPHIS_ACTION,SAN ANTONIO_ACTION,MEMPHIS_SCORE,SAN ANTONIO_SCORE
4,2:21.0,M. Conley misses 2-pt layup from 2 ft,,98,97
4,2:19.0,,Defensive rebound by D. Cunningham,98,97
4,2:13.0,,P. Mills misses 2-pt jump shot from 12 ft,98,97
4,2:12.0,,Offensive rebound by L. Aldridge,98,97
4,2:10.0,,L. Aldridge makes 2-pt hook shot from 3 ft,98,99
4,2:01.0,Memphis full timeout,,98,99
4,2:01.0,,B. Forbes enters the game for D. Cunningham,98,99
4,1:52.0,M. Gasol makes 2-pt hook shot from 4 ft,,100,99
4,1:51.0,Loose ball foul by J. Green (drawn by R. Gay),,100,99
4,1:51.0,,R. Gay makes free throw 1 of 2,100,100
4,1:51.0,S. Mack enters the game for J. Green,,100,100
4,1:51.0,,R. Gay makes free throw 2 of 2,100,101
4,1:38.0,M. Gasol misses 3-pt jump shot from 24 ft,,100,101
4,1:35.0,,Defensive rebound by R. Gay,100,101
4,1:23.0,,Turnover by D. DeRozan (bad pass; steal by G. Temple),100,101
4,1:04.0,M. Conley makes 2-pt jump shot from 20 ft,,102,101
4,0:44.0,,R. Gay misses 2-pt jump shot from 14 ft,102,101
4,0:42.0,Defensive rebound by M. Gasol,,102,101
4,0:19.0,M. Conley misses 3-pt jump shot from 27 ft,,102,101
4,0:17.0,,Defensive rebound by L. Aldridge,102,101
4,0:01.0,,D. DeRozan makes 2-pt jump shot from 15 ft,102,103
4,0:01.0,Memphis full timeout,,102,103
4,0:01.0,,D. Cunningham enters the game for P. Mills,102,103
4,0:00.0,Personal foul by R. Gay (drawn by M. Gasol),,102,103
4,0:00.0,M. Gasol makes free throw 1 of 2,,103,103
4,0:00.0,M. Gasol makes free throw 2 of 2,,104,103
4,0:00.0,,San Antonio full timeout,104,103
4,0:00.0,J. Jackson enters the game for S. Mack,,104,103
4,0:00.0,,P. Mills enters the game for D. Cunningham,104,103
4,0:00.0,,L. Aldridge misses 3-pt jump shot from 25 ft,104,103
4,0:00.0,,Offensive rebound by Team,104,103
