QUARTER,TIME_REMAINING,CHICAGO_ACTION,INDIANA_ACTION,CHICAGO_SCORE,INDIANA_SCORE
4,4:17.0,O. Porter misses 3-pt jump shot from 26 ft,,86,93
4,4:14.0,,Defensive rebound by B. Bogdanović,86,93
4,4:14.0,,Personal foul by O. Porter (drawn by B. Bogdanović),86,93
4,4:03.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by R. Lopez),86,93
4,4:00.0,,Offensive rebound by Team,86,93
4,3:58.0,,M. Turner makes 2-pt dunk from 1 ft (assist by B. Bogdanović),86,95
4,3:34.0,Z. LaVine makes 2-pt jump shot from 3 ft,,88,95
4,3:34.0,Shooting foul by W. Matthews (drawn by Z. LaVine),,88,95
4,3:34.0,Z. LaVine misses free throw 1 of 1,,88,95
4,3:34.0,,Defensive rebound by T. Young,88,95
4,3:28.0,,Indiana full timeout,88,95
4,3:13.0,,D. Collison misses 3-pt jump shot from 30 ft,88,95
4,3:10.0,,Offensive rebound by T. Young,88,95
4,3:10.0,,T. Young misses 2-pt layup from 1 ft,88,95
4,3:09.0,Defensive rebound by L. Markkanen,,88,95
4,2:55.0,Z. LaVine misses 2-pt jump shot from 11 ft,,88,95
4,2:52.0,Offensive rebound by L. Markkanen,,88,95
4,2:47.0,O. Porter misses 3-pt jump shot from 28 ft,,88,95
4,2:44.0,,Defensive rebound by T. Young,88,95
4,2:27.0,,T. Young makes 2-pt layup from 1 ft,88,97
4,2:10.0,R. Lopez makes 2-pt layup from 1 ft (assist by O. Porter),,90,97
4,1:48.0,,Turnover by W. Matthews (bad pass; steal by O. Porter),90,97
4,1:46.0,Personal take foul by M. Turner (drawn by Z. LaVine),,90,97
4,1:46.0,Z. LaVine makes free throw 1 of 2,,91,97
4,1:46.0,W. Selden enters the game for R. Lopez,,91,97
4,1:46.0,Z. LaVine makes free throw 2 of 2,,92,97
4,1:33.0,,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by W. Matthews),92,100
4,1:25.0,Z. LaVine makes 2-pt layup at rim,,94,100
4,1:08.0,,T. Young makes 2-pt layup from 1 ft,94,102
4,1:08.0,Chicago full timeout,,94,102
4,1:08.0,R. Lopez enters the game for W. Selden,,94,102
4,0:56.0,L. Markkanen misses 3-pt jump shot from 27 ft,,94,102
4,0:53.0,Offensive rebound by R. Lopez,,94,102
4,0:53.0,R. Lopez misses 2-pt layup at rim,,94,102
4,0:52.0,Offensive rebound by R. Lopez,,94,102
4,0:48.0,Z. LaVine misses 3-pt jump shot from 28 ft,,94,102
4,0:45.0,Offensive rebound by Team,,94,102
4,0:45.0,,Loose ball foul by B. Bogdanović (drawn by L. Markkanen),94,102
4,0:45.0,L. Markkanen makes free throw 1 of 2,,95,102
4,0:45.0,R. Arcidiacono enters the game for K. Dunn,,95,102
4,0:45.0,W. Selden enters the game for R. Lopez,,95,102
4,0:45.0,L. Markkanen makes free throw 2 of 2,,96,102
4,0:36.0,,Personal take foul by L. Markkanen (drawn by D. Collison),96,102
4,0:34.0,,Personal take foul by Z. LaVine (drawn by D. Collison),96,102
4,0:34.0,,D. Collison makes free throw 1 of 2,96,103
4,0:34.0,,D. Collison makes free throw 2 of 2,96,104
4,0:25.0,Z. LaVine misses 2-pt layup from 1 ft,,96,104
4,0:25.0,,Defensive rebound by D. Collison,96,104
4,0:20.0,,Personal foul by R. Arcidiacono (drawn by D. Collison),96,104
4,0:20.0,A. Blakeney enters the game for Z. LaVine,,96,104
4,0:20.0,S. Harrison enters the game for L. Markkanen,,96,104
4,0:20.0,T. Luwawu-Cabarrot enters the game for O. Porter,,96,104
4,0:20.0,,D. Collison makes free throw 1 of 2,96,105
4,0:20.0,,D. Collison misses free throw 2 of 2,96,105
4,0:20.0,Defensive rebound by W. Selden,,96,105
4,0:20.0,Chicago full timeout,,96,105
4,0:14.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 29 ft,,96,105
4,0:11.0,,Defensive rebound by M. Turner,96,105
